,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
97,NGC5097,200.24864167,-12.47123889,13.0,20.0,59.67400080001184,-0.0,-49.0,-53.097333600000525,200.0,14.0,55.1100120000433,-12.0,-28.0,-16.460004000001476
98,NGC5098,200.061366,33.143403,13.0,20.0,14.727840000005443,2.0,12.0,34.416720000001106,200.0,3.0,40.917599999972936,33.0,8.0,36.25079999999741
99,NGC5099,200.33195417,-13.04186111,13.0,21.0,19.66900080000414,-0.0,-52.0,-10.046666400000248,200.0,19.0,55.035011999959806,-13.0,-2.0,-30.699995999997327
100,NGC5100,200.24838333,8.97837778,13.0,20.0,59.6119992000105,0.0,35.0,54.81066720000058,200.0,14.0,54.17998799998486,8.0,58.0,42.16000800000231
101,NGC5101,200.442675,-27.43051944,13.0,21.0,46.24200000001309,-1.0,-49.0,-43.324665600001566,200.0,26.0,33.63000000003012,-27.0,-25.0,-49.86998400000431
102,NGC5102,200.49003881,-36.63010713,13.0,21.0,57.60931440000846,-2.0,-26.0,-31.22571120000167,200.0,29.0,24.139715999954205,-36.0,-37.0,-48.38566799999626
103,NGC5103,200.12522917,43.08401389,13.0,20.0,30.055000800010845,2.0,52.0,20.163333600002034,200.0,7.0,30.82501200004117,43.0,5.0,2.450004000004924
104,NGC5104,200.3463125,0.34260556,13.0,21.0,23.115000000011463,0.0,1.0,22.22533440000001,200.0,20.0,46.72500000003765,0.0,20.0,33.38001599999991
105,NGC5105,200.45452041,-13.20679334,13.0,21.0,49.084898400006125,-0.0,-52.0,-49.630401600000624,200.0,27.0,16.273475999951188,-13.0,-12.0,-24.45602400000297
106,NGC5106,200.248288,8.978308,13.0,20.0,59.589120000010354,0.0,35.0,54.79392000000047,200.0,14.0,53.836800000008225,8.0,58.0,41.90880000000064
107,NGC5107,200.3552875,38.53637778,13.0,21.0,25.269000000008788,2.0,34.0,8.730667200002244,200.0,21.0,19.035000000010314,38.0,32.0,10.960008000008088
108,NGC5108,200.82852083,-32.34208333,13.0,23.0,18.844999200007777,-2.0,-9.0,-22.09999920000211,200.0,49.0,42.67498800000794,-32.0,-20.0,-31.499988000004464
109,NGC5109,200.21809583,57.64473611,13.0,20.0,52.34299920000964,3.0,50.0,34.73666640000175,200.0,13.0,5.144988000035937,57.0,38.0,41.049995999987914
110,NGC5110,200.735475,-12.96474722,13.0,22.0,56.51400000001303,-0.0,-51.0,-51.53933280000075,200.0,44.0,7.71000000002914,-12.0,-57.0,-53.08999199999846
111,NGC5111,200.735475,-12.96474722,13.0,22.0,56.51400000001303,-0.0,-51.0,-51.53933280000075,200.0,44.0,7.71000000002914,-12.0,-57.0,-53.08999199999846
112,NGC5112,200.48518119,38.7344743,13.0,21.0,56.44348560000779,2.0,34.0,56.2738320000031,200.0,29.0,6.652283999969768,38.0,44.0,4.107480000008081
113,NGC5113,200.34333333,57.69111111,13.0,21.0,22.39999920001111,3.0,50.0,45.86666640000374,200.0,20.0,35.99998800002595,57.0,41.0,27.9999960000049
114,NGC5114,201.00725,-32.34397778,13.0,24.0,1.740000000007882,-2.0,-9.0,-22.554667200002,201.0,0.0,26.099999999996726,-32.0,-20.0,-38.32000800001083
115,NGC5115,200.7515863,13.95065748,13.0,23.0,0.38071200001013494,0.0,55.0,48.15779520000049,200.0,45.0,5.710680000049706,13.0,57.0,2.3669280000009962
116,NGC5116,200.731825,26.9807,13.0,22.0,55.63800000000569,1.0,47.0,55.36800000000099,200.0,43.0,54.56999999995105,26.0,58.0,50.51999999999566
117,NGC5117,200.73525833,28.31653056,13.0,22.0,56.461999200007824,1.0,53.0,15.967334400001363,200.0,44.0,6.9299879999766745,28.0,18.0,59.51001600000126
118,NGC5118,200.86436471,6.39259389,13.0,23.0,27.447530400008162,0.0,25.0,34.22253360000013,200.0,51.0,51.71295599996256,6.0,23.0,33.338003999998804
119,NGC5119,201.00137385,-12.2764706,13.0,24.0,0.32972400000858215,-0.0,-49.0,-6.352944000000775,201.0,0.0,4.945859999975255,-12.0,-16.0,-35.29415999999884
120,NGC5120,201.41251,-63.46667,13.0,25.0,39.0024000000075,-4.0,-13.0,-52.0008000000044,201.0,24.0,45.03599999999096,-63.0,-28.0,-0.012000000002103661
121,NGC5121,201.18995833,-37.68221944,13.0,24.0,45.589999200009714,-2.0,-30.0,-43.73266560000104,201.0,11.0,23.849987999985842,-37.0,-40.0,-55.989983999990045
122,NGC5122,201.06227083,-10.65434722,13.0,24.0,14.944999200009192,-0.0,-42.0,-37.043332800000854,201.0,3.0,44.17498799995883,-10.0,-39.0,-15.649992000000026
123,NGC5123,200.793775,43.08633333,13.0,23.0,10.506000000011966,2.0,52.0,20.719999200003087,200.0,47.0,37.5900000000388,43.0,5.0,10.799988000007943
124,NGC5124,201.20946306,-30.30779023,13.0,24.0,50.2711344000096,-2.0,-1.0,-13.869655200000572,201.0,12.0,34.06701599996495,-30.0,-18.0,-28.044827999994197
125,NGC5125,201.00287083,9.71008333,13.0,24.0,0.6889992000117218,0.0,38.0,50.419999200000376,201.0,0.0,10.33498800002235,9.0,42.0,36.299987999999246
126,NGC5126,201.2233125,-30.33360556,13.0,24.0,53.595000000009065,-2.0,-1.0,-20.06533440000183,201.0,13.0,23.924999999969714,-30.0,-20.0,-0.9800159999954872
127,NGC5127,200.937575,31.565755,13.0,23.0,45.01800000001424,2.0,6.0,15.781200000001547,200.0,56.0,15.270000000034543,31.0,33.0,56.71799999999763
128,NGC5128,201.36506288,-43.01911267,13.0,25.0,27.615091200014064,-2.0,-52.0,-4.587040800002171,201.0,21.0,54.22636800003829,-43.0,-1.0,-8.805611999994198
129,NGC5129,201.04167083,13.97644167,13.0,24.0,10.000999200008778,0.0,55.0,54.34600080000081,201.0,2.0,30.01498799995261,13.0,58.0,35.19001199999934
130,NGC5130,201.11315227,-10.21022189,13.0,24.0,27.15654480001163,-0.0,-40.0,-50.45325360000035,201.0,6.0,47.348172000001796,-10.0,-12.0,-36.79880399999888
131,NGC5131,200.98739583,30.98801667,13.0,23.0,56.974999200007375,2.0,3.0,57.124000800001156,200.0,59.0,14.624987999989116,30.0,59.0,16.860012000001348
132,NGC5132,201.1205431,14.09259712,13.0,24.0,28.930344000007437,0.0,56.0,22.223308800001007,201.0,7.0,13.955159999970874,14.0,5.0,33.349632000002316
133,NGC5133,201.2204125,-4.08196667,13.0,24.0,52.8990000000141,-0.0,-16.0,-19.67200080000019,201.0,13.0,13.485000000032414,-4.0,-4.0,-55.08001199999967
134,NGC5134,201.32718726,-21.13417851,13.0,25.0,18.52494240000695,-1.0,-24.0,-32.20284240000126,201.0,19.0,37.87413599995716,-21.0,-8.0,-3.042636000006098
135,NGC5135,201.43357917,-29.83367778,13.0,25.0,44.0590008000072,-1.0,-59.0,-20.082667200000515,201.0,26.0,0.885012000005645,-29.0,-50.0,-1.2400079999949298
136,NGC5136,201.21407917,13.73783611,13.0,24.0,51.379000800004206,0.0,54.0,57.08066640000084,201.0,12.0,50.68501199996717,13.0,44.0,16.209995999999762
137,NGC5137,201.21865833,14.07728056,13.0,24.0,52.47799920001327,0.0,56.0,18.547334400000466,201.0,13.0,7.169988000039211,14.0,4.0,38.21001600000059
138,NGC5138,201.81666667,-59.03333333,13.0,27.0,16.000000800006404,-3.0,-56.0,-7.999999200002037,201.0,49.0,1.1999961770925438e-05,-59.0,-1.0,-59.999987999992186
139,NGC5139,201.697,-47.47947222,13.0,26.0,47.280000000010034,-3.0,-9.0,-55.07333280000232,201.0,41.0,49.20000000000982,-47.0,-28.0,-46.09999199999322
140,NGC5140,201.59059167,-33.86855,13.0,26.0,21.742000800009862,-2.0,-15.0,-28.452000000000943,201.0,35.0,26.13001200003282,-33.0,-52.0,-6.779999999996562
141,NGC5141,201.21433816,36.37854838,13.0,24.0,51.44115840001206,2.0,25.0,30.851611200001656,201.0,12.0,51.61737600004017,36.0,22.0,42.77416799999287
142,NGC5142,201.25460584,36.39950886,13.0,25.0,1.1054016000123568,2.0,25.0,35.882126400001084,201.0,15.0,16.58102400003827,36.0,23.0,58.231895999990684
143,NGC5143,201.25503333,36.437375,13.0,25.0,1.2079992000089135,2.0,25.0,44.970000000002415,201.0,15.0,18.1199880000122,36.0,26.0,14.550000000010641
144,NGC5144,200.723875,70.51327778,13.0,22.0,53.73000000000758,4.0,42.0,3.1866672000023755,200.0,43.0,25.949999999972988,70.0,30.0,47.80000799998447
145,NGC5145,201.30796425,43.26732175,13.0,25.0,13.911420000005847,2.0,53.0,4.157220000001871,201.0,18.0,28.67129999999179,43.0,16.0,2.3583000000024867
146,NGC5146,201.65629583,-12.32388889,13.0,26.0,37.510999200013515,-0.0,-49.0,-17.733333600000236,201.0,39.0,22.664988000017274,-12.0,-19.0,-26.000003999997148
147,NGC5147,201.58219235,2.10074915,13.0,26.0,19.726164000010158,0.0,8.0,24.179796000000096,201.0,34.0,55.89246000005005,2.0,6.0,2.6969399999998345
148,NGC5148,201.661925,2.31387778,13.0,26.0,38.862000000006844,0.0,9.0,15.330667200000079,201.0,39.0,42.92999999998756,2.0,18.0,49.960007999999476
149,NGC5149,201.5382375,35.93442778,13.0,26.0,9.177000000012612,2.0,23.0,44.26266720000214,201.0,32.0,17.655000000029304,35.0,56.0,3.940008000000148
150,NGC5150,201.90219167,-29.56218889,13.0,27.0,36.526000800013776,-1.0,-58.0,-14.925333600001665,201.0,54.0,7.890012000027582,-29.0,-33.0,-43.88000400000578
151,NGC5151,201.67019583,16.87384444,13.0,26.0,40.84699920001299,1.0,7.0,29.722665600000493,201.0,40.0,12.70498800004134,16.0,52.0,25.839983999997003
152,NGC5152,201.96120833,-29.61888889,13.0,27.0,50.68999920000891,-1.0,-58.0,-28.533333600001924,201.0,57.0,40.349988000018584,-29.0,-37.0,-8.000004000003287
153,NGC5153,201.97631667,-29.61801111,13.0,27.0,54.31600080000962,-1.0,-58.0,-28.32266640000114,201.0,58.0,34.740011999958824,-29.0,-37.0,-4.839996000004305
154,NGC5154,201.61872917,36.01036389,13.0,26.0,28.49500080000894,2.0,24.0,2.4873336000023016,201.0,37.0,7.4250119999805975,36.0,0.0,37.31000400000255
155,NGC5155,202.39791667,-63.425,13.0,29.0,35.50000080000743,-4.0,-13.0,-42.000000000003794,202.0,23.0,52.5000120000027,-63.0,-25.0,-29.999999999989768
156,NGC5156,202.18372917,-48.91681389,13.0,28.0,44.09500080000839,-3.0,-15.0,-40.03533360000251,202.0,11.0,1.425011999972412,-48.0,-55.0,-0.5300040000008721
