,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
157,NGC5157,201.820209,32.030709,13.0,27.0,16.850160000011556,2.0,8.0,7.370160000001462,201.0,49.0,12.752400000019861,32.0,1.0,50.552400000005946
158,NGC5158,201.94557083,17.77895278,13.0,27.0,46.9369992000135,1.0,11.0,6.948667200000855,201.0,56.0,44.05498800002988,17.0,46.0,44.23000800000324
159,NGC5159,202.06764167,2.98261944,13.0,28.0,16.234000800006925,0.0,11.0,55.82866560000024,202.0,4.0,3.5100120000015522,2.0,58.0,57.42998400000033
160,NGC5160,202.090021,5.995896,13.0,28.0,21.605040000008984,0.0,23.0,59.01504000000024,202.0,5.0,24.075600000026043,5.0,59.0,45.22560000000041
161,NGC5161,202.30795417,-33.17383889,13.0,29.0,13.909000800009466,-2.0,-12.0,-41.721333600000605,202.0,18.0,28.635011999956532,-33.0,-10.0,-25.82000399999629
162,NGC5162,202.35805369,11.00789442,13.0,29.0,25.932885600005164,0.0,44.0,1.894660800000736,202.0,21.0,28.993283999968753,11.0,0.0,28.41991199999825
163,NGC5163,201.726094,52.753543,13.0,26.0,54.26256000000379,3.0,31.0,0.8503200000022559,201.0,43.0,33.93839999996089,52.0,45.0,12.754800000001865
164,NGC5164,201.79958614,55.48716439,13.0,27.0,11.900673600011231,3.0,41.0,56.91945360000261,201.0,47.0,58.510104000008596,55.0,29.0,13.79180399998802
165,NGC5165,202.16307083,11.38699167,13.0,28.0,39.13699920001335,0.0,45.0,32.87800080000096,202.0,9.0,47.05498800003397,11.0,23.0,13.170012000001634
166,NGC5166,202.06268333,32.032375,13.0,28.0,15.04399920000779,2.0,8.0,7.770000000002035,202.0,3.0,45.65998799999534,32.0,1.0,56.55000000000655
167,NGC5167,202.16758596,12.7111915,13.0,28.0,40.22063040001072,0.0,50.0,50.68596000000085,202.0,10.0,3.3094559999881312,12.0,42.0,40.289399999999915
168,NGC5168,202.77,-60.94,13.0,31.0,4.8000000000088505,-4.0,-3.0,-45.60000000000073,202.0,46.0,12.000000000036835,-60.0,-56.0,-23.999999999991815
169,NGC5169,202.04183394,46.67206972,13.0,28.0,10.040145600011101,3.0,6.0,41.296732800002154,202.0,2.0,30.60218400001304,46.0,40.0,19.450992000011524
170,NGC5170,202.45320533,-17.96649688,13.0,29.0,48.769279200013074,-1.0,-11.0,-51.95925120000112,202.0,27.0,11.539188000010654,-17.0,-57.0,-59.388768000004006
171,NGC5171,202.339834,11.735109,13.0,29.0,21.560160000007613,0.0,46.0,56.42616000000075,202.0,20.0,23.4023999999863,11.0,44.0,6.392399999998446
172,NGC5172,202.32986133,17.05173933,13.0,29.0,19.16671920001022,1.0,8.0,12.417439200000473,202.0,19.0,47.50078799999983,17.0,3.0,6.2615880000007
173,NGC5173,202.10534072,46.59163799,13.0,28.0,25.28177280000577,3.0,6.0,21.99311760000345,202.0,6.0,19.226591999952234,46.0,35.0,29.896764000008602
174,NGC5174,202.35805369,11.00789442,13.0,29.0,25.932885600005164,0.0,44.0,1.894660800000736,202.0,21.0,28.993283999968753,11.0,0.0,28.41991199999825
175,NGC5175,202.35805369,11.00789442,13.0,29.0,25.932885600005164,0.0,44.0,1.894660800000736,202.0,21.0,28.993283999968753,11.0,0.0,28.41991199999825
176,NGC5176,202.35395833,11.78154167,13.0,29.0,24.94999920001092,0.0,47.0,7.570000800000685,202.0,21.0,14.249988000042322,11.0,46.0,53.55001199999748
177,NGC5177,202.35112083,11.79709722,13.0,29.0,24.268999200010057,0.0,47.0,11.303332800000305,202.0,21.0,4.034988000048543,11.0,47.0,49.549991999998184
178,NGC5178,202.37216654,11.62479553,13.0,29.0,29.319969600010722,0.0,46.0,29.95092720000045,202.0,22.0,19.79954399998178,11.0,37.0,29.263908000000356
179,NGC5179,202.378709,11.745878,13.0,29.0,30.890160000003988,0.0,46.0,59.010720000000276,202.0,22.0,43.3523999999511,11.0,44.0,45.16079999999775
180,NGC5180,202.36230417,16.82588056,13.0,29.0,26.953000800003792,1.0,7.0,18.211334400001196,202.0,21.0,44.29501199995457,16.0,49.0,33.170016000005944
181,NGC5181,202.42501624,13.3040823,13.0,29.0,42.003897600006326,0.0,53.0,12.979752000000246,202.0,25.0,30.05846399996699,13.0,18.0,14.696279999997302
182,NGC5182,202.67123333,-28.15026389,13.0,30.0,41.09599920001017,-1.0,-52.0,-36.063333600001215,202.0,40.0,16.43998800002464,-28.0,-9.0,-0.9500040000054355
183,NGC5183,202.52559067,-1.72060845,13.0,30.0,6.1417608000148505,-0.0,-6.0,-52.94602800000007,202.0,31.0,32.126412000050095,-1.0,-43.0,-14.190420000000188
184,NGC5184,202.54782083,-1.66317222,13.0,30.0,11.476999200009175,-0.0,-6.0,-39.161332800000075,202.0,32.0,52.15498800002251,-1.0,-39.0,-47.41999200000038
185,NGC5185,202.50935417,13.41594444,13.0,30.0,2.2450008000063804,0.0,53.0,39.82666560000098,202.0,30.0,33.6750119999806,13.0,24.0,57.39998400000189
186,NGC5186,202.51619167,12.17538611,13.0,30.0,3.8860008000135338,0.0,48.0,42.09266640000038,202.0,30.0,58.290012000043134,12.0,10.0,31.389995999999343
187,NGC5187,202.45073551,31.13012497,13.0,29.0,48.17652240000413,2.0,4.0,31.229992800000907,202.0,27.0,2.6478359999532586,31.0,7.0,48.44989200000242
188,NGC5188,202.8678875,-34.79447222,13.0,31.0,28.293000000007282,-2.0,-19.0,-10.673332800001987,202.0,52.0,4.394999999981337,-34.0,-47.0,-40.099992000010616
189,NGC5189,203.3869913,-65.97417749,13.0,33.0,32.877912000013225,-4.0,-23.0,-53.802597600002926,203.0,23.0,13.168680000019322,-65.0,-58.0,-27.03896400000872
190,NGC5190,202.66061148,18.13458957,13.0,30.0,38.546755200007254,1.0,12.0,32.30149680000036,202.0,39.0,38.2013280000001,18.0,8.0,4.522451999997372
191,NGC5191,202.69732484,11.20075833,13.0,30.0,47.357961600007314,0.0,44.0,48.18199920000026,202.0,41.0,50.369423999975425,11.0,12.0,2.7299879999975474
192,NGC5192,202.71528669,-1.77868913,13.0,30.0,51.66880560000706,-0.0,-7.0,-6.885391200000068,202.0,42.0,55.03208399999721,-1.0,-46.0,-43.280868000000225
193,NGC5193,202.97302114,-33.23432808,13.0,31.0,53.52507360000601,-2.0,-12.0,-56.23873920000097,202.0,58.0,22.876103999949464,-33.0,-14.0,-3.5810879999905865
194,NGC5194,202.469575,47.19525833,13.0,29.0,52.69800000000572,3.0,8.0,46.86199920000227,202.0,28.0,10.469999999970696,47.0,11.0,42.929988000005324
195,NGC5195,202.49829167,47.26612778,13.0,29.0,59.59000080000777,3.0,9.0,3.870667200001101,202.0,29.0,53.85001199995031,47.0,15.0,58.060007999992536
196,NGC5196,202.831921,-1.615034,13.0,31.0,19.6610400000084,-0.0,-6.0,-27.608160000000073,202.0,49.0,54.915599999978895,-1.0,-36.0,-54.1224000000004
197,NGC5197,202.85472488,-1.69307363,13.0,31.0,25.133971200006187,-0.0,-6.0,-46.33767120000005,202.0,51.0,17.009567999971296,-1.0,-41.0,-35.065067999999826
198,NGC5198,202.54754583,46.67083056,13.0,30.0,11.410999200009542,3.0,6.0,40.99933440000122,202.0,32.0,51.16498799996407,46.0,40.0,14.990015999995876
199,NGC5199,202.6781,34.83066111,13.0,30.0,42.74400000000824,2.0,19.0,19.35866640000114,202.0,40.0,41.16000000000213,34.0,49.0,50.379996000004326
200,NGC5200,202.926917,-0.030167,13.0,31.0,42.46008000000799,-0.0,-0.0,-7.240080000000001,202.0,55.0,36.90120000001116,-0.0,-1.0,-48.6012
201,NGC5201,202.31738333,53.08205833,13.0,29.0,16.171999200014966,3.0,32.0,19.693999200003134,202.0,19.0,2.5799880000454323,53.0,4.0,55.40998800000864
202,NGC5202,203.00210417,-1.69876389,13.0,32.0,0.505000800005746,-0.0,-6.0,-47.703333600000036,203.0,0.0,7.575011999983872,-1.0,-41.0,-55.55000399999969
203,NGC5203,203.05584583,-8.78624722,13.0,32.0,13.402999200012573,-0.0,-35.0,-8.699332800000406,203.0,3.0,21.04498800003512,-8.0,-47.0,-10.489991999999688
204,NGC5204,202.40211667,58.41873056,13.0,29.0,36.508000800007636,3.0,53.0,40.49533440000218,202.0,24.0,7.620011999993039,58.0,25.0,7.430016000000705
205,NGC5205,202.51537917,62.51152778,13.0,30.0,3.6910008000070604,4.0,10.0,2.7666672000048464,202.0,30.0,55.365011999958824,62.0,30.0,41.50000800000555
206,NGC5206,203.43317043,-48.1510994,13.0,33.0,43.96090320000397,-3.0,-12.0,-36.26385600000248,203.0,25.0,59.41354799996361,-48.0,-9.0,-3.9578399999987823
207,NGC5207,203.05815,13.89230833,13.0,32.0,13.956000000012665,0.0,55.0,34.15399920000098,203.0,3.0,29.34000000004289,13.0,53.0,32.30998800000194
208,NGC5208,203.1162875,7.31664167,13.0,32.0,27.90900000000775,0.0,29.0,15.994000800000236,203.0,6.0,58.63499999999476,7.0,18.0,59.91001200000035
209,NGC5209,203.17715417,7.32730278,13.0,32.0,42.517000800007594,0.0,29.0,18.552667200000243,203.0,10.0,37.755011999979615,7.0,19.0,38.290008000000455
210,NGC5210,203.20520922,7.17008691,13.0,32.0,49.250212800006494,0.0,28.0,40.82085840000026,203.0,12.0,18.75319200000149,7.0,10.0,12.312876000000728
211,NGC5211,203.272325,-1.03570556,13.0,33.0,5.358000000006484,-0.0,-4.0,-8.56933440000006,203.0,16.0,20.369999999982156,-1.0,-2.0,-8.54001600000009
212,NGC5212,203.23344583,7.28785833,13.0,32.0,56.02699920001044,0.0,29.0,9.085999200000359,203.0,14.0,0.404987999977493,7.0,17.0,16.289987999998985
213,NGC5213,203.6635716,4.12995456,13.0,34.0,39.25718400001216,0.0,16.0,31.189094400000172,203.0,39.0,48.85776000004171,4.0,7.0,47.83641599999939
214,NGC5214,203.20296536,41.8718431,13.0,32.0,48.711686400008176,2.0,47.0,29.242344000001594,203.0,12.0,10.67529600002672,41.0,52.0,18.635159999998336
215,NGC5215,203.78333333,-33.485,13.0,35.0,7.999999200009711,-2.0,-13.0,-56.40000000000221,203.0,46.0,59.999988000017765,-33.0,-29.0,-5.999999999997954
216,NGC5216,203.0287902,62.70067143,13.0,32.0,6.909648000010122,4.0,10.0,48.16114320000189,203.0,1.0,43.64472000001115,62.0,42.0,2.4171479999995427
217,NGC5217,203.52473333,17.85677778,13.0,34.0,5.93599920001239,1.0,11.0,25.626667200000917,203.0,31.0,29.03998800001318,17.0,51.0,24.400008000005755
218,NGC5218,203.04345319,62.76781281,13.0,32.0,10.428765600011332,4.0,11.0,4.275074400005039,203.0,2.0,36.431484000029286,62.0,46.0,4.126116000008437
219,NGC5219,204.67362917,-45.85603611,13.0,38.0,41.67100080000637,-3.0,-3.0,-25.44866640000219,204.0,40.0,25.065011999993203,-45.0,-51.0,-21.729995999992866
220,NGC5220,203.98608333,-33.45383056,13.0,35.0,56.659999200013544,-2.0,-13.0,-48.91933440000205,203.0,59.0,9.899988000049689,-33.0,-27.0,-13.790016000000378
221,NGC5221,203.73295417,13.83253889,13.0,34.0,55.90900080001177,0.0,55.0,19.809333600000514,203.0,43.0,58.63501199999746,13.0,49.0,57.14000400000131
222,NGC5222,203.73294167,13.74198333,13.0,34.0,55.90600080001295,0.0,54.0,58.075999200000865,203.0,43.0,58.590012000008755,13.0,44.0,31.139988000000187
223,NGC5223,203.60517917,34.690425,13.0,34.0,25.243000800013107,2.0,18.0,45.70200000000071,203.0,36.0,18.64501200004952,34.0,41.0,25.529999999991446
224,NGC5224,203.78689315,6.48108942,13.0,35.0,8.854356000010455,0.0,25.0,55.46146080000021,203.0,47.0,12.815339999990556,6.0,28.0,51.92191199999996
225,NGC5225,203.33399997,51.49032419,13.0,33.0,20.15999280001253,3.0,25.0,57.67780560000233,203.0,20.0,2.399892000028103,51.0,29.0,25.167084000009368
226,NGC5226,203.76507447,13.9221662,13.0,35.0,3.617872800008115,0.0,55.0,41.31988800000073,203.0,45.0,54.26809200000662,13.0,55.0,19.79831999999817
227,NGC5227,203.85229446,1.41057746,13.0,35.0,24.5506704000114,0.0,5.0,38.53859040000007,203.0,51.0,8.260055999985525,1.0,24.0,38.07885600000027
228,NGC5228,203.64608038,34.77777719,13.0,34.0,35.059291200008715,2.0,19.0,6.666525600002373,203.0,38.0,45.88936800000283,34.0,46.0,39.99788400000682
229,NGC5229,203.51179583,47.91546667,13.0,34.0,2.8309992000116324,3.0,11.0,39.71200080000209,203.0,30.0,42.464988000040194,47.0,54.0,55.680012000002534
230,NGC5230,203.882875,13.67623333,13.0,35.0,31.89000000001201,0.0,54.0,42.29599920000098,203.0,52.0,58.35000000004584,13.0,40.0,34.439988000001875
231,NGC5231,203.95101404,2.99890119,13.0,35.0,48.243369600008634,0.0,11.0,59.73628560000016,203.0,57.0,3.650543999963247,2.0,59.0,56.044284000000886
232,NGC5232,204.03441589,-8.49772148,13.0,36.0,8.259813600010233,-0.0,-33.0,-59.4531551999998,204.0,2.0,3.897203999968042,-8.0,-29.0,-51.79732799999698
233,NGC5233,203.80555833,34.677325,13.0,35.0,13.333999200010282,2.0,18.0,42.558000000002494,203.0,48.0,20.00998799998797,34.0,40.0,38.37000000001183
234,NGC5234,204.37473758,-49.83697318,13.0,37.0,29.93701920000717,-3.0,-19.0,-20.873563200003034,204.0,22.0,29.05528799995409,-49.0,-50.0,-13.103448000003937
235,NGC5235,204.00587196,6.58534457,13.0,36.0,1.4092704000107403,0.0,26.0,20.48269680000047,204.0,0.0,21.139056000026812,6.0,35.0,7.24045200000063
236,NGC5236,204.25382917,-29.86576111,13.0,37.0,0.9190008000049943,-1.0,-59.0,-27.782666400001546,204.0,15.0,13.785011999959806,-29.0,-51.0,-56.739996000004
237,NGC5237,204.41273333,-42.84691667,13.0,37.0,39.0559992000145,-2.0,-51.0,-23.260000800002274,204.0,24.0,45.83998800003201,-42.0,-50.0,-48.90001199999574
238,NGC5238,203.67714526,51.61365736,13.0,34.0,42.51486240000929,3.0,26.0,27.277766400001155,203.0,40.0,37.72293600001149,51.0,36.0,49.16649599999175
239,NGC5239,204.1091,7.36970833,13.0,36.0,26.184000000013583,0.0,29.0,28.729999200000407,204.0,6.0,32.760000000043874,7.0,22.0,10.949987999999706
240,NGC5240,203.98000157,35.58825303,13.0,35.0,55.20037680001124,2.0,22.0,21.18072720000079,203.0,58.0,48.00565200004712,35.0,35.0,17.710907999989445
241,NGC5241,204.16609167,-8.40183056,13.0,36.0,39.86200080000813,-0.0,-33.0,-36.43933440000055,204.0,9.0,57.93001199994933,-8.0,-24.0,-6.59001600000181
242,NGC5242,204.280803,2.770597,13.0,37.0,7.392720000007387,0.0,11.0,4.943280000000101,204.0,16.0,50.89079999997011,2.0,46.0,14.149199999999809
243,NGC5243,204.0641625,38.34292222,13.0,36.0,15.399000000013672,2.0,33.0,22.30133280000132,204.0,3.0,50.985000000032414,38.0,20.0,34.519991999994204
244,NGC5244,204.67362917,-45.85603611,13.0,38.0,41.67100080000637,-3.0,-3.0,-25.44866640000219,204.0,40.0,25.065011999993203,-45.0,-51.0,-21.729995999992866
245,NGC5245,204.3469375,3.89733889,13.0,37.0,23.265000000006637,0.0,15.0,35.36133360000008,204.0,20.0,48.97499999998445,3.0,53.0,50.420003999999494
246,NGC5246,204.37236861,4.10442974,13.0,37.0,29.368466400005673,0.0,16.0,25.06313760000012,204.0,22.0,20.526995999982773,4.0,6.0,15.947063999998576
247,NGC5247,204.51257475,-17.88406538,13.0,38.0,3.017940000009105,-1.0,-11.0,-32.17569120000064,204.0,30.0,45.26909999999589,-17.0,-53.0,-2.635367999996845
248,NGC5248,204.38362083,8.88506111,13.0,37.0,32.06899920001149,0.0,35.0,32.414666400000556,204.0,23.0,1.03498800004445,8.0,53.0,6.219996000001942
249,NGC5249,204.40629583,15.97216111,13.0,37.0,37.51099920000797,1.0,3.0,53.31866640000092,204.0,24.0,22.664988000017274,15.0,58.0,19.77999600000018
250,NGC5250,204.03056297,51.23582037,13.0,36.0,7.335112800008545,3.0,24.0,56.596888800002745,204.0,1.0,50.026692000019466,51.0,14.0,8.953331999996408
251,NGC5251,204.3535625,27.41937778,13.0,37.0,24.855000000014655,1.0,49.0,40.65066720000161,204.0,21.0,12.825000000034379,27.0,25.0,9.760008000004916
252,NGC5252,204.56612981,4.54264608,13.0,38.0,15.871154400013125,0.0,18.0,10.235059200000194,204.0,33.0,58.06731600002422,4.0,32.0,33.5258879999995
253,NGC5253,204.98329167,-31.64003056,13.0,39.0,55.990000800007635,-2.0,-6.0,-33.60733440000075,204.0,58.0,59.850011999999424,-31.0,-38.0,-24.110015999998495
254,NGC5254,204.90792917,-11.49387778,13.0,39.0,37.90300080000705,-0.0,-45.0,-58.53066720000044,204.0,54.0,28.54501199995866,-11.0,-29.0,-37.96000800000016
255,NGC5255,204.32547083,57.10900556,13.0,37.0,18.11299920001119,3.0,48.0,26.16133440000297,204.0,19.0,31.69498800000156,57.0,6.0,32.420015999999805
256,NGC5256,204.5742,48.2781,13.0,38.0,17.808000000006246,3.0,13.0,6.744000000003041,204.0,34.0,27.119999999965785,48.0,16.0,41.160000000007244
257,NGC5257,204.96780417,0.83957778,13.0,39.0,52.27300080001086,0.0,3.0,21.498667200000064,204.0,58.0,4.095011999977487,0.0,50.0,22.480007999999998
258,NGC5258,204.9903125,0.83096944,13.0,39.0,57.67500000000382,0.0,3.0,19.432665600000043,204.0,59.0,25.12499999995498,0.0,49.0,51.48998399999968
259,NGC5259,204.852762,30.990797,13.0,39.0,24.662880000009437,2.0,3.0,57.79128000000185,204.0,51.0,9.943200000045636,30.0,59.0,26.869200000002138
260,NGC5260,205.08289076,-23.85806272,13.0,40.0,19.893782400011872,-1.0,-35.0,-25.935052800000733,205.0,4.0,58.406735999992634,-23.0,-51.0,-29.025791999998205
261,NGC5261,205.06703587,5.07631582,13.0,40.0,16.08860880000975,0.0,20.0,18.315796800000115,205.0,4.0,1.3291320000439555,5.0,4.0,34.736951999998524
262,NGC5262,203.91062917,75.03938333,13.0,35.0,38.55100080000895,5.0,0.0,9.4519992000059,203.0,54.0,38.26501199997438,75.0,2.0,21.77998800002456
263,NGC5263,204.9818125,28.40057778,13.0,39.0,55.63500000000644,1.0,53.0,36.13866720000104,204.0,58.0,54.52499999996235,28.0,24.0,2.0800079999963828
264,NGC5264,205.40284583,-29.913125,13.0,41.0,36.68299920000649,-1.0,-59.0,-39.15000000000191,205.0,24.0,10.244987999963087,-29.0,-54.0,-47.25000000000307
265,NGC5265,205.03793531,36.86108835,13.0,40.0,9.104474400007234,2.0,27.0,26.661204000003238,205.0,2.0,16.567115999980615,36.0,51.0,39.9180600000102
266,NGC5266,205.75883333,-48.16938056,13.0,43.0,2.1199992000046564,-3.0,-12.0,-40.651334400002455,205.0,45.0,31.799987999954737,-48.0,-10.0,-9.770016000001647
267,NGC5267,205.16656902,38.79406697,13.0,40.0,39.97656480000913,2.0,35.0,10.576072800002407,205.0,9.0,59.64847199998985,38.0,47.0,38.64109200001053
268,NGC5268,205.552449,-13.85955,13.0,42.0,12.58776000001049,-0.0,-55.0,-26.29200000000054,205.0,33.0,8.816399999984696,-13.0,-51.0,-34.38000000000173
269,NGC5269,206.18333333,-62.915,13.0,44.0,43.99999920001022,-4.0,-11.0,-39.60000000000129,206.0,10.0,59.99998800003823,-62.0,-54.0,-53.99999999999693
270,NGC5270,205.54534387,4.26263204,13.0,42.0,10.882528800009368,0.0,17.0,3.031689600000149,205.0,32.0,43.2379320000382,4.0,15.0,45.47534399999904
271,NGC5271,205.42670733,30.12541141,13.0,41.0,42.40975920001176,2.0,0.0,30.09873840000168,205.0,25.0,36.14638799999739,30.0,7.0,31.481076000006
272,NGC5272,205.54841667,28.37727778,13.0,42.0,11.620000800008086,1.0,53.0,30.546667200000854,205.0,32.0,54.3000119999806,28.0,22.0,38.200008000000025
273,NGC5273,205.53494167,35.65423889,13.0,42.0,8.386000800006883,2.0,22.0,37.01733360000283,205.0,32.0,5.790011999981743,35.0,39.0,15.260004000007257
274,NGC5274,205.597142,29.847836,13.0,42.0,23.314080000008914,1.0,59.0,23.4806400000015,205.0,35.0,49.71119999996745,29.0,50.0,52.20960000000332
275,NGC5275,205.59817251,29.82489622,13.0,42.0,23.561402400015226,1.0,59.0,17.975092800001562,205.0,35.0,53.42103600004293,29.0,49.0,29.62639199999785
276,NGC5276,205.591675,35.62395556,13.0,42.0,22.002000000012885,2.0,22.0,29.749334400001644,205.0,35.0,30.030000000033397,35.0,37.0,26.240015999995876
277,NGC5277,205.65991328,29.95441531,13.0,42.0,38.37918720001056,1.0,59.0,49.05967440000211,205.0,39.0,35.68780800004333,29.0,57.0,15.895116000006055
278,NGC5278,205.41502532,55.67066947,13.0,41.0,39.606076800014876,3.0,42.0,40.96067280000341,205.0,24.0,54.091152000044076,55.0,40.0,14.410091999999963
279,NGC5279,205.43233682,55.67376601,13.0,41.0,43.76083680000505,3.0,42.0,41.70384240000331,205.0,25.0,56.41255199996067,55.0,40.0,25.55763600000489
280,NGC5280,205.73141593,29.86861537,13.0,42.0,55.53982320000614,1.0,59.0,28.467688800001838,205.0,43.0,53.09734799998978,29.0,52.0,7.01533200000199
281,NGC5281,206.64583333,-62.91666667,13.0,46.0,34.99999920000519,-4.0,-11.0,-40.000000800003974,206.0,38.0,44.999987999956375,-62.0,-55.0,-1.1999992466371623e-05
282,NGC5282,205.85363372,30.06950973,13.0,43.0,24.872092800007977,2.0,0.0,16.68233520000193,205.0,51.0,13.081392000017331,30.0,4.0,10.23502800000017
283,NGC5283,205.27395318,67.67222105,13.0,41.0,5.748763200010529,4.0,30.0,41.3330520000045,205.0,16.0,26.231448000023647,67.0,40.0,19.99578000001634
284,NGC5284,206.62458333,-59.14416667,13.0,46.0,29.89999920000855,-3.0,-56.0,-34.60000080000228,206.0,37.0,28.49998800002595,-59.0,-8.0,-39.0000119999894
285,NGC5285,206.107375,2.10979722,13.0,44.0,25.770000000008366,0.0,8.0,26.351332800000087,206.0,6.0,26.54999999996562,2.0,6.0,35.269991999999704
286,NGC5286,206.61170833,-51.37425,13.0,46.0,26.809999200008292,-3.0,-25.0,-29.820000000002977,206.0,36.0,42.14998799999648,-51.0,-22.0,-27.300000000012687
287,NGC5287,206.21884167,29.77103611,13.0,44.0,52.52200080000463,1.0,59.0,5.048666400001451,206.0,13.0,7.830011999960789,29.0,46.0,15.729996000002586
288,NGC5288,207.19166667,-64.68666667,13.0,48.0,46.000000800009815,-4.0,-18.0,-44.80000080000195,207.0,11.0,30.00001199996177,-64.0,-41.0,-12.000011999978142
289,NGC5289,206.28611667,41.50330278,13.0,45.0,8.668000800013687,2.0,46.0,0.7926672000009205,206.0,17.0,10.020012000045426,41.0,30.0,11.890007999994623
290,NGC5290,206.32984343,41.71235852,13.0,45.0,19.16242320000947,2.0,46.0,50.96604480000224,206.0,19.0,47.43634800003974,41.0,42.0,44.490672000007976
291,NGC5291,206.8519125,-30.40695278,13.0,47.0,24.45900000000833,-2.0,-1.0,-37.6686672000012,206.0,51.0,6.884999999990669,-30.0,-24.0,-25.030008000003647
292,NGC5292,206.9170375,-30.93958889,13.0,47.0,40.08900000000921,-2.0,-3.0,-45.50133360000171,206.0,55.0,1.334999999971842,-30.0,-56.0,-22.520003999998437
293,NGC5293,206.71940417,16.27278611,13.0,46.0,52.65700080000869,1.0,5.0,5.468666400000366,206.0,43.0,9.855011999964063,16.0,16.0,22.0299959999943
294,NGC5294,206.3252875,55.29045,13.0,45.0,18.069000000007662,3.0,41.0,9.708000000002102,206.0,19.0,31.03500000000622,55.0,17.0,25.61999999999955
295,NGC5295,204.66407641,79.45889324,13.0,38.0,39.37833840000849,5.0,17.0,50.13437760000194,204.0,39.0,50.675076000025,79.0,27.0,32.01566399998114
296,NGC5296,206.57783333,43.85129167,13.0,46.0,18.679999200013384,2.0,55.0,24.310000800003024,206.0,34.0,40.19998800001531,43.0,51.0,4.6500120000069955
297,NGC5297,206.598725,43.87203889,13.0,46.0,23.694000000011926,2.0,55.0,29.289333600001015,206.0,35.0,55.41000000000622,43.0,52.0,19.340003999996043
298,NGC5298,207.15213231,-30.42844524,13.0,48.0,36.5117544000104,-2.0,-1.0,-42.82685760000039,207.0,9.0,7.676316000047336,-30.0,-25.0,-42.40286399999462
299,NGC5299,207.609397,-59.947734,13.0,50.0,26.25528000001225,-3.0,-59.0,-47.456160000001404,207.0,36.0,33.829200000004676,-59.0,-56.0,-51.842399999989084
300,NGC5300,207.06682215,3.95086383,13.0,48.0,16.037316000010264,0.0,15.0,48.20731920000007,207.0,4.0,0.5597400000260677,3.0,57.0,3.1097879999995826
301,NGC5301,206.6025375,46.10740556,13.0,46.0,24.609000000010326,3.0,4.0,25.77733440000184,206.0,36.0,9.135000000039781,46.0,6.0,26.66001599998765
302,NGC5302,207.20704583,-30.51116111,13.0,48.0,49.69099920001028,-2.0,-2.0,-2.678666400001113,207.0,12.0,25.364987999994355,-30.0,-30.0,-40.17999599999911
303,NGC5303,206.93748476,38.30456884,13.0,47.0,44.996342400007734,2.0,33.0,13.09652160000212,206.0,56.0,14.945135999962531,38.0,18.0,16.44782400000622
304,NGC5304,207.50612083,-30.57850833,13.0,50.0,1.4689992000064933,-2.0,-2.0,-18.841999200000643,207.0,30.0,22.034987999950317,-30.0,-34.0,-42.62998799999366
305,NGC5305,206.98227857,37.82633227,13.0,47.0,55.74685680001281,2.0,31.0,18.319744800002766,206.0,58.0,56.20285200001945,37.0,49.0,34.79617200000632
306,NGC5306,207.2975625,-7.22436111,13.0,49.0,11.415000000007183,-0.0,-28.0,-53.84666640000049,207.0,17.0,51.22499999999263,-7.0,-13.0,-27.69999600000091
307,NGC5307,207.76384167,-51.20576944,13.0,51.0,3.3220008000101586,-3.0,-24.0,-49.384665600001085,207.0,45.0,49.83001200001809,-51.0,-12.0,-20.7699839999907
308,NGC5308,206.75181501,60.97314805,13.0,47.0,0.4356024000126979,4.0,3.0,53.55553200000294,206.0,45.0,6.534036000005017,60.0,58.0,23.332979999996155
309,NGC5309,207.544833,-15.618417,13.0,50.0,10.759920000011647,-1.0,-2.0,-28.42008000000133,207.0,32.0,41.39880000004041,-15.0,-37.0,-6.301200000003178
310,NGC5310,207.44891484,0.06918209,13.0,49.0,47.73956160000864,0.0,0.0,16.603701600000004,207.0,26.0,56.09342399995057,0.0,4.0,9.055524000000013
311,NGC5311,207.2336,39.9852,13.0,48.0,56.06400000001173,2.0,39.0,56.44800000000188,207.0,14.0,0.9599999999841202,39.0,59.0,6.719999999996276
312,NGC5312,207.46073484,33.62177788,13.0,49.0,50.57636160000868,2.0,14.0,29.226691200001866,207.0,27.0,38.64542399995116,33.0,37.0,18.40036800001201
313,NGC5313,207.43478756,39.98476269,13.0,49.0,44.34901440000431,2.0,39.0,56.343045600000465,207.0,26.0,5.235215999962293,39.0,59.0,5.145683999987796
314,NGC5314,206.54756715,70.33947751,13.0,46.0,11.416116000007435,4.0,41.0,21.47460240000214,206.0,32.0,51.24173999997083,70.0,20.0,22.11903599998095
315,NGC5315,208.48733736,-66.51414318,13.0,53.0,56.960966400010165,-4.0,-26.0,-3.3943632000043777,208.0,29.0,14.414495999992596,-66.0,-30.0,-50.915448000017705
316,NGC5316,208.4875,-61.86833333,13.0,53.0,57.0000000000104,-4.0,-7.0,-28.39999920000224,208.0,29.0,15.000000000040927,-61.0,-52.0,-5.9999879999952554
317,NGC5317,209.05001667,5.01446111,13.0,56.0,12.004000800007617,0.0,20.0,3.4706664000002263,209.0,3.0,0.060011999967173324,5.0,0.0,52.0599960000002
