,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
376,NGC3376,161.86079583,6.04803333,10.0,47.0,26.590999200007843,0.0,24.0,11.52799920000021,161.0,51.0,38.86498800000254,6.0,2.0,52.91998799999995
377,NGC3377,161.92666667,13.98563889,10.0,47.0,42.400000800008826,0.0,55.0,56.55333360000057,161.0,55.0,36.000012000010884,13.0,59.0,8.300004000002161
378,NGC3378,161.68027087,-40.01604351,10.0,46.0,43.265008800005376,-2.0,-40.0,-3.8504424000028337,161.0,40.0,48.97513199995274,-40.0,-0.0,-57.75663600001053
379,NGC3379,161.95666667,12.58163056,10.0,47.0,49.60000080001123,0.0,50.0,19.59133440000059,161.0,57.0,24.000012000014976,12.0,34.0,53.870016000002465
380,NGC3380,162.05076609,28.60179585,10.0,48.0,12.18386160000378,1.0,54.0,24.431004000000485,162.0,3.0,2.7579239999863603,28.0,36.0,6.46505999999448
381,NGC3381,162.10333068,34.71141234,10.0,48.0,24.79936320001002,2.0,18.0,50.73896160000274,162.0,6.0,11.990447999996832,34.0,42.0,41.08442400000911
382,NGC3382,162.104311,36.725439,10.0,48.0,25.034640000004487,2.0,26.0,54.10536000000249,162.0,6.0,15.519599999984166,36.0,43.0,31.580400000005397
383,NGC3383,161.83001606,-24.43824699,10.0,47.0,19.203854400003024,-1.0,-37.0,-45.1792776000012,161.0,49.0,48.057815999968625,-24.0,-26.0,-17.68916399999881
384,NGC3384,162.07040417,12.6293,10.0,48.0,16.897000800004207,0.0,50.0,31.032000000001005,162.0,4.0,13.455011999960789,12.0,37.0,45.48000000000229
385,NGC3385,162.048447,4.927743,10.0,48.0,11.627280000007971,0.0,19.0,42.658320000000316,162.0,2.0,54.409200000036435,4.0,55.0,39.874800000001756
386,NGC3386,162.049575,4.99855,10.0,48.0,11.898000000006164,0.0,19.0,59.65200000000017,162.0,2.0,58.470000000015716,4.0,59.0,54.779999999999376
387,NGC3387,162.049575,4.99855,10.0,48.0,11.898000000006164,0.0,19.0,59.65200000000017,162.0,2.0,58.470000000015716,4.0,59.0,54.779999999999376
388,NGC3388,162.856357,8.567149,10.0,51.0,25.525680000009174,0.0,34.0,16.115760000000563,162.0,51.0,22.885200000009718,8.0,34.0,1.7364000000020496
389,NGC3389,162.1162855,12.53323609,10.0,48.0,27.90852000000939,0.0,50.0,7.976661600000625,162.0,6.0,58.62780000001294,12.0,31.0,59.64992400000298
390,NGC3390,162.01809583,-31.53334444,10.0,48.0,4.342999200008961,-2.0,-6.0,-8.0026656000015,162.0,1.0,5.144987999974546,-31.0,-32.0,-0.03998400000170932
391,NGC3391,162.23497083,14.21993611,10.0,48.0,56.39299920001022,0.0,56.0,52.78466640000104,162.0,14.0,5.894988000031844,14.0,13.0,11.769996000002863
392,NGC3392,162.76250817,65.7815548,10.0,51.0,3.0019608000047526,4.0,23.0,7.573152000000931,162.0,45.0,45.029411999962576,65.0,46.0,53.59727999998199
393,NGC3393,162.09777917,-25.16202778,10.0,48.0,23.467000800004882,-1.0,-40.0,-38.88666720000103,162.0,5.0,52.00501199998371,-25.0,-9.0,-43.30000799999624
394,NGC3394,162.66567917,65.72714167,10.0,50.0,39.7630008000057,4.0,22.0,54.51400080000319,162.0,39.0,56.44501200001514,65.0,43.0,37.71001199998068
395,NGC3395,162.45881667,32.98283889,10.0,49.0,50.11600080000619,2.0,11.0,55.88133360000086,162.0,27.0,31.740012000016122,32.0,58.0,58.220003999987284
396,NGC3396,162.48307917,32.99067778,10.0,49.0,55.93900080000637,2.0,11.0,57.762667200000415,162.0,28.0,59.08501199998682,32.0,59.0,26.440007999995032
397,NGC3397,161.164032,76.80951874,10.0,44.0,39.36768000000782,5.0,7.0,14.28449760000376,161.0,9.0,50.515199999970264,76.0,48.0,34.26746400000525
398,NGC3398,162.88100141,55.3909778,10.0,51.0,31.44033840000887,3.0,41.0,33.834672000002115,162.0,52.0,51.605076000037116,55.0,23.0,27.520080000006146
399,NGC3399,162.36500843,16.21854201,10.0,49.0,27.602023200002037,1.0,4.0,52.45008240000105,162.0,21.0,54.03034799996021,16.0,13.0,6.751236000000631
400,NGC3400,162.68959167,28.46892778,10.0,50.0,45.502000800006925,1.0,53.0,52.54266720000203,162.0,41.0,22.530011999995168,28.0,28.0,8.140008000004855
401,NGC3401,162.582789,5.811513,10.0,50.0,19.86936000000341,0.0,23.0,14.763120000000143,162.0,34.0,58.04039999996803,5.0,48.0,41.446799999998944
402,NGC3402,162.60876667,-12.84507222,10.0,50.0,26.104000800003746,-0.0,-51.0,-22.817332800000543,162.0,36.0,31.56001199997945,-12.0,-50.0,-42.259992000001745
403,NGC3403,163.47854583,73.690375,10.0,53.0,54.850999200011046,4.0,54.0,45.69000000000585,163.0,28.0,42.764988000005815,73.0,41.0,25.35000000001105
404,NGC3404,162.57496667,-12.1088,10.0,50.0,17.992000800008157,-0.0,-48.0,-26.112000000000535,162.0,34.0,29.88001200003282,-12.0,-6.0,-31.680000000001627
405,NGC3405,162.430444,16.238828,10.0,49.0,43.30656000000545,1.0,4.0,57.318720000000965,162.0,25.0,49.59839999997939,16.0,14.0,19.78080000000574
406,NGC3406,162.93208333,51.02194444,10.0,51.0,43.699999200008364,3.0,24.0,5.266665600002227,162.0,55.0,55.49998800004232,51.0,1.0,18.999983999995038
407,NGC3407,163.07415631,61.3796313,10.0,52.0,17.797514400011778,4.0,5.0,31.111512000002506,163.0,4.0,26.962716000023192,61.0,22.0,46.67267999999922
408,NGC3408,163.048652,58.438103,10.0,52.0,11.676480000010798,3.0,53.0,45.14472000000211,163.0,2.0,55.14720000001489,58.0,26.0,17.170799999993278
409,NGC3409,162.58474583,-17.043675,10.0,50.0,20.338999200006214,-1.0,-8.0,-10.482000000000617,162.0,35.0,5.084988000010071,-17.0,-2.0,-37.23000000000127
410,NGC3410,162.97378703,51.00651803,10.0,51.0,53.70888720000991,3.0,24.0,1.5643272000035324,162.0,58.0,25.63330800003996,51.0,0.0,23.464908000008222
411,NGC3411,162.60876667,-12.84507222,10.0,50.0,26.104000800003746,-0.0,-51.0,-22.817332800000543,162.0,36.0,31.56001199997945,-12.0,-50.0,-42.259992000001745
412,NGC3412,162.7221375,13.41214167,10.0,50.0,53.31300000000567,0.0,53.0,38.91400080000054,162.0,43.0,19.69500000000835,13.0,24.0,43.710012000001655
413,NGC3413,162.8362875,32.76637222,10.0,51.0,20.709000000004494,2.0,11.0,3.929332800000971,162.0,50.0,10.634999999990669,32.0,45.0,58.93999200000337
414,NGC3414,162.817675,27.97496667,10.0,51.0,16.242000000008403,1.0,51.0,53.99200080000142,162.0,49.0,3.6300000000301225,27.0,58.0,29.880012000002125
415,NGC3415,162.92749629,43.71262289,10.0,51.0,42.599109600009086,2.0,54.0,51.029493600001814,162.0,55.0,38.98664399997642,43.0,42.0,45.442403999995236
416,NGC3416,162.95123333,43.76423889,10.0,51.0,48.295999200011295,2.0,55.0,3.4173336000029053,162.0,57.0,4.439988000028734,43.0,45.0,51.26000400000521
417,NGC3417,162.75719635,8.47349148,10.0,51.0,1.7271240000015098,0.0,33.0,53.63795520000039,162.0,45.0,25.906859999952303,8.0,28.0,24.569327999999473
418,NGC3418,162.84982244,28.11202347,10.0,51.0,23.957385600006518,1.0,52.0,26.885632800000963,162.0,50.0,59.36078399998905,28.0,6.0,43.28449200000165
419,NGC3419,162.82393583,13.94599575,10.0,51.0,17.744599200011066,0.0,55.0,47.038980000000805,162.0,49.0,26.168988000038098,13.0,56.0,45.58469999999929
420,NGC3420,162.5403125,-17.24241389,10.0,50.0,9.675000000009959,-1.0,-8.0,-58.179333600001364,162.0,32.0,25.124999999995907,-17.0,-14.0,-32.69000400000607
421,NGC3421,162.74027917,-12.44850556,10.0,50.0,57.667000800007884,-0.0,-49.0,-47.64133440000023,162.0,44.0,25.005012000028728,-12.0,-26.0,-54.620015999997094
422,NGC3422,162.82237887,-12.40240323,10.0,51.0,17.37092880000631,-0.0,-49.0,-36.57677520000021,162.0,49.0,20.56393199997956,-12.0,-24.0,-8.651627999996805
423,NGC3423,162.80968833,5.84004777,10.0,51.0,14.325199200004732,0.0,23.0,21.611464800000206,162.0,48.0,34.87798800000064,5.0,50.0,24.171971999999897
424,NGC3424,162.94300833,32.90067778,10.0,51.0,46.321999200007156,2.0,11.0,36.162667200002794,162.0,56.0,34.82998799999223,32.0,54.0,2.4400080000083335
425,NGC3425,162.85629167,8.56706111,10.0,51.0,25.51000080000364,0.0,34.0,16.09466640000022,162.0,51.0,22.650011999965045,8.0,34.0,1.419995999996928
426,NGC3426,162.92396538,18.48081733,10.0,51.0,41.75169120000689,1.0,13.0,55.39615920000081,162.0,55.0,26.275367999994614,18.0,28.0,50.94238800000255
427,NGC3427,162.85968778,8.29869127,10.0,51.0,26.325067200008476,0.0,33.0,11.685904800000628,162.0,51.0,34.87600800000564,8.0,17.0,55.28857200000303
428,NGC3428,162.8729875,9.27956667,10.0,51.0,29.51700000000784,0.0,37.0,7.096000800000297,162.0,52.0,22.754999999976917,9.0,16.0,46.44001199999806
429,NGC3429,162.73976914,9.26517141,10.0,50.0,57.54459360000297,0.0,37.0,3.6411384000005853,162.0,44.0,23.16890399997419,9.0,15.0,54.617076000002385
430,NGC3430,163.0475625,32.950425,10.0,52.0,11.41500000000974,2.0,11.0,48.10200000000183,163.0,2.0,51.22499999999263,32.0,57.0,1.5300000000098635
431,NGC3431,162.81265417,-17.00795833,10.0,51.0,15.037000800008968,-1.0,-8.0,-1.9099992000010957,162.0,48.0,45.55501200000663,-17.0,-0.0,-28.649988000003646
432,NGC3432,163.12971667,36.61877778,10.0,52.0,31.13200080000908,2.0,26.0,28.506667200002198,163.0,7.0,46.98001199997634,36.0,37.0,7.600008000007392
433,NGC3433,163.01594583,10.14823889,10.0,52.0,3.826999200006327,0.0,40.0,35.57733360000043,163.0,0.0,57.4049879999734,10.0,8.0,53.66000400000004
434,NGC3434,162.99176891,3.79207696,10.0,51.0,58.02453840000453,0.0,15.0,10.098470400000146,162.0,59.0,30.36807599996564,3.0,47.0,31.4770560000008
435,NGC3435,163.7015375,61.28991389,10.0,54.0,48.3690000000108,4.0,5.0,9.57933360000176,163.0,42.0,5.535000000002128,61.0,17.0,23.690004000004024
436,NGC3436,163.120375,7.90431111,10.0,52.0,28.890000000007916,0.0,31.0,37.03466640000066,163.0,7.0,13.349999999984448,7.0,54.0,15.519996000000305
437,NGC3437,163.14894167,22.93411667,10.0,52.0,35.746000800004936,1.0,31.0,44.188000800001674,163.0,8.0,56.190011999997296,22.0,56.0,2.8200120000059314
438,NGC3438,163.1081941,10.54725511,10.0,52.0,25.966584000003508,0.0,42.0,11.341226400000437,163.0,6.0,29.49875999996948,10.0,32.0,50.11839600000016
439,NGC3439,163.10719167,8.55764444,10.0,52.0,25.72600080000484,0.0,34.0,13.83466560000059,163.0,6.0,25.890011999970284,8.0,33.0,27.519984000002466
440,NGC3440,163.45628333,57.11875556,10.0,53.0,49.50799920000762,3.0,48.0,28.501334400002207,163.0,27.0,22.61998799996718,57.0,7.0,7.520015999988345
441,NGC3441,163.12959515,7.22491513,10.0,52.0,31.102836000006846,0.0,28.0,53.9796312000005,163.0,7.0,46.54254000000037,7.0,13.0,29.694468000001066
442,NGC3442,163.28374911,33.91036404,10.0,53.0,8.099786400006508,2.0,15.0,38.48736960000174,163.0,17.0,1.4967960000080893,33.0,54.0,37.310543999990955
443,NGC3443,163.2504875,17.57362778,10.0,53.0,0.11700000000345767,1.0,10.0,17.670667200000167,163.0,15.0,1.7549999999687316,17.0,34.0,25.060007999996117
444,NGC3444,163.24762083,10.21076944,10.0,52.0,59.42899920000528,0.0,40.0,50.58466560000085,163.0,14.0,51.434987999957684,10.0,12.0,38.76998399999991
445,NGC3445,163.64797236,56.99080753,10.0,54.0,35.51336640001125,3.0,47.0,57.79380720000162,163.0,38.0,52.70049600004086,56.0,59.0,26.907107999992377
446,NGC3446,163.02875,-45.13916667,10.0,52.0,6.900000000006941,-3.0,-0.0,-33.40000080000305,163.0,1.0,43.500000000008185,-45.0,-8.0,-21.000012000005768
447,NGC3447,163.34987635,16.77242789,10.0,53.0,23.97032400000228,1.0,7.0,5.382693600000827,163.0,20.0,59.55485999995744,16.0,46.0,20.740403999998023
448,NGC3448,163.6635,54.30522778,10.0,54.0,39.24000000000575,3.0,37.0,13.254667200004064,163.0,39.0,48.599999999996726,54.0,18.0,18.820008000009807
449,NGC3449,163.22354167,-32.92763056,10.0,52.0,53.65000080000712,-2.0,-11.0,-42.63133440000125,163.0,13.0,24.750012000010884,-32.0,-55.0,-39.47001599998998
450,NGC3450,162.015075,-20.84924167,10.0,48.0,3.618000000006276,-1.0,-23.0,-23.818000800000974,162.0,0.0,54.26999999998543,-20.0,-50.0,-57.27001200000501
451,NGC3451,163.5869125,27.23965556,10.0,54.0,20.85900000001203,1.0,48.0,57.517334400001516,163.0,35.0,12.885000000039781,27.0,14.0,22.760015999997165
452,NGC3452,163.55861874,-11.40512608,10.0,54.0,14.068497600005117,-0.0,-45.0,-37.230259200000546,163.0,33.0,31.02746399994885,-11.0,-24.0,-18.453888000001797
453,NGC3453,163.41880257,-21.79281323,10.0,53.0,40.51261680000778,-1.0,-27.0,-10.275175200001314,163.0,25.0,7.689251999988755,-21.0,-47.0,-34.12762800000053
454,NGC3454,163.62274167,17.34405,10.0,54.0,29.45800080000808,1.0,9.0,22.57200000000047,163.0,37.0,21.87001200003806,17.0,20.0,38.57999999999748
455,NGC3455,163.6295482,17.28470821,10.0,54.0,31.091568000007754,1.0,9.0,8.329970400001443,163.0,37.0,46.37351999995644,17.0,17.0,4.949556000005657
456,NGC3456,163.51388414,-16.02768027,10.0,54.0,3.332193600005553,-1.0,-4.0,-6.6432648000010275,163.0,30.0,49.9829039999554,-16.0,-1.0,-39.64897200000422
457,NGC3457,163.7026512,17.62122828,10.0,54.0,48.6362880000064,1.0,10.0,29.09478720000095,163.0,42.0,9.544319999968138,17.0,37.0,16.421808000001477
458,NGC3458,164.00616348,57.11697226,10.0,56.0,1.47923520000802,3.0,48.0,28.073342400001877,164.0,0.0,22.188527999992402,57.0,7.0,1.1001359999897886
459,NGC3459,163.684494,-17.042036,10.0,54.0,44.27856000000915,-1.0,-8.0,-10.08864000000063,163.0,41.0,4.178400000002966,-17.0,-2.0,-31.329599999998266
460,NGC3460,163.702639,17.621241,10.0,54.0,48.633360000007144,1.0,10.0,29.097840000000943,163.0,42.0,9.500400000017635,17.0,37.0,16.467600000004552
461,NGC3461,163.730386,17.708129,10.0,54.0,55.29264000000879,1.0,10.0,49.950960000000855,163.0,43.0,49.3896000000359,17.0,42.0,29.26439999999843
462,NGC3462,163.83784583,7.69673611,10.0,55.0,21.082999200003627,0.0,30.0,47.21666640000038,163.0,50.0,16.244987999971272,7.0,41.0,48.24999599999927
463,NGC3463,163.8056836,-26.14080618,10.0,55.0,13.364064000012377,-1.0,-44.0,-33.79348320000048,163.0,48.0,20.460960000032173,-26.0,-8.0,-26.902247999994415
464,NGC3464,163.666975,-21.066575,10.0,54.0,40.074000000010415,-1.0,-24.0,-15.978000000001344,163.0,40.0,1.1100000000283217,-21.0,-3.0,-59.67000000000098
465,NGC3465,164.88023333,75.19123056,10.0,59.0,31.255999200013065,5.0,0.0,45.8953344000026,164.0,52.0,48.8399880000361,75.0,11.0,28.430015999978195
466,NGC3466,164.06447251,9.75443203,10.0,56.0,15.473402400007217,0.0,39.0,1.063687200000487,164.0,3.0,52.101036000005934,9.0,45.0,15.955308000000912
467,NGC3467,164.18365417,9.75900278,10.0,56.0,44.0770008000095,0.0,39.0,2.1606672000002902,164.0,11.0,1.1550120000401876,9.0,45.0,32.41000799999796
468,NGC3468,164.3799,40.9461,10.0,57.0,31.17600000000664,2.0,43.0,47.06400000000201,164.0,22.0,47.63999999997168,40.0,56.0,45.960000000004584
469,NGC3469,164.2403875,-14.30050833,10.0,56.0,57.69300000000911,-0.0,-57.0,-12.121999200000317,164.0,14.0,25.394999999989523,-14.0,-18.0,-1.829987999998366
470,NGC3470,164.68711139,59.51070034,10.0,58.0,44.90673360001239,3.0,58.0,2.5680816000033246,164.0,41.0,13.601004000045123,59.0,30.0,38.52122399999871
471,NGC3471,164.78756667,61.53045278,10.0,59.0,9.016000800008186,4.0,6.0,7.308667200001082,164.0,47.0,15.240011999962917,61.0,31.0,49.63000799999065
472,NGC3472,164.342671,-19.637689,10.0,57.0,22.24104000000537,-1.0,-18.0,-33.04536000000148,164.0,20.0,33.615599999984624,-19.0,-38.0,-15.680400000006216
473,NGC3473,164.52152811,17.12439842,10.0,58.0,5.166746400007298,1.0,8.0,29.855620800000295,164.0,31.0,17.501195999968786,17.0,7.0,27.83431199999484
474,NGC3474,164.536458,17.095715,10.0,58.0,8.749920000007165,1.0,8.0,22.971600000000585,164.0,32.0,11.248800000037136,17.0,5.0,44.573999999994385
475,NGC3475,164.60490417,24.22644167,10.0,58.0,25.177000800008358,1.0,36.0,54.34600080000081,164.0,36.0,17.655011999991075,24.0,13.0,35.19001199999934
476,NGC3476,164.5316,9.27599722,10.0,58.0,7.5840000000053465,0.0,37.0,6.2393328000005965,164.0,31.0,53.75999999999067,9.0,16.0,33.58999200000255
477,NGC3477,164.55241926,9.21775012,10.0,58.0,12.580622400004842,0.0,36.0,52.260028800000384,164.0,33.0,8.709335999976702,9.0,13.0,3.9004319999993697
478,NGC3478,164.86394146,46.12235144,10.0,59.0,27.34595040001139,3.0,4.0,29.364345600002686,164.0,51.0,50.18925600002376,46.0,7.0,20.465184000009913
479,NGC3479,164.7311875,-14.96134167,10.0,58.0,55.485000000007005,-0.0,-59.0,-50.7220008000003,164.0,43.0,52.27500000001555,-14.0,-57.0,-40.830011999998135
480,NGC3480,164.531672,9.276128,10.0,58.0,7.601280000002646,0.0,37.0,6.270720000000409,164.0,31.0,54.01919999995016,9.0,16.0,34.060799999999745
481,NGC3481,164.85900833,-7.543625,10.0,59.0,26.16199920000767,-0.0,-30.0,-10.470000000000326,164.0,51.0,32.42998799998077,-7.0,-32.0,-37.049999999998704
482,NGC3482,164.64274418,-46.58398518,10.0,58.0,34.25860320000538,-3.0,-6.0,-20.15644320000117,164.0,38.0,33.87904799997841,-46.0,-35.0,-2.346647999996776
483,NGC3483,164.75079167,-28.47695556,10.0,59.0,0.19000080001191577,-1.0,-53.0,-54.469334400000946,164.0,45.0,2.850012000044444,-28.0,-28.0,-37.0400160000014
484,NGC3484,164.350191,-19.633255,10.0,57.0,24.04584000000824,-1.0,-18.0,-31.981200000000456,164.0,21.0,0.6875999999829219,-19.0,-37.0,-59.71799999999405
485,NGC3485,165.00987899,14.84166162,11.0,0.0,2.3709576000108257,0.0,59.0,21.998788800000426,165.0,0.0,35.5643640000153,14.0,50.0,29.981831999999997
486,NGC3486,165.099775,28.97481944,11.0,0.0,23.946000000005796,1.0,55.0,53.95666560000194,165.0,5.0,59.18999999997823,28.0,58.0,29.34998400000353
487,NGC3487,165.193925,17.58764722,11.0,0.0,46.54200000001154,1.0,10.0,21.035332800001285,165.0,11.0,38.13000000002603,17.0,35.0,15.52999200000329
488,NGC3488,165.34806667,57.67748889,11.0,1.0,23.536000800010157,3.0,50.0,42.59733360000325,165.0,20.0,53.040012000030856,57.0,40.0,38.96000399999764
489,NGC3489,165.07728065,13.90117088,11.0,0.0,18.547356000009074,0.0,55.0,36.281011200000535,165.0,4.0,38.210340000021006,13.0,54.0,4.215168000001626
490,NGC3490,164.97668333,9.361725,10.0,59.0,54.40399920000644,0.0,37.0,26.81400000000039,164.0,58.0,36.0599879999495,9.0,21.0,42.20999999999947
491,NGC3491,165.14738333,12.16153611,11.0,0.0,35.37199920000944,0.0,48.0,38.76866640000088,165.0,8.0,50.579987999988134,12.0,9.0,41.52999600000044
492,NGC3492,165.23923657,10.50546678,11.0,0.0,57.41677680000876,0.0,42.0,1.312027200000614,165.0,14.0,21.251652000009926,10.0,30.0,19.680408000002814
493,NGC3493,165.36595213,27.71951994,11.0,1.0,27.828511200008563,1.0,50.0,52.68478560000119,165.0,21.0,57.42766800003892,27.0,43.0,10.271784000005084
494,NGC3494,165.295438,3.774318,11.0,1.0,10.905120000004018,0.0,15.0,5.836320000000121,165.0,17.0,43.57679999996435,3.0,46.0,27.54480000000001
495,NGC3495,165.31736667,3.62803611,11.0,1.0,16.16800080000985,0.0,14.0,30.728666400000115,165.0,19.0,2.5200120000454262,3.0,37.0,40.92999600000013
496,NGC3496,164.9,-60.33666667,10.0,59.0,36.00000000000904,-4.0,-1.0,-20.800000800001825,164.0,54.0,2.0463630789890885e-11,-60.0,-20.0,-12.000011999998605
497,NGC3497,166.82524167,-19.47154444,11.0,7.0,18.058000800007363,-1.0,-17.0,-53.170665600001,166.0,49.0,30.870011999988947,-19.0,-28.0,-17.559983999995836
498,NGC3498,165.425786,14.350713,11.0,1.0,42.18864000000778,0.0,57.0,24.1711200000006,165.0,25.0,32.82959999995683,14.0,21.0,2.566800000002587
499,NGC3499,165.79601377,56.22177651,11.0,3.0,11.043304800009395,3.0,44.0,53.2263624000025,165.0,47.0,45.64957200000663,56.0,13.0,18.395435999992742
500,NGC3500,164.88023333,75.19123056,10.0,59.0,31.255999200013065,5.0,0.0,45.8953344000026,164.0,52.0,48.8399880000361,75.0,11.0,28.430015999978195
501,NGC3501,165.6971125,17.98953056,11.0,2.0,47.30700000001093,1.0,11.0,57.48733440000031,165.0,41.0,49.60500000001048,17.0,59.0,22.310015999995017
502,NGC3502,165.58415129,-14.13635608,11.0,2.0,20.196309600008817,-0.0,-56.0,-32.72545920000056,165.0,35.0,2.94464399997878,-14.0,-8.0,-10.881888000001965
503,NGC3503,165.31625,-59.84416667,11.0,1.0,15.900000000006429,-3.0,-59.0,-22.60000080000296,165.0,18.0,58.49999999998772,-59.0,-50.0,-39.00001199999963
504,NGC3504,165.79662917,27.97243611,11.0,3.0,11.191000800002797,1.0,51.0,53.38466640000135,165.0,47.0,47.865011999958824,27.0,58.0,20.769996000001072
505,NGC3505,165.748625,-16.289444,11.0,2.0,59.67000000001079,-1.0,-5.0,-9.466560000000968,165.0,44.0,55.050000000014734,-16.0,-17.0,-21.998399999998526
506,NGC3506,165.80395417,11.07675833,11.0,3.0,12.949000800008719,0.0,44.0,18.421999200000556,165.0,48.0,14.235011999990093,11.0,4.0,36.32998800000195
507,NGC3507,165.85566895,18.13544638,11.0,3.0,25.360548000009402,1.0,12.0,32.507131200001034,165.0,51.0,20.408219999981156,18.0,8.0,7.606968000004315
508,NGC3508,165.748625,-16.28945,11.0,2.0,59.67000000001079,-1.0,-5.0,-9.46800000000021,165.0,44.0,55.050000000014734,-16.0,-17.0,-22.01999999999515
509,NGC3509,166.09813324,4.82861303,11.0,4.0,23.5519776000109,0.0,19.0,18.867127200000127,166.0,5.0,53.27966400003561,4.0,49.0,43.0069079999987
510,NGC3510,165.93065,28.88710556,11.0,3.0,43.35600000001321,1.0,55.0,32.905334400000896,165.0,55.0,50.34000000005108,28.0,53.0,13.58001599999426
511,NGC3511,165.84902917,-23.08678889,11.0,3.0,23.767000800008447,-1.0,-32.0,-20.82933360000112,165.0,50.0,56.505011999979615,-23.0,-5.0,-12.440004000004024
512,NGC3512,166.01230847,28.03677577,11.0,4.0,2.954032800004427,1.0,52.0,8.826184800001329,166.0,0.0,44.310491999976875,28.0,2.0,12.392771999994352
513,NGC3513,165.942,-23.24548056,11.0,3.0,46.08000000001027,-1.0,-32.0,-58.91533440000103,165.0,56.0,31.200000000026193,-23.0,-14.0,-43.73001600000265
514,NGC3514,165.999575,-18.78059444,11.0,3.0,59.89800000000727,-1.0,-15.0,-7.3426656000007995,165.0,59.0,58.46999999997479,-18.0,-46.0,-50.1399840000056
515,NGC3515,166.15518791,28.2279249,11.0,4.0,37.24509840000948,1.0,52.0,54.70197600000162,166.0,9.0,18.676475999982358,28.0,13.0,40.529640000005145
516,NGC3516,166.6977485,72.56866377,11.0,6.0,47.459640000003276,4.0,50.0,16.4793048000044,166.0,41.0,51.89459999995961,72.0,34.0,7.189572000002045
517,NGC3517,166.4033671,56.52491421,11.0,5.0,36.80810400000567,3.0,46.0,5.979410400003076,166.0,24.0,12.121559999989131,56.0,31.0,29.691155999994976
518,NGC3518,151.00885,-6.47475556,10.0,4.0,2.124000000008266,-0.0,-25.0,-53.94133440000047,151.0,0.0,31.8599999999833,-6.0,-28.0,-29.120016000000675
519,NGC3519,166.04,-61.375,11.0,4.0,9.600000000004485,-4.0,-5.0,-30.000000000003624,166.0,2.0,23.99999999997135,-61.0,-22.0,-30.0
520,NGC3520,166.56660417,-18.25910833,11.0,6.0,15.985000800007185,-1.0,-13.0,-2.185999200001092,166.0,33.0,59.77501200001825,-18.0,-15.0,-32.78998800000039
521,NGC3521,166.45236509,-0.03589671,11.0,5.0,48.567621600010824,-0.0,-0.0,-8.6152104,166.0,27.0,8.514324000002489,-0.0,-2.0,-9.22815599999998
522,NGC3522,166.66859756,20.08552816,11.0,6.0,40.463414400004325,1.0,20.0,20.526758400001057,166.0,40.0,6.951215999981741,20.0,5.0,7.901375999996674
523,NGC3523,165.77635,75.11576667,11.0,3.0,6.324000000010415,5.0,0.0,27.784000800003028,165.0,46.0,34.86000000002832,75.0,6.0,56.76001199999746
524,NGC3524,166.63376018,11.38542712,11.0,6.0,32.10244320000669,0.0,45.0,32.50250880000024,166.0,38.0,1.5366479999852345,11.0,23.0,7.537631999997245
525,NGC3525,166.82524167,-19.47154444,11.0,7.0,18.058000800007363,-1.0,-17.0,-53.170665600001,166.0,49.0,30.870011999988947,-19.0,-28.0,-17.559983999995836
526,NGC3526,166.73592917,7.17392222,11.0,6.0,56.62300080000563,0.0,28.0,41.74133280000035,166.0,44.0,9.345011999969302,7.0,10.0,26.11999199999886
527,NGC3527,166.82575358,28.52777262,11.0,7.0,18.180859200004846,1.0,54.0,6.665428800001791,166.0,49.0,32.71288799998956,28.0,31.0,39.98143200000129
528,NGC3528,166.82524167,-19.47154444,11.0,7.0,18.058000800007363,-1.0,-17.0,-53.170665600001,166.0,49.0,30.870011999988947,-19.0,-28.0,-17.559983999995836
529,NGC3529,166.82968943,-19.55557884,11.0,7.0,19.125463200009847,-1.0,-18.0,-13.338921600000617,166.0,49.0,46.881948000007014,-19.0,-33.0,-20.08382399999647
530,NGC3530,167.16827273,57.230153,11.0,8.0,40.38545520001236,3.0,48.0,55.23672000000374,167.0,10.0,5.7818280000446975,57.0,13.0,48.55080000000498
531,NGC3531,166.73592917,7.17392222,11.0,6.0,56.62300080000563,0.0,28.0,41.74133280000035,166.0,44.0,9.345011999969302,7.0,10.0,26.11999199999886
532,NGC3532,166.4125,-58.75333333,11.0,5.0,39.00000000000503,-3.0,-55.0,-0.7999992000013378,166.0,24.0,44.999999999979536,-58.0,-45.0,-11.999987999988093
533,NGC3533,166.78140417,-37.17261389,11.0,7.0,7.537000800005984,-2.0,-28.0,-41.427333600002356,166.0,46.0,53.05501200000663,-37.0,-10.0,-21.41000400000337
534,NGC3534,167.23204167,26.61034444,11.0,8.0,55.69000080000748,1.0,46.0,26.48266560000053,167.0,13.0,55.35001200000352,26.0,36.0,37.23998399999516
535,NGC3535,167.1412636,4.8318851,11.0,8.0,33.90326400000603,0.0,19.0,19.652424000000224,167.0,8.0,28.548960000007355,4.0,49.0,54.786359999999945
536,NGC3536,167.213225,28.47561111,11.0,8.0,51.17400000000501,1.0,53.0,54.14666640000149,167.0,12.0,47.60999999997921,28.0,28.0,32.199995999996815
