,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
113,NGC2113,86.34166667,-69.77333333,5.0,45.0,22.000000800003505,-4.0,-39.0,-5.5999992000025145,86.0,20.0,30.000011999982235,-69.0,-46.0,-23.999987999999348
114,NGC2114,86.5515,-68.04802778,5.0,46.0,12.360000000004021,-4.0,-32.0,-11.526667200002976,86.0,33.0,5.400000000015552,-68.0,-2.0,-52.90000799999348
115,NGC2115,87.83252694,-50.58288522,5.0,51.0,19.80646560000153,-3.0,-22.0,-19.892452800003326,87.0,49.0,57.09698399997819,-50.0,-34.0,-58.38679200000513
116,NGC2116,86.81308333,-68.50798056,5.0,47.0,15.139999200004581,-4.0,-34.0,-1.9153344000029904,86.0,48.0,47.09998799999198,-68.0,-30.0,-28.730015999974512
117,NGC2117,86.94758333,-67.45146111,5.0,47.0,47.41999920000481,-4.0,-29.0,-48.350666400002,86.0,56.0,51.299988000001804,-67.0,-27.0,-5.259995999988405
118,NGC2118,86.91379167,-69.13136389,5.0,47.0,39.31000080000217,-4.0,-36.0,-31.52733360000326,86.0,54.0,49.650011999981416,-69.0,-7.0,-52.91000400001053
119,NGC2119,89.3623125,11.94923333,5.0,57.0,26.955000000003366,0.0,47.0,47.815999200000476,89.0,21.0,44.32500000000573,11.0,56.0,57.23998800000075
120,NGC2120,87.64166667,-63.675,5.0,50.0,34.0000008000041,-4.0,-14.0,-42.00000000000358,87.0,38.0,30.000012000023162,-63.0,-40.0,-29.999999999989768
121,NGC2121,87.05495833,-71.48111111,5.0,48.0,13.189999200006355,-4.0,-45.0,-55.46666640000183,87.0,3.0,17.849988000018584,-71.0,-28.0,-51.99999600000183
122,NGC2122,87.22916667,-70.06833333,5.0,48.0,55.000000800004614,-4.0,-40.0,-16.399999200002924,87.0,13.0,45.000011999992466,-70.0,-4.0,-5.999988000005487
123,NGC2123,87.93075,-65.32061667,5.0,51.0,43.38000000000633,-4.0,-21.0,-16.9480008000059,87.0,55.0,50.70000000001187,-65.0,-19.0,-14.220012000024553
124,NGC2124,89.46754583,-20.08465833,5.0,57.0,52.21099920000569,-1.0,-20.0,-20.317999200000827,89.0,28.0,3.164988000021367,-20.0,-5.0,-4.769987999999614
125,NGC2125,87.71891667,-69.47814167,5.0,50.0,52.54000080000267,-4.0,-37.0,-54.75400080000156,87.0,43.0,8.100011999995331,-69.0,-28.0,-41.31001199999787
126,NGC2126,90.648,49.872,6.0,2.0,35.52000000000206,3.0,19.0,29.280000000002318,90.0,38.0,52.799999999986085,49.0,52.0,19.19999999999959
127,NGC2127,87.84258333,-69.35934444,5.0,51.0,22.219999200001723,-4.0,-37.0,-26.242665600004074,87.0,50.0,33.29998799998748,-69.0,-21.0,-33.63998400000355
128,NGC2128,91.1426,57.62780833,6.0,4.0,34.22400000000593,3.0,50.0,30.67399920000227,91.0,8.0,33.36000000000581,57.0,37.0,40.10998800000209
129,NGC2129,90.27916667,23.32166667,6.0,1.0,7.000000800004145,1.0,33.0,17.20000080000105,90.0,16.0,45.000011999982235,23.0,19.0,18.00001199999656
130,NGC2130,88.09583333,-67.33333333,5.0,52.0,22.999999200005448,-4.0,-29.0,-19.999999200003273,88.0,5.0,44.999988000017765,-67.0,-19.0,-59.999988000007534
131,NGC2131,89.6980125,-26.65306389,5.0,58.0,47.523000000007016,-1.0,-46.0,-36.7353336000005,89.0,41.0,52.845000000015716,-26.0,-39.0,-11.030003999994733
132,NGC2132,88.83,-59.92,5.0,55.0,19.20000000000215,-3.0,-59.0,-40.80000000000382,88.0,49.0,47.99999999999386,-59.0,-55.0,-12.000000000006139
133,NGC2133,87.872625,-71.17385833,5.0,51.0,29.430000000003673,-4.0,-44.0,-41.72599920000252,87.0,52.0,21.449999999997544,-71.0,-10.0,-25.889988000005815
134,NGC2134,87.983125,-71.09821389,5.0,51.0,55.950000000004536,-4.0,-44.0,-23.571333600001765,87.0,58.0,59.25000000000409,-71.0,-5.0,-53.5700039999881
135,NGC2135,88.388875,-67.42707778,5.0,53.0,33.330000000004816,-4.0,-29.0,-42.498667200003695,88.0,23.0,19.949999999995498,-67.0,-25.0,-37.48000800001705
136,NGC2136,88.2575,-69.49006667,5.0,53.0,1.8000000000034788,-4.0,-37.0,-57.61600080000534,88.0,15.0,26.999999999975444,-69.0,-29.0,-24.240012000016122
137,NGC2137,88.3,-69.48333333,5.0,53.0,12.000000000003581,-4.0,-37.0,-55.999999200001014,88.0,17.0,59.99999999998977,-69.0,-28.0,-59.99998799997684
138,NGC2138,88.706125,-65.83698889,5.0,54.0,49.47000000000344,-4.0,-23.0,-20.877333600003993,88.0,42.0,22.05000000000041,-65.0,-50.0,-13.160004000002345
139,NGC2139,90.28317917,-23.67231944,6.0,1.0,7.96300080000286,-1.0,-34.0,-41.35666560000061,90.0,16.0,59.44501199998854,-23.0,-40.0,-20.34998399999637
140,NGC2140,88.57279167,-68.60010556,5.0,54.0,17.47000080000447,-4.0,-34.0,-24.025334400004965,88.0,34.0,22.050012000003107,-68.0,-36.0,-0.38001600001052793
141,NGC2141,90.72916667,10.44666667,6.0,2.0,55.00000080000504,0.0,41.0,47.20000080000062,90.0,43.0,45.000011999992466,10.0,26.0,48.000012000002954
142,NGC2142,90.460125,-10.597944,6.0,1.0,50.430000000004824,-0.0,-42.0,-23.506560000000434,90.0,27.0,36.45000000001801,-10.0,-35.0,-52.59840000000011
143,NGC2143,90.775,5.76666667,6.0,3.0,6.000000000006693,0.0,23.0,4.000000800000478,90.0,46.0,30.000000000020464,5.0,46.0,1.2000000992884452e-05
144,NGC2144,85.23780347,-82.11947289,5.0,40.0,57.07283280000581,-5.0,-28.0,-28.67349360000169,85.0,14.0,16.092492000010452,-82.0,-7.0,-10.102403999990202
145,NGC2145,88.597,-70.90232778,5.0,54.0,23.280000000003724,-4.0,-43.0,-36.558667200001764,88.0,35.0,49.19999999997913,-70.0,-54.0,-8.380007999975305
146,NGC2146,94.657125,78.35701944,6.0,18.0,37.7100000000042,5.0,13.0,25.684665600004735,94.0,39.0,25.64999999997667,78.0,21.0,25.26998400000707
147,NGC2147,88.94291667,-68.20208611,5.0,55.0,46.300000800005705,-4.0,-32.0,-48.500666400003354,88.0,56.0,34.50001200000884,-68.0,-12.0,-7.509995999986359
148,NGC2148,89.69105659,-59.12589581,5.0,58.0,45.853581600004816,-3.0,-56.0,-30.21499440000369,89.0,41.0,27.803724000008287,-59.0,-7.0,-33.22491600001058
149,NGC2149,90.86791667,-9.72777778,6.0,3.0,28.30000080000417,-0.0,-38.0,-54.66666720000049,90.0,52.0,4.5000119999986055,-9.0,-43.0,-40.000008000000946
150,NGC2150,88.94309167,-69.56083611,5.0,55.0,46.34200080000497,-4.0,-38.0,-14.600666400001785,88.0,56.0,35.13001200000417,-69.0,-33.0,-39.009995999988405
151,NGC2151,89.0865,-69.01843889,5.0,56.0,20.76000000000576,-4.0,-36.0,-4.425333600003967,89.0,5.0,11.400000000003274,-69.0,-1.0,-6.380003999995552
152,NGC2152,90.23049167,-50.74087778,6.0,0.0,55.31800080000515,-3.0,-22.0,-57.81066720000169,90.0,13.0,49.770012000022916,-50.0,-44.0,-27.160007999993354
