,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
42,NGC1042,40.09988562,-8.4335415,2.0,40.0,23.972548800002187,-0.0,-33.0,-44.04996000000054,40.0,5.0,59.588232000007224,-8.0,-26.0,-0.7494000000016854
43,NGC1043,40.19404507,1.34318144,2.0,40.0,46.570816800002035,0.0,5.0,22.36354560000004,40.0,11.0,38.562252000004946,1.0,20.0,35.45318399999971
44,NGC1044,40.2757625,8.73797778,2.0,41.0,6.183000000001897,0.0,34.0,57.114667200000326,40.0,16.0,32.74499999999648,8.0,44.0,16.7200079999985
45,NGC1045,40.12134583,-11.27753889,2.0,40.0,29.122999200001942,-0.0,-45.0,-6.609333600000582,40.0,7.0,16.84498800000995,-11.0,-16.0,-39.140004000002335
46,NGC1046,40.30358024,8.71938427,2.0,41.0,12.859257600003104,0.0,34.0,52.652224800000624,40.0,18.0,12.888864000008198,8.0,43.0,9.78337200000297
47,NGC1047,40.13683495,-8.14767968,2.0,40.0,32.840388000001894,-0.0,-32.0,-35.443123200000315,40.0,8.0,12.605820000002836,-8.0,-8.0,-51.64684799999833
48,NGC1048,40.15802917,-8.53337222,2.0,40.0,37.927000800002304,-0.0,-34.0,-8.009332800000522,40.0,9.0,28.90501199999619,-8.0,-32.0,-0.13999200000142764
49,NGC1049,39.95066667,-34.25794444,2.0,39.0,48.16000080000009,-2.0,-17.0,-1.906665600002384,39.0,57.0,2.4000119999885783,-34.0,-15.0,-28.59998400001018
50,NGC1050,40.6482375,34.76346111,2.0,42.0,35.57700000000139,2.0,19.0,3.230666400002704,40.0,38.0,53.65500000000168,34.0,45.0,48.45999600000539
51,NGC1051,40.26040154,-6.93586572,2.0,41.0,2.496369600001316,-0.0,-27.0,-44.607772800000376,40.0,15.0,37.44554399998776,-6.0,-56.0,-9.116591999999457
52,NGC1052,40.26999379,-8.25576436,2.0,41.0,4.798509600001921,-0.0,-33.0,-1.3834464000005653,40.0,16.0,11.977644000003238,-8.0,-15.0,-20.751696000002084
53,NGC1053,40.80189975,41.50055928,2.0,43.0,12.455940000001817,2.0,46.0,0.13422720000107802,40.0,48.0,6.839099999988889,41.0,30.0,2.0134079999905907
54,NGC1054,40.56571689,18.2173206,2.0,42.0,15.772053600001072,1.0,12.0,52.15694400000082,40.0,33.0,56.58080399999051,18.0,13.0,2.3541600000027074
55,NGC1055,40.43847083,0.44318056,2.0,41.0,45.23299920000255,0.0,1.0,46.363334400000014,40.0,26.0,18.49498799999992,0.0,26.0,35.45001599999999
56,NGC1056,40.70119583,28.57426667,2.0,42.0,48.28699920000247,1.0,54.0,17.8240008000013,40.0,42.0,4.304988000011463,28.0,34.0,27.360012000000324
57,NGC1057,40.76204167,32.49121944,2.0,43.0,2.890000800002639,2.0,9.0,57.89266560000236,40.0,45.0,43.35001200000761,32.0,29.0,28.38998400000662
58,NGC1058,40.87510302,37.34133548,2.0,43.0,30.02472480000108,2.0,29.0,21.92051520000099,40.0,52.0,30.37087199999064,37.0,20.0,28.807727999992494
59,NGC1059,40.648328,17.996762,2.0,42.0,35.59872000000155,1.0,11.0,59.222880000001155,40.0,38.0,53.98079999999766,17.0,59.0,48.34320000000133
60,NGC1060,40.8126875,32.42501111,2.0,43.0,15.045000000002773,2.0,9.0,42.002666400001445,40.0,48.0,45.67500000000962,32.0,25.0,30.03999599999929
61,NGC1061,40.8156375,32.466675,2.0,43.0,15.753000000002402,2.0,9.0,52.002000000002226,40.0,48.0,56.29500000000405,32.0,28.0,0.030000000007817107
62,NGC1062,40.93398,32.495916,2.0,43.0,44.15520000000129,2.0,9.0,59.01984000000219,40.0,56.0,2.3279999999937218,32.0,29.0,45.29760000000408
63,NGC1063,40.54193416,-5.56847079,2.0,42.0,10.064198400001345,-0.0,-22.0,-16.43298960000024,40.0,32.0,30.962975999988203,-5.0,-34.0,-6.494844000000626
64,NGC1064,40.59804232,-9.36226646,2.0,42.0,23.530156800000697,-0.0,-37.0,-26.943950400000602,40.0,35.0,52.952351999991265,-9.0,-21.0,-44.15925600000264
65,NGC1065,40.5262125,-15.09137222,2.0,42.0,6.291000000002498,-1.0,-0.0,-21.929332800000534,40.0,31.0,34.3649999999991,-15.0,-5.0,-28.939992000000814
66,NGC1066,40.95802462,32.47492908,2.0,43.0,49.9259088000025,2.0,9.0,53.98297920000189,40.0,57.0,28.888632000011967,32.0,28.0,29.744688000009205
67,NGC1067,40.960552,32.51197,2.0,43.0,50.53248000000167,2.0,10.0,2.872800000001341,40.0,57.0,37.98719999999946,32.0,30.0,43.091999999992936
68,NGC1068,40.66987917,-0.01328889,2.0,42.0,40.77100080000292,-0.0,-0.0,-3.1893336000000003,40.0,40.0,11.565012000005481,-0.0,-0.0,-47.840004
69,NGC1069,40.7494125,-8.28953056,2.0,42.0,59.85900000000129,-0.0,-33.0,-9.487334399999838,40.0,44.0,57.88499999999374,-8.0,-17.0,-22.310015999997574
70,NGC1070,40.84279272,4.96837756,2.0,43.0,22.27025280000177,0.0,19.0,52.41061440000031,40.0,50.0,34.05379199999459,4.0,58.0,6.159216000001493
71,NGC1071,40.78264167,-8.77393056,2.0,43.0,7.834000800001348,-0.0,-35.0,-5.743334400000464,40.0,46.0,57.51001199998825,-8.0,-46.0,-26.150016000000562
72,NGC1072,40.88048248,0.3068157,2.0,43.0,31.31579520000159,0.0,1.0,13.63576800000002,40.0,52.0,49.73692799999185,0.0,18.0,24.536520000000195
73,NGC1073,40.91915833,1.37586944,2.0,43.0,40.59799920000174,0.0,5.0,30.208665600000053,40.0,55.0,8.969988000006879,1.0,22.0,33.12998400000005
74,NGC1074,40.90054167,-16.29712778,2.0,43.0,36.13000080000319,-1.0,-5.0,-11.310667200001134,40.0,54.0,1.9500120000094512,-16.0,-17.0,-49.66000800000103
75,NGC1075,40.88984696,-16.20109894,2.0,43.0,33.56327040000167,-1.0,-4.0,-48.26374560000092,40.0,53.0,23.449055999999473,-16.0,-12.0,-3.9561840000050097
76,NGC1076,40.8719,-14.75435278,2.0,43.0,29.256000000001734,-0.0,-59.0,-1.0446672000007595,40.0,52.0,18.83999999998764,-14.0,-45.0,-15.670007999998603
77,NGC1077,41.502375,40.09022778,2.0,46.0,0.5700000000027217,2.0,40.0,21.654667200002393,41.0,30.0,8.550000000002456,40.0,5.0,24.82000799999753
78,NGC1078,41.03335,-9.4523,2.0,44.0,8.004000000001383,-0.0,-37.0,-48.55200000000025,41.0,2.0,0.05999999999517058,-9.0,-27.0,-8.27999999999733
79,NGC1079,40.93472839,-29.00327031,2.0,43.0,44.33481360000087,-1.0,-56.0,-0.7848744000015984,40.0,56.0,5.022203999987482,-29.0,-0.0,-11.77311600000479
80,NGC1080,41.2914,-4.71079167,2.0,45.0,9.93600000000285,-0.0,-18.0,-50.59000080000018,41.0,17.0,29.040000000010764,-4.0,-42.0,-38.850011999999765
81,NGC1081,41.27299583,-15.58779444,2.0,45.0,5.518999200001531,-1.0,-2.0,-21.070665600000833,41.0,16.0,22.784987999997384,-15.0,-35.0,-16.059983999998906
82,NGC1082,41.42169583,-8.18049167,2.0,45.0,41.20699920000192,-0.0,-32.0,-43.318000800000505,41.0,25.0,18.104987999990385,-8.0,-10.0,-49.770012000001174
83,NGC1083,41.418025,-15.36115278,2.0,45.0,40.3260000000013,-1.0,-1.0,-26.676667200000335,41.0,25.0,4.890000000000327,-15.0,-21.0,-40.150007999997825
84,NGC1084,41.49969167,-7.57863889,2.0,45.0,59.92600080000187,-0.0,-30.0,-18.873333600000137,41.0,29.0,58.890011999989724,-7.0,-34.0,-43.10000399999865
85,NGC1085,41.6054684,3.60725371,2.0,46.0,25.312416000001576,0.0,14.0,25.740890400000254,41.0,36.0,19.686239999998065,3.0,36.0,26.113356000000607
86,NGC1086,41.98480342,41.24639942,2.0,47.0,56.35282080000181,2.0,44.0,59.13586080000201,41.0,59.0,5.29231199999515,41.0,14.0,47.03791200001092
87,NGC1087,41.60481024,-0.4987361,2.0,46.0,25.154457600001905,-0.0,-1.0,-59.69666400000004,41.0,36.0,17.3168639999966,-0.0,-29.0,-55.449959999999976
88,NGC1088,41.76677917,16.19993889,2.0,47.0,4.02700080000244,1.0,4.0,47.98533360000018,41.0,46.0,0.4050119999982371,16.0,11.0,59.78000399999473
89,NGC1089,41.54212029,-15.07313415,2.0,46.0,10.108869600002066,-1.0,-0.0,-17.552196000000908,41.0,32.0,31.633043999999018,-15.0,-4.0,-23.282939999998433
90,NGC1090,41.64131667,-0.24704167,2.0,46.0,33.91600080000302,-0.0,-0.0,-59.29000080000001,41.0,38.0,28.740012000006914,-0.0,-14.0,-49.35001200000002
91,NGC1091,41.34345317,-17.53318363,2.0,45.0,22.428760800000447,-1.0,-10.0,-7.964071200000831,41.0,20.0,36.43141199998752,-17.0,-31.0,-59.46106799999967
92,NGC1092,41.37322912,-17.54222817,2.0,45.0,29.574988800001165,-1.0,-10.0,-10.134760800000961,41.0,22.0,23.624831999991898,-17.0,-32.0,-32.02141200000483
93,NGC1093,42.06719292,34.41981362,2.0,48.0,16.126300800001303,2.0,17.0,40.755268800001545,42.0,4.0,1.8945119999875715,34.0,25.0,11.329031999997596
94,NGC1094,41.86595414,-0.28511944,2.0,47.0,27.828993600002008,-0.0,-1.0,-8.428665600000013,41.0,51.0,57.43490399999814,-0.0,-17.0,-6.429984000000033
95,NGC1095,41.90780417,4.63763611,2.0,47.0,37.873000800001364,0.0,18.0,33.03266640000018,41.0,54.0,28.09501199999488,4.0,38.0,15.489995999999735
96,NGC1096,40.95525875,-59.91341288,2.0,43.0,49.262100000001396,-3.0,-59.0,-39.219091200002794,40.0,57.0,18.931499999995367,-59.0,-54.0,-48.28636800000993
97,NGC1097,41.5794125,-30.27491111,2.0,46.0,19.059000000000452,-2.0,-1.0,-5.978666400002162,41.0,34.0,45.8849999999876,-30.0,-16.0,-29.679996000005247
98,NGC1098,41.22349583,-17.65919167,2.0,44.0,53.63899920000193,-1.0,-10.0,-38.20600080000048,41.0,13.0,24.58498799999063,-17.0,-39.0,-33.09001199999443
99,NGC1099,41.32510417,-17.70837778,2.0,45.0,18.02500080000243,-1.0,-10.0,-50.010667200001,41.0,19.0,30.375012000010884,-17.0,-42.0,-30.160007999997447
100,NGC1100,41.40032917,-17.68893333,2.0,45.0,36.07900080000192,-1.0,-10.0,-45.343999200000695,41.0,24.0,1.1850119999968456,-17.0,-41.0,-20.159988000004034
101,NGC1101,42.06178382,4.57801639,2.0,48.0,14.828116800002249,0.0,18.0,18.72393360000025,42.0,3.0,42.421752000008155,4.0,34.0,40.85900400000057
102,NGC1102,41.80376755,-22.20883294,2.0,47.0,12.90421200000253,-1.0,-28.0,-50.11990560000122,41.0,48.0,13.56318000001238,-22.0,-12.0,-31.79858400000228
103,NGC1103,42.02580833,-13.957575,2.0,48.0,6.193999200000917,-0.0,-55.0,-49.81800000000092,42.0,1.0,32.909987999988175,-13.0,-57.0,-27.270000000001033
104,NGC1104,42.16123621,-0.27149764,2.0,48.0,38.69669040000133,-0.0,-1.0,-5.15943360000001,42.0,9.0,40.45035599999437,-0.0,-16.0,-17.391503999999998
105,NGC1105,43.07475417,-15.70965833,2.0,52.0,17.9410008000022,-1.0,-2.0,-50.317999200000614,43.0,4.0,29.115011999994636,-15.0,-42.0,-34.769987999999614
106,NGC1106,42.66872984,41.67158369,2.0,50.0,40.49516160000152,2.0,46.0,41.180085600001775,42.0,40.0,7.427423999990879,41.0,40.0,17.701283999994644
107,NGC1107,42.3317375,8.09261667,2.0,49.0,19.61700000000235,0.0,32.0,22.22800079999999,42.0,19.0,54.25500000000966,8.0,5.0,33.42001199999984
108,NGC1108,42.1604875,-7.95101389,2.0,48.0,38.51700000000179,-0.0,-31.0,-48.24333360000011,42.0,9.0,37.75500000000761,-7.0,-57.0,-3.6500039999987166
109,NGC1109,41.9316375,13.25526667,2.0,47.0,43.593000000001894,0.0,53.0,1.2640008000002467,41.0,55.0,53.895000000002824,13.0,15.0,18.960011999997306
110,NGC1110,42.288831,-7.839946,2.0,49.0,9.319440000002572,-0.0,-31.0,-21.587040000000712,42.0,17.0,19.79160000000661,-7.0,-50.0,-23.80560000000088
111,NGC1111,42.46119167,13.14540556,2.0,49.0,50.68600080000124,0.0,52.0,34.89733440000052,42.0,27.0,40.290011999993,13.0,8.0,43.46001600000136
112,NGC1112,42.25156371,13.223816,2.0,49.0,0.37529040000194414,0.0,52.0,53.715840000000696,42.0,15.0,5.629355999997188,13.0,13.0,25.737599999997656
113,NGC1113,42.521046,13.32741,2.0,50.0,5.0510400000021605,0.0,53.0,18.578400000000954,42.0,31.0,15.765599999994038,13.0,19.0,38.67600000000152
114,NGC1114,42.27997083,-16.99335556,2.0,49.0,7.192999200002532,-1.0,-7.0,-58.405334400000726,42.0,16.0,47.894988000012404,-16.0,-59.0,-36.08001600000449
115,NGC1115,42.60571347,13.26619327,2.0,50.0,25.371232800001167,0.0,53.0,3.886384800000968,42.0,36.0,20.56849199999192,13.0,15.0,58.29577200000173
116,NGC1116,42.64871645,13.33501251,2.0,50.0,35.69194800000304,0.0,53.0,20.403002400000503,42.0,38.0,55.379220000007194,13.0,20.0,6.045036000001147
117,NGC1117,42.80464328,13.18537805,2.0,51.0,13.114387200002255,0.0,52.0,44.490732000001,42.0,48.0,16.715808000001857,13.0,11.0,7.360980000002257
118,NGC1118,42.49442083,-12.1638,2.0,49.0,58.66099920000238,-0.0,-48.0,-39.31200000000089,42.0,29.0,39.91498800001011,-12.0,-9.0,-49.680000000000604
119,NGC1119,42.07115287,-17.9875927,2.0,48.0,17.076688800001847,-1.0,-11.0,-57.02224800000085,42.0,4.0,16.15033199999573,-17.0,-59.0,-15.333720000001563
120,NGC1120,42.266975,-14.47058056,2.0,49.0,4.0740000000026555,-0.0,-57.0,-52.93933440000046,42.0,16.0,1.110000000007858,-14.0,-28.0,-14.090016000000531
121,NGC1121,42.6633875,-1.73403889,2.0,50.0,39.21300000000144,-0.0,-6.0,-56.16933360000013,42.0,39.0,48.19499999999607,-1.0,-44.0,-2.5400040000002377
122,NGC1122,43.21282114,42.20547926,2.0,52.0,51.07707360000319,2.0,48.0,49.31502240000185,43.0,12.0,46.156104000009464,42.0,12.0,19.725335999989397
123,NGC1123,43.21282114,42.20547926,2.0,52.0,51.07707360000319,2.0,48.0,49.31502240000185,43.0,12.0,46.156104000009464,42.0,12.0,19.725335999989397
124,NGC1124,42.89968093,-25.70177688,2.0,51.0,35.923423200002276,-1.0,-42.0,-48.426451200001,42.0,53.0,58.85134800000856,-25.0,-42.0,-6.396768000002169
125,NGC1125,42.91791667,-16.65111111,2.0,51.0,40.300000800000504,-1.0,-6.0,-36.266666400000474,42.0,55.0,4.500011999988374,-16.0,-39.0,-3.9999959999951784
126,NGC1126,43.07748185,-1.29622016,2.0,52.0,18.595644000001244,-0.0,-5.0,-11.092838400000069,43.0,4.0,38.93465999999307,-1.0,-17.0,-46.39257600000029
127,NGC1127,43.21611591,13.25639792,2.0,52.0,51.86781840000194,0.0,53.0,1.535500800000733,43.0,12.0,58.01727599999708,13.0,15.0,23.032511999998206
128,NGC1128,44.4235,6.02444444,2.0,57.0,41.64000000000186,0.0,24.0,5.866665600000189,44.0,25.0,24.599999999989564,6.0,1.0,27.999983999999642
129,NGC1129,43.61416667,41.57963889,2.0,54.0,27.400000800003284,2.0,46.0,19.113333600002136,43.0,36.0,51.000012000010884,41.0,34.0,46.70000399999367
130,NGC1130,43.60164167,41.60557778,2.0,54.0,24.394000800001976,2.0,46.0,25.338667200001055,43.0,36.0,5.910011999997664,41.0,36.0,20.080007999990244
131,NGC1131,43.68621667,41.52856111,2.0,54.0,44.69200080000178,2.0,46.0,6.8546664000012925,43.0,41.0,10.380012000001102,41.0,31.0,42.81999599999381
132,NGC1132,43.21591667,-1.27472222,2.0,52.0,51.82000080000222,-0.0,-5.0,-5.933332800000031,43.0,12.0,57.30001199999492,-1.0,-16.0,-28.999991999999608
133,NGC1133,43.17574791,-8.8043506,2.0,52.0,42.17949840000131,-0.0,-35.0,-13.044144000000273,43.0,10.0,32.69247599999403,-8.0,-48.0,-15.662159999997698
134,NGC1134,43.42233366,13.01422384,2.0,53.0,41.360078400002465,0.0,52.0,3.4137216000007697,43.0,25.0,20.4011759999986,13.0,0.0,51.205823999998756
135,NGC1135,42.69675,-54.929625,2.0,50.0,47.220000000002926,-3.0,-39.0,-43.11000000000291,42.0,41.0,48.300000000005525,-54.0,-55.0,-46.65000000000532
136,NGC1136,42.72392016,-54.97592836,2.0,50.0,53.740838400001394,-3.0,-39.0,-54.22280640000196,42.0,43.0,26.11257599999533,-54.0,-58.0,-33.34209599999099
137,NGC1137,43.51144167,2.96211389,2.0,54.0,2.746000800002548,0.0,11.0,50.90733360000019,43.0,30.0,41.19001200001264,2.0,57.0,43.610003999999805
138,NGC1138,44.15187116,43.04731521,2.0,56.0,36.449078400001014,2.0,52.0,11.355650400002304,44.0,9.0,6.736175999996021,43.0,2.0,50.334756000002585
139,NGC1139,43.19503333,-14.529325,2.0,52.0,46.807999200002826,-0.0,-58.0,-7.038000000000437,43.0,11.0,42.119988000004014,-14.0,-31.0,-45.570000000000164
140,NGC1140,43.63969118,-10.02864877,2.0,54.0,33.52588320000251,-0.0,-40.0,-6.875704800000477,43.0,38.0,22.888247999999294,-10.0,-1.0,-43.135572000000764
141,NGC1141,43.790478,-0.177853,2.0,55.0,9.714720000001762,-0.0,-0.0,-42.68472000000001,43.0,47.0,25.72080000000085,-0.0,-10.0,-40.27080000000009
142,NGC1142,43.800955,-0.183547,2.0,55.0,12.229200000003004,-0.0,-0.0,-44.051280000000006,43.0,48.0,3.4380000000066957,-0.0,-11.0,-0.7691999999999766
143,NGC1143,43.790478,-0.177853,2.0,55.0,9.714720000001762,-0.0,-0.0,-42.68472000000001,43.0,47.0,25.72080000000085,-0.0,-10.0,-40.27080000000009
144,NGC1144,43.800955,-0.183547,2.0,55.0,12.229200000003004,-0.0,-0.0,-44.051280000000006,43.0,48.0,3.4380000000066957,-0.0,-11.0,-0.7691999999999766
145,NGC1145,43.6396375,-18.63513056,2.0,54.0,33.51300000000151,-1.0,-14.0,-32.431334400000935,43.0,38.0,22.694999999997094,-18.0,-38.0,-6.470016000001237
146,NGC1146,44.40559,46.426931,2.0,57.0,37.34160000000173,3.0,5.0,42.46344000000217,44.0,24.0,20.123999999987632,46.0,25.0,36.95160000001181
147,NGC1147,43.788702,-9.119641,2.0,55.0,9.288480000002721,-0.0,-36.0,-28.713840000000346,43.0,47.0,19.32720000000245,-9.0,-7.0,-10.707599999998791
148,NGC1148,44.26820063,-7.68563667,2.0,57.0,4.368151200003183,-0.0,-30.0,-44.55280080000044,44.0,16.0,5.522268000009376,-7.0,-41.0,-8.292012
149,NGC1149,44.34944701,-0.30941741,2.0,57.0,23.867282400001812,-0.0,-1.0,-14.260178400000015,44.0,20.0,58.00923599999521,-0.0,-18.0,-33.902676000000014
150,NGC1150,44.2557,-15.04823056,2.0,57.0,1.3680000000015013,-1.0,-0.0,-11.57533440000078,44.0,15.0,20.519999999990546,-15.0,-2.0,-53.63001600000132
151,NGC1151,44.26928921,-15.01304591,2.0,57.0,4.6294104000004666,-1.0,-0.0,-3.131018400000851,44.0,16.0,9.441155999987814,-15.0,-0.0,-46.965276000002376
152,NGC1152,44.39009191,-7.75882259,2.0,57.0,33.622058400002715,-0.0,-31.0,-2.1174216000004975,44.0,23.0,24.330876000008743,-7.0,-45.0,-31.761324000000855
153,NGC1153,44.54286667,3.36193889,2.0,58.0,10.288000800002237,0.0,13.0,26.865333600000056,44.0,32.0,34.32001200000798,3.0,21.0,42.980003999999354
154,NGC1154,44.53206926,-10.36327307,2.0,58.0,7.696622400001729,-0.0,-41.0,-27.18553680000042,44.0,31.0,55.44933600000036,-10.0,-21.0,-47.78305199999991
155,NGC1155,44.55456386,-10.35057965,2.0,58.0,13.09532640000171,-0.0,-41.0,-24.13911600000091,44.0,33.0,16.429896000006465,-10.0,-21.0,-2.086740000000873
156,NGC1156,44.92855288,25.24120841,2.0,59.0,42.85269120000251,1.0,40.0,57.89001840000054,44.0,55.0,42.790367999992895,25.0,14.0,28.350275999995347
