,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
14,NGC4014,179.64931096,16.17727553,11.0,58.0,35.834630400008365,1.0,4.0,42.546127200000626,179.0,38.0,57.51945600002955,16.0,10.0,38.191907999997454
15,NGC4015,179.677675,25.03676389,11.0,58.0,42.642000000004,1.0,40.0,8.823333600001178,179.0,40.0,39.62999999997692,25.0,2.0,12.350003999998478
16,NGC4016,179.620903,27.528779,11.0,58.0,29.01672000001028,1.0,50.0,6.906960000001305,179.0,37.0,15.250799999994342,27.0,31.0,43.604400000000396
17,NGC4017,179.69010833,27.45233611,11.0,58.0,45.6259992000075,1.0,49.0,48.56066640000151,179.0,41.0,24.38998799995261,27.0,27.0,8.409996000003446
18,NGC4018,179.6696,25.31641944,11.0,58.0,40.70400000001129,1.0,41.0,15.940665600001438,179.0,40.0,10.560000000009495,25.0,18.0,59.109984000002385
19,NGC4019,180.29325833,14.10451389,12.0,1.0,10.381999200007783,0.0,56.0,25.083333600000373,180.0,17.0,35.72998799995048,14.0,6.0,16.250003999999194
20,NGC4020,179.73722917,30.413625,11.0,58.0,56.935000800012574,2.0,1.0,39.27000000000206,179.0,44.0,14.025012000022343,30.0,24.0,49.049999999998875
21,NGC4021,179.76080889,25.08321779,11.0,59.0,2.5941336000050796,1.0,40.0,19.97226960000063,179.0,45.0,38.91200399997388,25.0,4.0,59.58404399999665
22,NGC4022,179.754207,25.22279638,11.0,59.0,1.0096800000083306,1.0,40.0,53.47113120000046,179.0,45.0,15.145200000029035,25.0,13.0,22.066967999994063
23,NGC4023,179.77278717,24.98896691,11.0,59.0,5.468920800008306,1.0,39.0,57.35205840000049,179.0,46.0,22.033811999951922,24.0,59.0,20.28087599999452
24,NGC4024,179.63020417,-18.34684444,11.0,58.0,31.249000800012965,-1.0,-13.0,-23.242665600001473,179.0,37.0,48.73501200004739,-18.0,-20.0,-48.63998400000611
25,NGC4025,179.79269583,37.79368056,11.0,59.0,10.246999200010123,2.0,31.0,10.483334400002207,179.0,47.0,33.704988000049525,37.0,47.0,37.25001599999473
26,NGC4026,179.85454321,50.96164869,11.0,59.0,25.090370400012176,3.0,23.0,50.795685600001406,179.0,51.0,16.355556000009983,50.0,57.0,41.93528399998911
27,NGC4027,179.8757,-19.26517222,11.0,59.0,30.168000000006003,-1.0,-17.0,-3.641332800000896,179.0,52.0,32.51999999998134,-19.0,-15.0,-54.61999200000065
28,NGC4028,179.64931096,16.17727553,11.0,58.0,35.834630400008365,1.0,4.0,42.546127200000626,179.0,38.0,57.51945600002955,16.0,10.0,38.191907999997454
29,NGC4029,180.01329167,8.18157222,12.0,0.0,3.1900008000057767,0.0,32.0,43.577332800000335,180.0,0.0,47.85001200000352,8.0,10.0,53.659991999998624
30,NGC4030,180.09838435,-1.10006213,12.0,0.0,23.612244000010207,-0.0,-4.0,-24.014911200000046,180.0,5.0,54.18366000001242,-1.0,-6.0,-0.22366799999989695
31,NGC4031,180.13057692,31.94758978,12.0,0.0,31.338460800009216,2.0,7.0,47.42154720000233,180.0,7.0,50.07691200003592,31.0,56.0,51.32320800000457
32,NGC4032,180.13681016,20.07388002,12.0,0.0,32.834438400013966,1.0,20.0,17.73120480000145,180.0,8.0,12.516576000036821,20.0,4.0,25.968072000002564
33,NGC4033,180.14476417,-17.84263073,12.0,0.0,34.74340080000857,-1.0,-11.0,-22.23137520000048,180.0,8.0,41.151012000007086,-17.0,-50.0,-33.47062799999918
34,NGC4034,180.3736346,69.32400089,12.0,1.0,29.672304000008296,4.0,37.0,17.760213600001435,180.0,22.0,25.084560000009333,69.0,19.0,26.403203999976768
35,NGC4035,180.12172083,-15.94843889,12.0,0.0,29.21299920000706,-1.0,-3.0,-47.62533360000043,180.0,7.0,18.194987999952446,-15.0,-56.0,-54.38000400000092
36,NGC4036,180.36204583,61.8957,12.0,1.0,26.890999200008423,4.0,7.0,34.96800000000377,180.0,21.0,43.36498799999845,61.0,53.0,44.51999999999259
37,NGC4037,180.34858318,13.40102667,12.0,1.0,23.659963200009457,0.0,53.0,36.24640080000091,180.0,20.0,54.8994479999692,13.0,24.0,3.6960120000009056
38,NGC4038,180.47084167,-18.86758889,12.0,1.0,53.00200080000735,-1.0,-15.0,-28.221333600001053,180.0,28.0,15.030011999995168,-18.0,-52.0,-3.320004000001404
39,NGC4039,180.47416667,-18.885,12.0,1.0,53.800000800006984,-1.0,-15.0,-32.40000000000123,180.0,28.0,27.000011999957678,-18.0,-53.0,-6.0000000000056275
40,NGC4040,180.522675,17.82313056,12.0,2.0,5.442000000008846,1.0,11.0,17.55133440000087,180.0,31.0,21.629999999972824,17.0,49.0,23.270015999997042
41,NGC4041,180.55098905,62.13724886,12.0,2.0,12.237372000009401,4.0,8.0,32.9397264000044,180.0,33.0,3.5605799999939336,62.0,8.0,14.095895999998902
42,NGC4042,180.69487516,20.16325195,12.0,2.0,46.77003840000779,1.0,20.0,39.180468000000914,180.0,41.0,41.55057600003374,20.0,9.0,47.707019999997726
43,NGC4043,180.59564872,4.32983241,12.0,2.0,22.955692800011036,0.0,17.0,19.159778400000178,180.0,35.0,44.33539200005043,4.0,19.0,47.396675999999474
44,NGC4044,180.62295417,-0.21238333,12.0,2.0,29.509000800011904,-0.0,-0.0,-50.971999200000006,180.0,37.0,22.635012000050665,-0.0,-12.0,-44.579987999999986
45,NGC4045,180.6760875,1.97677222,12.0,2.0,42.26100000000585,0.0,7.0,54.4253328000001,180.0,40.0,33.914999999979045,1.0,58.0,36.379991999999675
46,NGC4046,180.6760875,1.97677222,12.0,2.0,42.26100000000585,0.0,7.0,54.4253328000001,180.0,40.0,33.914999999979045,1.0,58.0,36.379991999999675
47,NGC4047,180.71119721,48.63620666,12.0,2.0,50.68733040000765,3.0,14.0,32.68959840000129,180.0,42.0,40.3099559999805,48.0,38.0,10.343975999996928
48,NGC4048,180.70937917,18.01553056,12.0,2.0,50.2510008000111,1.0,12.0,3.727334400000366,180.0,42.0,33.7650120000194,18.0,0.0,55.9100159999943
49,NGC4049,180.726075,18.75136389,12.0,2.0,54.258000000008906,1.0,15.0,0.3273336000005145,180.0,43.0,33.87000000003127,18.0,45.0,4.910004000001322
50,NGC4050,180.72478935,-16.37362733,12.0,2.0,53.94944400001364,-1.0,-5.0,-29.670559200001367,180.0,43.0,29.24166000003197,-16.0,-22.0,-25.058388000005323
51,NGC4051,180.79004118,44.53130381,12.0,3.0,9.60988320000709,2.0,58.0,7.5129144000005965,180.0,47.0,24.148248000010426,44.0,31.0,52.69371599998976
52,NGC4052,180.3,-63.21666667,12.0,1.0,12.000000000011255,-4.0,-12.0,-52.00000080000244,180.0,18.0,4.092726157978177e-11,-63.0,-13.0,-1.2000007814094715e-05
53,NGC4053,180.79825,19.72873056,12.0,3.0,11.580000000009676,1.0,18.0,54.89533440000102,180.0,47.0,53.699999999985266,19.0,43.0,43.4300159999961
54,NGC4054,180.801912,57.893474,12.0,3.0,12.458880000005905,3.0,51.0,34.433760000001996,180.0,48.0,6.883199999954286,57.0,53.0,36.50639999999157
55,NGC4055,181.006128,20.232316,12.0,4.0,1.4707200000052012,1.0,20.0,55.755840000000845,181.0,0.0,22.06079999996291,20.0,13.0,56.33760000000308
56,NGC4056,180.99072959,20.31248218,12.0,3.0,57.77510160000617,1.0,21.0,14.995723200001265,180.0,59.0,26.626524000002973,20.0,18.0,44.935847999999794
57,NGC4057,181.313675,20.31079167,12.0,5.0,15.282000000005524,1.0,21.0,14.59000080000095,181.0,18.0,49.229999999961365,20.0,18.0,38.85001200000147
58,NGC4058,180.95437494,3.54822097,12.0,3.0,49.04998560001175,0.0,14.0,11.57303280000022,180.0,57.0,15.749784000029194,3.0,32.0,53.59549200000032
59,NGC4059,181.04707821,20.40982231,12.0,4.0,11.298770400008209,1.0,21.0,38.357354400000645,181.0,2.0,49.48155599998245,20.0,24.0,35.360315999996885
60,NGC4060,181.00415627,20.33740583,12.0,4.0,0.9975048000134734,1.0,21.0,20.977399200001656,181.0,0.0,14.962572000035834,20.0,20.0,14.66098800000566
61,NGC4061,181.006128,20.232316,12.0,4.0,1.4707200000052012,1.0,20.0,55.755840000000845,181.0,0.0,22.06079999996291,20.0,13.0,56.33760000000308
62,NGC4062,181.01587001,31.89569229,12.0,4.0,3.8088024000073517,2.0,7.0,34.966149600000946,181.0,0.0,57.1320359999504,31.0,53.0,44.49224399999821
63,NGC4063,181.0249296,1.84697976,12.0,4.0,5.983104000008979,0.0,7.0,23.2751424000001,181.0,1.0,29.746560000025966,1.0,50.0,49.127135999999894
64,NGC4064,181.04662917,18.44345,12.0,4.0,11.191000800005781,1.0,13.0,46.42800000000083,181.0,2.0,47.865011999958824,18.0,26.0,36.41999999999484
65,NGC4065,181.025699,20.235083,12.0,4.0,6.167760000010105,1.0,20.0,56.41992000000073,181.0,1.0,32.51640000001089,20.0,14.0,6.2987999999981525
66,NGC4066,181.039203,20.347938,12.0,4.0,9.408720000005246,1.0,21.0,23.50512000000066,181.0,2.0,21.130799999950796,20.0,20.0,52.57679999999709
67,NGC4067,181.04815833,10.85435278,12.0,4.0,11.557999200008453,0.0,43.0,25.044667200000248,181.0,2.0,53.36998800002448,10.0,51.0,15.670007999997324
68,NGC4068,181.013605,52.590569,12.0,4.0,3.265200000011106,3.0,30.0,21.73656000000328,181.0,0.0,48.978000000045085,52.0,35.0,26.048400000007632
69,NGC4069,181.02518561,20.32376685,12.0,4.0,6.044546400008812,1.0,21.0,17.70404400000089,181.0,1.0,30.668195999978707,20.0,19.0,25.560659999994186
70,NGC4070,181.04707821,20.40982231,12.0,4.0,11.298770400008209,1.0,21.0,38.357354400000645,181.0,2.0,49.48155599998245,20.0,24.0,35.360315999996885
71,NGC4071,181.06125366,-67.31012766,12.0,4.0,14.700878400009856,-4.0,-29.0,-14.430638400004483,181.0,3.0,40.51317600001994,-67.0,-18.0,-36.45957600002248
72,NGC4072,181.057656,20.209702,12.0,4.0,13.837440000012293,1.0,20.0,50.32848000000065,181.0,3.0,27.56160000003092,20.0,12.0,34.9272000000002
73,NGC4073,181.11274583,1.89601389,12.0,4.0,27.058999200008884,0.0,7.0,35.043333600000075,181.0,6.0,45.884987999979785,1.0,53.0,45.650004000000166
74,NGC4074,181.12361504,20.31628422,12.0,4.0,29.667609600012526,1.0,21.0,15.90821280000064,181.0,7.0,25.01414400001522,20.0,18.0,58.62319200000002
75,NGC4075,181.15762101,2.07253537,12.0,4.0,37.82904240001187,0.0,8.0,17.408488800000157,181.0,9.0,27.43563600005018,2.0,4.0,21.127332000000756
76,NGC4076,181.13551953,20.20496923,12.0,4.0,32.524687200008486,1.0,20.0,49.1926152000012,181.0,8.0,7.870308000037767,20.0,12.0,17.88922799999881
77,NGC4077,181.15861667,1.78768056,12.0,4.0,38.068000800004,0.0,7.0,9.043334400000074,181.0,9.0,31.020011999951294,1.0,47.0,15.650016000000306
78,NGC4078,181.19845417,10.59553611,12.0,4.0,47.629000800005485,0.0,42.0,22.928666400000708,181.0,11.0,54.43501199996717,10.0,35.0,43.92999599999783
79,NGC4079,181.20772378,-2.3823937,12.0,4.0,49.85370720000816,-0.0,-9.0,-31.774488000000147,181.0,12.0,27.805608000032862,-2.0,-22.0,-56.61732000000072
80,NGC4080,181.21585,26.99261944,12.0,4.0,51.80400000000759,1.0,47.0,58.228665600001364,181.0,12.0,57.05999999996038,26.0,59.0,33.429983999994874
81,NGC4081,181.1413875,64.43678333,12.0,4.0,33.93300000001162,4.0,17.0,44.827999200003816,181.0,8.0,28.995000000027176,64.0,26.0,12.419987999990099
82,NGC4082,181.29772546,10.67066447,12.0,5.0,11.454110400010364,0.0,42.0,40.959472800000896,181.0,17.0,51.81165600003396,10.0,40.0,14.392092000000645
83,NGC4083,181.30854,10.61322533,12.0,5.0,14.049600000009121,0.0,42.0,27.174079200000563,181.0,18.0,30.74399999997695,10.0,36.0,47.611188000002045
84,NGC4084,181.31358242,21.21446418,12.0,5.0,15.259780800008826,1.0,24.0,51.47140320000133,181.0,18.0,48.896711999959734,21.0,12.0,52.071048000000815
85,NGC4085,181.34460417,50.35275,12.0,5.0,22.705000800009856,3.0,21.0,24.660000000002,181.0,20.0,40.575011999987964,50.0,21.0,9.900000000001228
86,NGC4086,181.3723125,20.24689722,12.0,5.0,29.355000000004594,1.0,20.0,59.2553328000011,181.0,22.0,20.324999999972988,20.0,14.0,48.8299920000037
87,NGC4087,181.39727917,-26.52269722,12.0,5.0,35.34700080000874,-1.0,-46.0,-5.447332800002016,181.0,23.0,50.20501199996488,-26.0,-31.0,-21.70999200000466
88,NGC4088,181.39257873,50.53917553,12.0,5.0,34.2188952000086,3.0,22.0,9.402127200002681,181.0,23.0,33.28342799998836,50.0,32.0,21.031908000005046
89,NGC4089,181.40598377,20.55568068,12.0,5.0,37.43610480000825,1.0,22.0,13.363363200000649,181.0,24.0,21.54157200002146,20.0,33.0,20.45044799999374
90,NGC4090,181.36639583,20.30884444,12.0,5.0,27.934999200006416,1.0,21.0,14.122665600001625,181.0,21.0,59.024987999955556,20.0,18.0,31.839984000005188
91,NGC4091,181.417025,20.55559722,12.0,5.0,40.08600000000655,1.0,22.0,13.343332800001093,181.0,25.0,1.289999999983138,20.0,33.0,20.149991999997212
92,NGC4092,181.45862817,20.47698698,12.0,5.0,50.07076080000701,1.0,21.0,54.47687520000116,181.0,27.0,31.061411999990014,20.0,28.0,37.15312799999822
93,NGC4093,181.4644,20.522,12.0,5.0,51.45600000001309,1.0,22.0,5.280000000000271,181.0,27.0,51.84000000004289,20.0,31.0,19.199999999994475
94,NGC4094,181.47487083,-14.52645556,12.0,5.0,53.96899920000351,-0.0,-58.0,-6.34933440000097,181.0,28.0,29.534987999950317,-14.0,-31.0,-35.24001600000176
95,NGC4095,181.47592993,20.5724919,12.0,5.0,54.22318320000841,1.0,22.0,17.398056000000466,181.0,28.0,33.347748000023785,20.0,34.0,20.970839999997395
96,NGC4096,181.5048375,47.47835833,12.0,6.0,1.1610000000091247,3.0,9.0,54.805999200001345,181.0,30.0,17.415000000028158,47.0,28.0,42.0899879999962
97,NGC4097,181.51031667,36.86357778,12.0,6.0,2.476000800010212,2.0,27.0,27.258667200001696,181.0,30.0,37.140012000031675,36.0,51.0,48.88000799999986
98,NGC4098,181.51495417,20.60806667,12.0,6.0,3.589000800013906,1.0,22.0,25.936000800000727,181.0,30.0,53.83501200003593,20.0,36.0,29.040011999998114
99,NGC4099,181.51625,20.606111,12.0,6.0,3.9000000000130797,1.0,22.0,25.466640000000922,181.0,30.0,58.50000000004911,20.0,36.0,21.999599999994643
100,NGC4100,181.53584167,49.58231111,12.0,6.0,8.60200080000638,3.0,18.0,19.75466640000235,181.0,32.0,9.030011999986982,49.0,34.0,56.31999599999688
101,NGC4101,181.54402596,25.55701251,12.0,6.0,10.566230400007868,1.0,42.0,13.683002400001243,181.0,32.0,38.49345599999651,25.0,33.0,25.24503599999946
102,NGC4102,181.5963125,52.71095,12.0,6.0,23.115000000011463,3.0,30.0,50.62800000000223,181.0,35.0,46.72500000003765,52.0,42.0,39.419999999988704
103,NGC4103,181.665,-61.25,12.0,6.0,39.60000000000875,-4.0,-5.0,-2.1316282072803006e-12,181.0,39.0,53.99999999997135,-61.0,-15.0,-0.0
104,NGC4104,181.66212568,28.17421524,12.0,6.0,38.910163200012136,1.0,52.0,41.811657600000984,181.0,39.0,43.65244800000937,28.0,10.0,27.17486399999558
105,NGC4105,181.6698625,-29.76017778,12.0,6.0,40.767000000004,-1.0,-59.0,-2.442667200001125,181.0,40.0,11.504999999976917,-29.0,-45.0,-36.64000799999769
106,NGC4106,181.68625,-29.76833333,12.0,6.0,44.700000000011784,-1.0,-59.0,-4.399999200001901,181.0,41.0,10.500000000004093,-29.0,-46.0,-5.999988000002929
107,NGC4107,181.1985,10.595583,12.0,4.0,47.64000000000749,0.0,42.0,22.939920000000313,181.0,11.0,54.59999999998445,10.0,35.0,44.098799999998306
108,NGC4108,181.68566001,67.163119,12.0,6.0,44.55840240000498,4.0,28.0,39.14856000000107,181.0,41.0,8.376035999972373,67.0,9.0,47.228399999980866
109,NGC4109,181.71298569,42.99565504,12.0,6.0,51.116565600011086,2.0,51.0,58.95720960000233,181.0,42.0,46.74848400003839,42.0,59.0,44.35814400000936
110,NGC4110,181.76443333,18.5317,12.0,7.0,3.4639992000083453,1.0,14.0,7.60800000000124,181.0,45.0,51.95998800001007,18.0,31.0,54.12000000000262
111,NGC4111,181.76302917,43.06539167,12.0,7.0,3.1270008000130645,2.0,52.0,15.694000800001362,181.0,45.0,46.905012000036095,43.0,3.0,55.410011999988455
112,NGC4112,181.7894,-40.20815278,12.0,7.0,9.4560000000061,-2.0,-40.0,-49.95666720000145,181.0,47.0,21.840000000001965,-40.0,-12.0,-29.350007999996137
113,NGC4113,181.7854,32.99591667,12.0,7.0,8.4960000000126,2.0,11.0,59.02000080000068,181.0,47.0,7.440000000035525,32.0,59.0,45.300011999999015
114,NGC4114,181.80105417,-14.18541389,12.0,7.0,12.253000800006504,-0.0,-56.0,-44.49933360000074,181.0,48.0,3.795011999950475,-14.0,-11.0,-7.490003999998294
115,NGC4115,181.789794,14.406552,12.0,7.0,9.550560000009085,0.0,57.0,37.57248000000075,181.0,47.0,23.258400000001984,14.0,24.0,23.58719999999849
116,NGC4116,181.90481667,2.69044167,12.0,7.0,37.15600080000698,0.0,10.0,45.706000800000055,181.0,54.0,17.340012000008755,2.0,41.0,25.59001199999912
117,NGC4117,181.94216246,43.12634708,12.0,7.0,46.11899040000608,2.0,52.0,30.323299200003078,181.0,56.0,31.78485599996975,43.0,7.0,34.849488000007796
118,NGC4118,181.97018333,43.11118333,12.0,7.0,52.8439992000105,2.0,52.0,26.683999200002404,181.0,58.0,12.659987999991245,43.0,6.0,40.25998800001048
119,NGC4119,182.04012909,10.37897237,12.0,8.0,9.630981600009108,0.0,41.0,30.953368800000334,182.0,2.0,24.46472399997674,10.0,22.0,44.30053199999861
120,NGC4120,182.12917917,69.54485278,12.0,8.0,31.003000800005225,4.0,38.0,10.764667200004112,182.0,7.0,45.045011999950475,69.0,32.0,41.47000799999773
121,NGC4121,181.98599202,65.11394382,12.0,7.0,56.638084800009665,4.0,20.0,27.346516800002618,181.0,59.0,9.571271999991495,65.0,6.0,50.197752000010496
122,NGC4122,181.7854,32.99591667,12.0,7.0,8.4960000000126,2.0,11.0,59.02000080000068,181.0,47.0,7.440000000035525,32.0,59.0,45.300011999999015
123,NGC4123,182.046175,2.87830833,12.0,8.0,11.082000000009344,0.0,11.0,30.793999200000073,182.0,2.0,46.23000000001866,2.0,52.0,41.9099879999996
124,NGC4124,182.04012909,10.37897237,12.0,8.0,9.630981600009108,0.0,41.0,30.953368800000334,182.0,2.0,24.46472399997674,10.0,22.0,44.30053199999861
125,NGC4125,182.02507083,65.17413333,12.0,8.0,6.016999200011668,4.0,20.0,41.79199920000407,182.0,1.0,30.254988000015146,65.0,10.0,26.8799880000131
126,NGC4126,182.15599022,16.14277594,12.0,8.0,37.437652800010994,1.0,4.0,34.266225600000894,182.0,9.0,21.564792000024227,16.0,8.0,33.993383999999764
127,NGC4127,182.10971468,76.80413325,12.0,8.0,26.33152320000505,5.0,7.0,12.991980000005228,182.0,6.0,34.97284799998624,76.0,48.0,14.879700000024059
128,NGC4128,182.134825,68.76763056,12.0,8.0,32.35800000000964,4.0,35.0,4.231334400003561,182.0,8.0,5.370000000023083,68.0,46.0,3.4700160000022606
129,NGC4129,182.2217051,-9.0365809,12.0,8.0,53.209224000010096,-0.0,-36.0,-8.779416000000566,182.0,13.0,18.138360000029934,-9.0,-2.0,-11.691240000002097
130,NGC4130,182.22175,-9.0365,12.0,8.0,53.22000000000642,-0.0,-36.0,-8.760000000000474,182.0,13.0,18.29999999994925,-9.0,-2.0,-11.400000000000716
131,NGC4131,182.19700417,29.30480278,12.0,8.0,47.281000800013544,1.0,57.0,13.152667200001531,182.0,11.0,49.21501200004968,29.0,18.0,17.290007999997385
132,NGC4132,182.25585793,29.25010533,12.0,9.0,1.40590320000328,1.0,57.0,0.02527920000090944,182.0,15.0,21.088547999966067,29.0,15.0,0.37918800000085184
133,NGC4133,182.20808429,74.90423442,12.0,8.0,49.94022960000393,4.0,59.0,37.0162608000021,182.0,12.0,29.103443999956653,74.0,54.0,15.243911999980355
134,NGC4134,182.29167877,29.17688156,12.0,9.0,10.002904800006576,1.0,56.0,42.451574400001704,182.0,17.0,30.0435720000155,29.0,10.0,36.77361600000637
135,NGC4135,182.286775,44.00313611,12.0,9.0,8.826000000010339,2.0,56.0,0.7526664000016581,182.0,17.0,12.390000000020791,44.0,0.0,11.289995999999292
136,NGC4136,182.32376716,29.92761598,12.0,9.0,17.704118400008753,1.0,59.0,42.627835200001414,182.0,19.0,25.561775999958627,29.0,55.0,39.41752799999563
137,NGC4137,182.32295395,44.09016059,12.0,9.0,17.508948000007365,2.0,56.0,21.638541600002554,182.0,19.0,22.634219999995366,44.0,5.0,24.578124000012735
138,NGC4138,182.37411667,43.68531667,12.0,9.0,29.78800080001264,2.0,54.0,44.476000800001856,182.0,22.0,26.820012000023326,43.0,41.0,7.140011999995863
139,NGC4139,181.14176273,1.80158352,12.0,4.0,34.02305520001278,0.0,7.0,12.380044800000078,181.0,8.0,30.345828000038182,1.0,48.0,5.700672000000537
140,NGC4140,181.15861667,1.78768056,12.0,4.0,38.068000800004,0.0,7.0,9.043334400000074,181.0,9.0,31.020011999951294,1.0,47.0,15.650016000000306
141,NGC4141,182.44712826,58.84923821,12.0,9.0,47.31078240000585,3.0,55.0,23.817170400002823,182.0,26.0,49.6617359999982,58.0,50.0,57.25755600001037
142,NGC4142,182.37569437,53.10477293,12.0,9.0,30.16664880000718,3.0,32.0,25.145503200002395,182.0,22.0,32.499731999967025,53.0,6.0,17.182548000010343
143,NGC4143,182.40035833,42.53421667,12.0,9.0,36.085999200005006,2.0,50.0,8.212000800001533,182.0,24.0,1.2899879999599762,42.0,32.0,3.1800119999974186
144,NGC4144,182.49417083,46.45718056,12.0,9.0,58.60099920001062,3.0,5.0,49.72333440000103,182.0,29.0,39.014988000005815,46.0,27.0,25.850015999991456
145,NGC4145,182.50635,39.88386111,12.0,10.0,1.5240000000062537,2.0,39.0,32.1266664000008,182.0,30.0,22.859999999991487,39.0,53.0,1.899995999992825
146,NGC4146,182.5760522,26.430731,12.0,10.0,18.25252800000925,1.0,45.0,43.37544000000122,182.0,34.0,33.78791999997247,26.0,25.0,50.631600000005506
147,NGC4147,182.52562083,18.54216111,12.0,10.0,6.148999200010508,1.0,14.0,10.11866640000008,182.0,31.0,32.234988000029716,18.0,32.0,31.77999599999481
148,NGC4148,182.53319464,35.87761824,12.0,10.0,7.96671360000758,2.0,23.0,30.62837760000157,182.0,31.0,59.50070400001778,35.0,52.0,39.42566399998839
149,NGC4149,182.6368875,58.30382222,12.0,10.0,32.85300000000646,3.0,53.0,12.917332800002725,182.0,38.0,12.795000000000982,58.0,18.0,13.759992000002512
150,NGC4150,182.64022917,30.40148611,12.0,10.0,33.65500080001098,2.0,1.0,36.35666640000213,182.0,38.0,24.825011999992057,30.0,24.0,5.3499960000016245
151,NGC4151,182.63573823,39.40584937,12.0,10.0,32.57717520000796,2.0,37.0,37.40384880000093,182.0,38.0,8.657627999953093,39.0,24.0,21.057731999994758
152,NGC4152,182.65629583,16.03293333,12.0,10.0,37.51099920001053,1.0,4.0,7.903999200000502,182.0,39.0,22.664988000017274,16.0,1.0,58.55998799999554
153,NGC4153,182.525708,18.542139,12.0,10.0,6.169920000008489,1.0,14.0,10.113360000000782,182.0,31.0,32.548800000031406,18.0,32.0,31.70039999999574
154,NGC4154,182.636815,58.304147,12.0,10.0,32.83560000001202,3.0,53.0,12.995280000003078,182.0,38.0,12.534000000046035,58.0,18.0,14.929200000001401
155,NGC4155,182.69029167,19.04075,12.0,10.0,45.67000080000696,1.0,16.0,9.780000000000655,182.0,41.0,25.050011999976505,19.0,2.0,26.699999999997033
156,NGC4156,182.7067132,39.47280076,12.0,10.0,49.611168000006245,2.0,37.0,53.47218240000089,182.0,42.0,24.16751999998496,39.0,28.0,22.082735999994156
157,NGC4157,182.7681875,50.48468056,12.0,11.0,4.365000000011463,3.0,21.0,56.32333440000238,182.0,46.0,5.475000000037653,50.0,29.0,4.850016000003734
158,NGC4158,182.7923484,20.17563024,12.0,11.0,10.163616000008489,1.0,20.0,42.15125760000092,182.0,47.0,32.454240000031405,20.0,10.0,32.268864000000974
159,NGC4159,182.72347917,76.12583056,12.0,10.0,53.63500080000918,5.0,4.0,30.19933440000443,182.0,43.0,24.525011999965045,76.0,7.0,32.99001599998974
160,NGC4160,183.00723,43.735587,12.0,12.0,1.735200000009769,2.0,54.0,56.54088000000314,183.0,0.0,26.027999999973872,43.0,44.0,8.11320000000876
161,NGC4161,182.88943738,57.73747628,12.0,11.0,33.46497120000947,3.0,50.0,56.99430720000365,182.0,53.0,21.974568000014187,57.0,44.0,14.914608000009935
