,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
157,NGC7157,329.2362375,-25.35045278,21.0,56.0,56.697000000023365,-1.0,-41.0,-24.10866720000115,329.0,14.0,10.455000000056316,-25.0,-21.0,-1.6300080000044659
158,NGC7158,329.2358984,-11.65859278,21.0,56.0,56.61561600001704,-0.0,-46.0,-38.062267200000264,329.0,14.0,9.23423999998704,-11.0,-39.0,-30.93400799999756
159,NGC7159,329.10669917,13.56259211,21.0,56.0,25.60780080002104,0.0,54.0,15.022106400001007,329.0,6.0,24.117012000046998,13.0,33.0,45.33159600000232
160,NGC7160,328.41666667,62.60333333,21.0,53.0,40.0000008000174,4.0,10.0,24.799999200003597,328.0,25.0,1.1999941307294648e-05,62.0,36.0,11.999987999993209
161,NGC7161,329.24121,2.91622,21.0,56.0,57.890400000015916,0.0,11.0,39.892800000000115,329.0,14.0,28.35600000008526,2.0,54.0,58.39200000000034
162,NGC7162,329.91258666,-43.30613817,21.0,59.0,39.02079840001335,-2.0,-53.0,-13.473160800001835,329.0,54.0,45.31197599995721,-43.0,-18.0,-22.097411999989163
163,NGC7163,329.83505626,-31.88307905,21.0,59.0,20.413502400007246,-2.0,-7.0,-31.938972000001193,329.0,50.0,6.2025359999552165,-31.0,-52.0,-59.08457999999712
164,NGC7164,329.0985125,1.364,21.0,56.0,23.64300000002345,0.0,5.0,27.360000000000078,329.0,5.0,54.64500000009593,1.0,21.0,50.40000000000042
165,NGC7165,329.85864167,-16.51239722,21.0,59.0,26.074000800010424,-1.0,-6.0,-2.975332800000583,329.0,51.0,31.110011999990093,-16.0,-30.0,-44.62999200000155
166,NGC7166,330.137175,-43.38977778,22.0,0.0,32.92200000001344,-2.0,-53.0,-33.54666720000239,330.0,8.0,13.83000000004813,-43.0,-23.0,-23.200008000010257
167,NGC7167,330.12765417,-24.63259444,22.0,0.0,30.637000800022918,-1.0,-38.0,-31.822665600000448,330.0,7.0,39.55501200010076,-24.0,-37.0,-57.33998399999393
168,NGC7168,330.53094583,-51.74311667,22.0,2.0,7.426999200021385,-3.0,-26.0,-58.34800080000278,330.0,31.0,51.404988000026606,-51.0,-44.0,-35.22001199999693
169,NGC7169,330.70269606,-47.69782169,22.0,2.0,48.64705440001302,-3.0,-10.0,-47.47720560000097,330.0,42.0,9.705815999977858,-47.0,-41.0,-52.158083999992186
170,NGC7170,330.359375,-5.43280556,22.0,1.0,26.250000000011084,-0.0,-21.0,-43.873334400000275,330.0,21.0,33.75,-5.0,-25.0,-58.10001600000092
171,NGC7171,330.25838241,-13.26978581,22.0,1.0,2.0117784000186134,-0.0,-53.0,-4.7485944000004565,330.0,15.0,30.176676000087355,-13.0,-16.0,-11.228916000000453
172,NGC7172,330.50790417,-31.86988889,22.0,2.0,1.8970008000212601,-2.0,-7.0,-28.77333360000158,330.0,30.0,28.455012000063107,-31.0,-52.0,-11.600003999994897
173,NGC7173,330.5133375,-31.97370278,22.0,2.0,3.2010000000073546,-2.0,-7.0,-53.68866720000096,330.0,30.0,48.01499999991847,-31.0,-58.0,-25.330007999999964
174,NGC7174,330.52841667,-31.99347222,22.0,2.0,6.820000800023536,-2.0,-7.0,-58.433332800002376,330.0,31.0,42.30001200004608,-31.0,-59.0,-36.49999200000366
175,NGC7175,329.69168,54.81833,21.0,58.0,46.00320000001659,3.0,39.0,16.399200000002452,329.0,41.0,30.048000000069806,54.0,49.0,5.988000000011198
176,NGC7176,330.53527917,-31.98981111,22.0,2.0,8.467000800021935,-2.0,-7.0,-57.55466640000144,330.0,32.0,7.005012000086026,-31.0,-59.0,-23.319996000005574
177,NGC7177,330.171875,17.73811667,22.0,0.0,41.25000000001364,1.0,10.0,57.14800080000067,330.0,10.0,18.75,17.0,44.0,17.22001200000051
178,NGC7178,330.6048875,-35.79031944,22.0,2.0,25.173000000015406,-2.0,-23.0,-9.676665600001542,330.0,36.0,17.59500000006483,-35.0,-47.0,-25.14998399999115
179,NGC7179,331.20565374,-64.04682227,22.0,4.0,49.35689760002106,-4.0,-16.0,-11.23734480000401,331.0,12.0,20.3534640000089,-64.0,-2.0,-48.56017200002498
180,NGC7180,330.57687275,-20.54782398,22.0,2.0,18.449460000011015,-1.0,-22.0,-11.477755200000743,330.0,34.0,36.74190000002454,-20.0,-32.0,-52.166328000001556
181,NGC7181,330.43126793,-1.96056658,22.0,1.0,43.50430320001891,-0.0,-7.0,-50.53597920000012,330.0,25.0,52.56454799996391,-1.0,-57.0,-38.03968800000021
182,NGC7182,330.4652498,-2.19664328,22.0,1.0,51.65995200000651,-0.0,-8.0,-47.1943872000001,330.0,27.0,54.89927999993142,-2.0,-11.0,-47.91580799999991
183,NGC7183,330.59005833,-18.916575,22.0,2.0,21.613999200014007,-1.0,-15.0,-39.97800000000126,330.0,35.0,24.20998799991594,-18.0,-54.0,-59.6700000000061
184,NGC7184,330.665925,-20.81281944,22.0,2.0,39.82200000001825,-1.0,-23.0,-15.076665600000254,330.0,39.0,57.330000000056316,-20.0,-48.0,-46.14998399999422
185,NGC7185,330.73641705,-20.47134007,22.0,2.0,56.740092000012794,-1.0,-21.0,-53.12161680000088,330.0,44.0,11.101380000000063,-20.0,-28.0,-16.8242520000004
186,NGC7186,330.271763,35.078845,22.0,1.0,5.223120000018753,2.0,20.0,18.922800000001132,330.0,16.0,18.346800000076655,35.0,4.0,43.84200000000419
187,NGC7187,330.68539742,-32.80317749,22.0,2.0,44.49538080002242,-2.0,-11.0,-12.76259760000201,330.0,41.0,7.430712000054882,-32.0,-48.0,-11.43896400001097
188,NGC7188,330.87086214,-20.31786487,22.0,3.0,29.006913600006783,-1.0,-21.0,-16.28756880000111,330.0,52.0,15.103703999948266,-20.0,-19.0,-4.313532000003875
189,NGC7189,330.81674167,0.57120556,22.0,3.0,16.01800080001084,0.0,2.0,17.089334400000027,330.0,49.0,0.27001199999631353,0.0,34.0,16.34001600000019
190,NGC7190,330.77784538,11.19929592,22.0,3.0,6.6828912000073615,0.0,44.0,47.83102080000063,330.0,46.0,40.243367999905786,11.0,11.0,57.46531200000305
191,NGC7191,331.71582083,-64.63455278,22.0,6.0,51.79699920000985,-4.0,-18.0,-32.292667200005525,331.0,42.0,56.954987999943114,-64.0,-38.0,-4.390008000025318
192,NGC7192,331.709075,-64.31621667,22.0,6.0,50.1780000000133,-4.0,-17.0,-15.892000800003032,331.0,42.0,32.669999999943684,-64.0,-18.0,-58.38001200001031
193,NGC7193,330.7625,10.80166667,22.0,3.0,3.0000000000126192,0.0,43.0,12.4000008000003,330.0,45.0,44.99999999995907,10.0,48.0,6.000011999998094
194,NGC7194,330.878906,12.63678,22.0,3.0,30.937440000007825,0.0,50.0,32.82720000000083,330.0,52.0,44.061599999899954,12.0,38.0,12.407999999999646
195,NGC7195,330.87618271,12.6608345,22.0,3.0,30.283850400017513,0.0,50.0,38.600280000000424,330.0,52.0,34.257756000083646,12.0,39.0,39.00419999999997
196,NGC7196,331.47837219,-50.11941264,22.0,5.0,54.80932560002003,-3.0,-20.0,-28.659033600002815,331.0,28.0,42.139884000057464,-50.0,-7.0,-9.885504000000651
197,NGC7197,330.7419125,41.05897222,22.0,2.0,58.05900000001742,2.0,44.0,14.153332800001976,330.0,44.0,30.885000000043874,41.0,3.0,32.29999200000407
198,NGC7198,331.30933866,-0.64826066,22.0,5.0,14.241278400015744,-0.0,-2.0,-35.58255840000004,331.0,18.0,33.61917599992921,-0.0,-38.0,-53.73837600000016
199,NGC7199,332.12436735,-64.70609049,22.0,8.0,29.848164000018755,-4.0,-18.0,-49.46171760000027,332.0,7.0,27.722459999999955,-64.0,-42.0,-21.92576399997847
200,NGC7200,331.7897625,-49.99547222,22.0,7.0,9.543000000016661,-3.0,-19.0,-58.91333280000296,331.0,47.0,23.144999999981337,-49.0,-59.0,-43.69999200001246
201,NGC7201,331.63296667,-31.26299167,22.0,6.0,31.91200080000641,-2.0,-5.0,-3.1180008000026405,331.0,37.0,58.68001199990431,-31.0,-15.0,-46.770012000006034
202,NGC7202,331.68041667,-31.21888889,22.0,6.0,43.300000800018665,-2.0,-4.0,-52.5333336000012,331.0,40.0,49.500011999998605,-31.0,-13.0,-8.000003999995613
203,NGC7203,331.68292939,-31.16246711,22.0,6.0,43.90305360002259,-2.0,-4.0,-38.992106400001205,331.0,40.0,58.54580400009581,-31.0,-9.0,-44.88159600000529
204,NGC7204,331.730225,-31.05316389,22.0,6.0,55.25400000002577,-2.0,-4.0,-12.759333600002023,331.0,43.0,48.81000000006679,-31.0,-3.0,-11.390004000001568
205,NGC7205,332.14279167,-57.44254167,22.0,8.0,34.270000800019034,-3.0,-49.0,-46.21000080000229,332.0,8.0,34.05001200002971,-57.0,-26.0,-33.1500119999896
206,NGC7206,331.42037917,16.7852,22.0,5.0,40.891000800016286,1.0,7.0,8.448000000001095,331.0,25.0,13.365011999962917,16.0,47.0,6.719999999998834
207,NGC7207,331.44027294,16.76779628,22.0,5.0,45.66550560001019,1.0,7.0,4.271107200000586,331.0,26.0,24.982583999999406,16.0,46.0,4.066607999995995
208,NGC7208,332.10174583,-29.05121667,22.0,8.0,24.41899920002271,-1.0,-56.0,-12.292000800000551,332.0,6.0,6.2849880000976555,-29.0,-3.0,-4.3800119999954745
209,NGC7209,331.27916667,46.48333333,22.0,5.0,7.000000800019279,3.0,5.0,55.999999200002826,331.0,16.0,45.000011999982235,46.0,28.0,59.99998800000242
210,NGC7210,331.593493,27.10918,22.0,6.0,22.438320000022713,1.0,48.0,26.20320000000092,331.0,35.0,36.574800000084906,27.0,6.0,33.0479999999946
211,NGC7211,331.59112761,-8.08997483,22.0,6.0,21.870626400015567,-0.0,-32.0,-21.593959200000228,331.0,35.0,28.05939600000329,-8.0,-5.0,-23.909387999997023
212,NGC7212,331.75827777,10.23356937,22.0,7.0,1.9866648000177634,0.0,40.0,56.056648800000346,331.0,45.0,29.799972000023445,10.0,14.0,0.8497319999987951
213,NGC7213,332.31754443,-47.16668949,22.0,9.0,16.21066320002086,-3.0,-8.0,-40.00547760000373,332.0,19.0,3.1599479999931646,-47.0,-10.0,-0.08216400001117563
214,NGC7214,332.28192763,-27.80948774,22.0,9.0,7.662631200014971,-1.0,-51.0,-14.277057600001655,332.0,16.0,54.93946799994319,-27.0,-48.0,-34.155864000005636
215,NGC7215,332.143675,0.51169722,22.0,8.0,34.48200000001236,0.0,2.0,2.8073328000000153,332.0,8.0,37.22999999990407,0.0,30.0,42.10999199999975
216,NGC7216,333.14943742,-68.6618642,22.0,12.0,35.86498080002258,-4.0,-34.0,-38.84740800000344,333.0,8.0,57.97471200009568,-68.0,-39.0,-42.71111999998766
217,NGC7217,331.9682,31.35925556,22.0,7.0,52.36800000001864,2.0,5.0,26.22133440000134,331.0,58.0,5.520000000087748,31.0,21.0,33.3200160000041
218,NGC7218,332.5488,-16.661,22.0,10.0,11.712000000017042,-1.0,-6.0,-38.64000000000086,332.0,32.0,55.680000000102154,-16.0,-39.0,-39.60000000000491
219,NGC7219,333.28744573,-64.84900742,22.0,13.0,8.98697520002088,-4.0,-19.0,-23.761780800004786,333.0,17.0,14.804628000006232,-64.0,-50.0,-56.42671200002383
220,NGC7220,332.87919786,-22.95284818,22.0,11.0,31.00748640000802,-1.0,-31.0,-48.683563200001316,332.0,52.0,45.11229599991566,-22.0,-57.0,-10.25344800000056
221,NGC7221,332.81353356,-30.56321045,22.0,11.0,15.248054400009323,-2.0,-2.0,-15.1705080000011,332.0,48.0,48.72081599998637,-30.0,-33.0,-47.557619999998906
222,NGC7222,332.7155877,2.10582319,22.0,10.0,51.74104800002226,0.0,8.0,25.39756560000015,332.0,42.0,56.115720000052534,2.0,6.0,20.96348400000064
223,NGC7223,332.5381858,41.01727036,22.0,10.0,9.164592000018956,2.0,44.0,4.144886400001582,332.0,32.0,17.46888000002855,41.0,1.0,2.173295999991751
224,NGC7224,332.8974,25.86438056,22.0,11.0,35.37600000002158,1.0,43.0,27.451334400001457,332.0,53.0,50.6400000000167,25.0,51.0,51.77001600000267
225,NGC7225,333.28458333,-26.14861111,22.0,13.0,8.299999200005175,-1.0,-44.0,-35.66666640000108,333.0,17.0,4.499987999911355,-26.0,-8.0,-54.999996000003364
226,NGC7226,332.603,55.398,22.0,10.0,24.720000000019127,3.0,41.0,35.520000000003336,332.0,36.0,10.800000000031105,55.0,23.0,52.800000000011664
227,NGC7227,332.88058333,38.72135556,22.0,11.0,31.33999920000946,2.0,34.0,53.12533440000195,332.0,52.0,50.09998799992445,38.0,43.0,16.880015999997227
228,NGC7228,332.95247769,38.69916316,22.0,11.0,48.5946456000201,2.0,34.0,47.79915840000115,332.0,57.0,8.91968400008409,38.0,41.0,56.98737599999163
229,NGC7229,333.51342917,-29.38271389,22.0,14.0,3.223000800009004,-1.0,-57.0,-31.851333600001652,333.0,30.0,48.34501199998158,-29.0,-22.0,-57.7700040000056
230,NGC7230,333.55490434,-17.0741499,22.0,14.0,13.177041600012842,-1.0,-8.0,-17.795976000000238,333.0,33.0,17.655624000026364,-17.0,-4.0,-26.93963999999397
231,NGC7231,333.1254875,45.32845278,22.0,12.0,30.117000000020084,3.0,1.0,18.828667200002478,333.0,7.0,31.75500000007105,45.0,19.0,42.4300079999972
232,NGC7232,333.90840765,-45.85011592,22.0,15.0,38.01783600001727,-3.0,-3.0,-24.027820800002857,333.0,54.0,30.267540000054396,-45.0,-51.0,-0.41731200000128865
233,NGC7233,333.95413333,-45.84640556,22.0,15.0,48.991999200013936,-3.0,-3.0,-23.137334400002345,333.0,57.0,14.879987999966033,-45.0,-50.0,-47.0600160000032
234,NGC7234,333.104251,57.271347,22.0,12.0,25.020240000003753,3.0,49.0,5.123280000001813,333.0,6.0,15.303599999915605,57.0,16.0,16.84919999999522
235,NGC7235,333.10416667,57.27,22.0,12.0,25.000000800017403,3.0,49.0,4.800000000003308,333.0,6.0,15.000011999941307,57.0,16.0,12.000000000011255
236,NGC7236,333.687455,13.846509,22.0,14.0,44.98920000001533,0.0,55.0,23.162160000000682,333.0,41.0,14.837999999999738,13.0,50.0,47.43239999999744
237,NGC7237,333.69535417,13.84086944,22.0,14.0,46.88500080000807,0.0,55.0,21.808665600000552,333.0,41.0,43.275011999903654,13.0,50.0,27.129984000001883
238,NGC7238,333.835441,22.519211,22.0,15.0,20.50584000002118,1.0,30.0,4.610640000000927,333.0,50.0,7.587600000010752,22.0,31.0,9.159599999994725
239,NGC7239,333.75589718,-5.05325964,22.0,15.0,1.4153232000140292,-0.0,-20.0,-12.782313600000279,333.0,45.0,21.229847999916274,-5.0,-3.0,-11.734704000000988
240,NGC7240,333.84398039,37.28067836,22.0,15.0,22.55529360001418,2.0,29.0,7.362806400002455,333.0,50.0,38.32940400004645,37.0,16.0,50.44209600001125
241,NGC7241,333.957825,19.23236111,22.0,15.0,49.8780000000238,1.0,16.0,55.7666664000007,333.0,57.0,28.170000000050095,19.0,13.0,56.499995999997736
242,NGC7242,333.9146125,37.29874444,22.0,15.0,39.507000000014614,2.0,29.0,11.698665600001732,333.0,54.0,52.60499999991225,37.0,17.0,55.4799840000004
243,NGC7243,333.78333333,49.89833333,22.0,15.0,7.999999200013974,3.0,19.0,35.59999920000209,333.0,46.0,59.999988000017765,49.0,53.0,53.99998799999935
244,NGC7244,334.11188596,16.47140921,22.0,16.0,26.852630400018427,1.0,5.0,53.13821040000075,334.0,6.0,42.78945599998224,16.0,28.0,17.07315600000328
245,NGC7245,333.8125,54.33277778,22.0,15.0,15.000000000011937,3.0,37.0,19.866667200002297,333.0,48.0,45.0,54.0,19.0,58.00000800000248
246,NGC7246,334.42789735,-15.57132228,22.0,17.0,42.69536400002522,-1.0,-2.0,-17.11734720000095,334.0,25.0,40.43046000008417,-15.0,-34.0,-16.760208000001455
247,NGC7247,334.42189882,-23.73099481,22.0,17.0,41.2557168000194,-1.0,-34.0,-55.43875440000093,334.0,25.0,18.83575200008636,-23.0,-43.0,-51.581315999994786
248,NGC7248,334.21907917,40.50423889,22.0,16.0,52.57900080001377,2.0,42.0,1.0173336000025301,334.0,13.0,8.685011999950802,40.0,30.0,15.260004000012373
249,NGC7249,335.12902188,-55.12484559,22.0,20.0,30.965251200012744,-3.0,-40.0,-29.962941600002466,335.0,7.0,44.47876799993537,-55.0,-7.0,-29.444123999998624
250,NGC7250,334.57406667,40.56240556,22.0,18.0,17.776000800010365,2.0,42.0,14.97733440000303,334.0,34.0,26.640011999925264,40.0,33.0,44.66001600000709
251,NGC7251,335.11312917,-15.77351944,22.0,20.0,27.151000800007807,-1.0,-3.0,-5.64466560000028,335.0,6.0,47.265011999925264,-15.0,-46.0,-24.66998399999781
252,NGC7252,335.18656296,-24.67830713,22.0,20.0,44.775110400020424,-1.0,-38.0,-42.793711200001354,335.0,11.0,11.62665600001219,-24.0,-40.0,-41.90566800000113
253,NGC7253,334.86541667,29.39579167,22.0,19.0,27.70000080001921,1.0,57.0,34.990000800001155,334.0,51.0,55.50001200000679,29.0,23.0,44.85001200000454
254,NGC7254,335.65102917,-21.737225,22.0,22.0,36.24700080001901,-1.0,-26.0,-56.93400000000054,335.0,39.0,3.7050120000549214,-21.0,-44.0,-14.009999999995273
255,NGC7255,335.78335417,-15.54141389,22.0,23.0,8.00500080001683,-1.0,-2.0,-9.939333600000761,335.0,47.0,0.07501199998387165,-15.0,-32.0,-29.090003999997833
256,NGC7256,335.65102917,-21.737225,22.0,22.0,36.24700080001901,-1.0,-26.0,-56.93400000000054,335.0,39.0,3.7050120000549214,-21.0,-44.0,-14.009999999995273
257,NGC7257,335.65181204,-4.12074649,22.0,22.0,36.43488960001264,-0.0,-16.0,-28.97915760000025,335.0,39.0,6.523343999933786,-4.0,-7.0,-14.687364000000542
258,NGC7258,335.7421028,-28.34519744,22.0,22.0,58.10467200001909,-1.0,-53.0,-22.847385600001218,335.0,44.0,31.57007999999223,-28.0,-20.0,-42.71078399999908
259,NGC7259,335.77310467,-28.95485462,22.0,23.0,5.545120800021834,-1.0,-55.0,-49.16510880000061,335.0,46.0,23.17681200003335,-28.0,-57.0,-17.476631999996357
260,NGC7260,335.65181204,-4.12074649,22.0,22.0,36.43488960001264,-0.0,-16.0,-28.97915760000025,335.0,39.0,6.523343999933786,-4.0,-7.0,-14.687364000000542
261,NGC7261,335.02916667,58.12805556,22.0,20.0,7.000000800019279,3.0,52.0,30.7333344000034,335.0,1.0,45.000011999982235,58.0,7.0,41.000015999999846
262,NGC7262,335.86898211,-32.36428408,22.0,23.0,28.555706400015595,-2.0,-9.0,-27.42817920000075,335.0,52.0,8.335595999965335,-32.0,-21.0,-51.422687999990444
263,NGC7263,335.43851053,36.35000611,22.0,21.0,45.24252720001499,2.0,25.0,24.001466400003153,335.0,26.0,18.63790799990511,36.0,21.0,0.021996000008925876
264,NGC7264,335.557525,36.38698056,22.0,22.0,13.806000000009817,2.0,25.0,32.875334400001606,335.0,33.0,27.08999999999378,36.0,23.0,13.13001599999211
265,NGC7265,335.61447083,36.20984722,22.0,22.0,27.472999200014954,2.0,24.0,50.36333280000093,335.0,36.0,52.09498800005804,36.0,12.0,35.4499920000012
266,NGC7266,335.9956375,-4.07341944,22.0,23.0,58.9530000000164,-0.0,-16.0,-17.620665600000294,335.0,59.0,44.29499999995187,-4.0,-4.0,-24.309984000001208
267,NGC7267,336.09087531,-33.69410355,22.0,24.0,21.81007440002162,-2.0,-14.0,-46.58485200000179,336.0,5.0,27.15111600000455,-33.0,-41.0,-38.772780000004445
268,NGC7268,336.41970833,-31.20068333,22.0,25.0,40.72999920001763,-2.0,-4.0,-48.163999200001264,336.0,25.0,10.94998799997029,-31.0,-12.0,-2.459988000001374
269,NGC7269,336.444275,-13.16641111,22.0,25.0,46.626000000014756,-0.0,-52.0,-39.938666400000926,336.0,26.0,39.3900000000167,-13.0,-9.0,-59.0799960000011
270,NGC7270,335.94809352,32.40306388,22.0,23.0,47.54244480001802,2.0,9.0,36.735331200001156,335.0,56.0,53.13667199995052,32.0,24.0,11.029967999991754
271,NGC7271,335.98992057,32.36686167,22.0,23.0,57.580936800013376,2.0,9.0,28.046800800001073,335.0,59.0,23.714051999932053,32.0,22.0,0.7020119999953067
272,NGC7272,336.13220161,16.58818452,22.0,24.0,31.72838640001089,1.0,6.0,21.164284800000264,336.0,7.0,55.92579599993314,16.0,35.0,17.464271999995162
273,NGC7273,336.03835572,36.19985667,22.0,24.0,9.205372800020086,2.0,24.0,47.96560080000191,336.0,2.0,18.080592000096658,36.0,11.0,59.48401200000944
274,NGC7274,336.04614167,36.12584167,22.0,24.0,11.07400080001554,2.0,24.0,30.202000800001656,336.0,2.0,46.11001199999009,36.0,7.0,33.03001199999926
275,NGC7275,336.07184991,32.44633833,22.0,24.0,17.243978400018136,2.0,9.0,47.12119920000152,336.0,4.0,18.659676000092986,32.0,26.0,46.81798800001161
276,NGC7276,336.05990417,36.08751389,22.0,24.0,14.377000800015196,2.0,24.0,21.003333600000502,336.0,3.0,35.65501199993378,36.0,5.0,15.050003999988348
277,NGC7277,336.545625,-31.14526667,22.0,26.0,10.950000000006241,-2.0,-4.0,-34.864000800002195,336.0,32.0,44.249999999901775,-31.0,-8.0,-42.96001200000575
278,NGC7278,337.09329167,-60.16980278,22.0,28.0,22.390000800016878,-4.0,-0.0,-40.752667200002435,337.0,5.0,35.85001199994622,-60.0,-10.0,-11.290007999991758
279,NGC7279,336.80279887,-35.14037241,22.0,27.0,12.67172880001965,-2.0,-20.0,-33.68937840000115,336.0,48.0,10.075932000013381,-35.0,-8.0,-25.340675999991618
280,NGC7280,336.61490748,16.1481748,22.0,26.0,27.577795200013497,1.0,4.0,35.56195200000033,336.0,36.0,53.666927999997824,16.0,8.0,53.429279999998585
281,NGC7281,336.325,57.81666667,22.0,25.0,18.000000000013472,3.0,51.0,16.00000080000129,336.0,19.0,29.999999999959073,57.0,49.0,1.1999987350463925e-05
282,NGC7282,336.47435815,40.31486067,22.0,25.0,53.84595600001205,2.0,41.0,15.566560800002947,336.0,28.0,27.68934000000172,40.0,18.0,53.49841200000583
283,NGC7283,337.13647208,17.47034069,22.0,28.0,32.75329920001553,1.0,9.0,52.881765600000534,337.0,8.0,11.299487999913254,17.0,28.0,13.22648400000162
284,NGC7284,337.1496875,-24.84404722,22.0,28.0,35.92500000002275,-1.0,-39.0,-22.57133280000133,337.0,8.0,58.875000000098225,-24.0,-50.0,-38.56999200000075
285,NGC7285,337.15429167,-24.84052778,22.0,28.0,37.030000800016865,-1.0,-39.0,-21.72666720000052,337.0,9.0,15.450012000073912,-24.0,-50.0,-25.90000799999501
286,NGC7286,336.96050833,29.09599167,22.0,27.0,50.52199920001101,1.0,56.0,23.038000800001726,336.0,57.0,37.82998799993493,29.0,5.0,45.570012000000304
287,NGC7287,337.2025,-22.20222222,22.0,28.0,48.60000000000866,-1.0,-28.0,-48.533332800000935,337.0,12.0,8.999999999950887,-22.0,-12.0,-7.999991999998031
288,NGC7288,337.0624375,-2.88455,22.0,28.0,14.98500000001826,-0.0,-11.0,-32.292000000000094,337.0,3.0,44.77499999995416,-2.0,-53.0,-4.3799999999995975
289,NGC7289,337.3344125,-35.47203056,22.0,29.0,20.25900000001343,-2.0,-21.0,-53.28733440000178,337.0,20.0,3.8849999999456486,-35.0,-28.0,-19.310016000001156
290,NGC7290,337.1102217,17.14748246,22.0,28.0,26.453208000016275,1.0,8.0,35.39579040000021,337.0,6.0,36.79812000003949,17.0,8.0,50.93685599999674
291,NGC7291,337.123075,16.78328056,22.0,28.0,29.538000000007685,1.0,7.0,7.987334400001362,337.0,7.0,23.069999999897846,16.0,46.0,59.81001600000525
292,NGC7292,337.109544,30.291641,22.0,28.0,26.290560000026346,2.0,1.0,9.993840000001661,337.0,6.0,34.35840000010103,30.0,17.0,29.907599999994545
293,NGC7293,337.41060545,-20.83715169,22.0,29.0,38.545308000012426,-1.0,-23.0,-20.916405600001013,337.0,24.0,38.17961999996896,-20.0,-50.0,-13.746083999996017
294,NGC7294,338.03357083,-25.39783056,22.0,32.0,8.05699920000393,-1.0,-41.0,-35.47933440000065,338.0,2.0,0.854987999905461,-25.0,-23.0,-52.190015999997
295,NGC7295,337.011831,52.289092,22.0,28.0,2.839440000007869,3.0,29.0,9.382080000001949,337.0,0.0,42.59159999990061,52.0,17.0,20.731199999987666
296,NGC7296,337.00416667,52.32277778,22.0,28.0,1.000000800023031,3.0,29.0,17.466667200002775,337.0,0.0,15.000012000064089,52.0,19.0,22.000008000009643
297,NGC7297,337.79298199,-37.8264506,22.0,31.0,10.31567760000712,-2.0,-31.0,-18.348144000002407,337.0,47.0,34.73516399995333,-37.0,-49.0,-35.22216000000412
298,NGC7298,337.711,-14.18827778,22.0,30.0,50.640000000018404,-0.0,-56.0,-45.18666720000084,337.0,42.0,39.60000000004584,-14.0,-11.0,-17.80000799999982
299,NGC7299,337.8879666,-37.80954546,22.0,31.0,33.11198400002354,-2.0,-31.0,-14.290910400001664,337.0,53.0,16.679760000097303,-37.0,-48.0,-34.36365600000897
300,NGC7300,337.74963333,-14.00355,22.0,30.0,59.91199920001833,-0.0,-56.0,-0.8520000000009986,337.0,44.0,58.67998799998077,-14.0,-0.0,-12.78000000000219
301,NGC7301,337.64461219,-17.57382224,22.0,30.0,34.70692560001538,-1.0,-10.0,-17.717337600000782,337.0,38.0,40.60388399991098,-17.0,-34.0,-25.760063999994145
302,NGC7302,338.09915,-14.12048056,22.0,32.0,23.79600000001318,-0.0,-56.0,-28.91533440000103,338.0,5.0,56.94000000003143,-14.0,-7.0,-13.73001600000265
303,NGC7303,337.88675,30.95595833,22.0,31.0,32.82000000001176,2.0,3.0,49.42999920000258,337.0,53.0,12.30000000002292,30.0,57.0,21.449988000005078
304,NGC7304,337.88675,30.95595833,22.0,31.0,32.82000000001176,2.0,3.0,49.42999920000258,337.0,53.0,12.30000000002292,30.0,57.0,21.449988000005078
305,NGC7305,338.058075,11.71236389,22.0,32.0,13.938000000013346,0.0,46.0,50.967333600000586,338.0,3.0,29.06999999990603,11.0,42.0,44.5100040000024
306,NGC7306,338.318575,-27.24663611,22.0,33.0,16.458000000016852,-1.0,-48.0,-59.19266640000188,338.0,19.0,6.870000000035361,-27.0,-14.0,-47.88999600000267
307,NGC7307,338.46888161,-40.93282078,22.0,33.0,52.531586400010326,-2.0,-43.0,-43.876987200001736,338.0,28.0,7.973795999937465,-40.0,-55.0,-58.15480800000046
308,NGC7308,338.6339125,-12.93376389,22.0,34.0,32.13900000001985,-0.0,-51.0,-44.10333360000081,338.0,38.0,2.08500000002914,-12.0,-56.0,-1.5500039999993476
309,NGC7309,338.58569167,-10.35703333,22.0,34.0,20.566000800022834,-0.0,-41.0,-25.687999200000462,338.0,35.0,8.490012000061142,-10.0,-21.0,-25.319988000000535
310,NGC7310,338.65377917,-22.48507222,22.0,34.0,36.90700080001278,-1.0,-29.0,-56.41733280000132,338.0,39.0,13.605012000025454,-22.0,-29.0,-6.259991999997396
311,NGC7311,338.52816667,5.57030833,22.0,34.0,6.760000800014723,0.0,22.0,16.873999200000114,338.0,31.0,41.40001200006736,5.0,34.0,13.10998799999851
312,NGC7312,338.64492917,5.81736944,22.0,34.0,34.78300080001645,0.0,23.0,16.16866560000048,338.0,38.0,41.74501200004215,5.0,49.0,2.529984000000809
313,NGC7313,338.8857125,-26.10175556,22.0,35.0,32.57100000001287,-1.0,-44.0,-24.421334400001058,338.0,53.0,8.565000000039618,-26.0,-6.0,-6.320016000003079
314,NGC7314,338.94248748,-26.05043723,22.0,35.0,46.19699520001461,-1.0,-44.0,-12.104935200000853,338.0,56.0,32.95492800004013,-26.0,-3.0,-1.5740279999999984
