,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
44,NGC7044,318.293,42.495,21.0,13.0,10.320000000016876,2.0,49.0,58.800000000000665,318.0,17.0,34.80000000002292,42.0,29.0,41.99999999999079
45,NGC7045,318.708594,4.506779,21.0,14.0,50.062560000014,0.0,18.0,1.6269600000001816,318.0,42.0,30.93840000001819,4.0,30.0,24.404399999999526
46,NGC7046,318.73345833,2.83483056,21.0,14.0,56.029999200013094,0.0,11.0,20.35933440000008,318.0,44.0,0.44998800006851525,2.0,50.0,5.390015999999491
47,NGC7047,319.11514167,-0.82649722,21.0,16.0,27.63400080001702,-0.0,-3.0,-18.359332800000033,319.0,6.0,54.510012000050665,-0.0,-49.0,-35.38999200000006
48,NGC7048,318.56354167,46.28780556,21.0,14.0,15.25000080001945,3.0,5.0,9.073334400002508,318.0,33.0,48.75001200002316,46.0,17.0,16.10001600000885
49,NGC7049,319.7510375,-48.56201111,21.0,19.0,0.24900000000997125,-3.0,-14.0,-14.882666400001767,319.0,45.0,3.7349999999833017,-48.0,-33.0,-43.23999600000093
50,NGC7050,318.803,36.165,21.0,15.0,12.720000000012988,2.0,24.0,39.600000000001714,318.0,48.0,10.799999999990177,36.0,9.0,53.99999999999693
51,NGC7051,319.96387441,-8.78298506,21.0,19.0,51.32985840001595,-0.0,-35.0,-7.916414400000349,319.0,57.0,49.947876000060205,-8.0,-46.0,-58.74621599999884
52,NGC7052,319.63769583,26.44684722,21.0,18.0,33.046999200011555,1.0,45.0,47.24333280000096,319.0,38.0,15.704987999943114,26.0,26.0,48.649991999995166
53,NGC7053,320.2818,23.08499444,21.0,21.0,7.6320000000103505,1.0,32.0,20.398665600001067,320.0,16.0,54.47999999991225,23.0,5.0,5.9799839999968185
54,NGC7054,320.181145,39.172194,21.0,20.0,43.4748000000198,2.0,36.0,41.326560000001535,320.0,10.0,52.12200000005396,39.0,10.0,19.898399999991057
55,NGC7055,319.85433398,57.58955374,21.0,19.0,25.04015520000337,3.0,50.0,21.492897600002863,319.0,51.0,15.602327999922636,57.0,35.0,22.393463999998175
56,NGC7056,320.53127915,18.66572224,21.0,22.0,7.506996000010986,1.0,14.0,39.773337600001284,320.0,31.0,52.60493999996015,18.0,39.0,56.60006400000327
57,NGC7057,321.24461567,-42.46042179,21.0,24.0,58.70776080000638,-2.0,-49.0,-50.501229600001665,321.0,14.0,40.6164119999039,-42.0,-27.0,-37.518443999992996
58,NGC7058,320.475,50.81666667,21.0,21.0,54.00000000001995,3.0,23.0,16.000000800000862,320.0,28.0,30.000000000081855,50.0,49.0,1.1999987350463925e-05
59,NGC7059,321.83940058,-60.01464731,21.0,27.0,21.45613920001523,-4.0,-0.0,-3.51535440000319,321.0,50.0,21.842088000062176,-60.0,-0.0,-52.730316000003086
60,NGC7060,321.47329031,-42.41118761,21.0,25.0,53.589674400012655,-2.0,-49.0,-38.685026400001874,321.0,28.0,23.845115999934023,-42.0,-24.0,-40.275395999996135
61,NGC7061,321.86181667,-49.06352222,21.0,27.0,26.836000800011846,-3.0,-16.0,-15.245332800003695,321.0,51.0,42.540011999985836,-49.0,-3.0,-48.67999200001066
62,NGC7062,320.862,46.39,21.0,23.0,26.880000000020914,3.0,5.0,33.60000000000163,320.0,51.0,43.20000000008349,46.0,23.0,24.000000000002046
63,NGC7063,321.1,36.48333333,21.0,24.0,24.000000000024215,2.0,25.0,55.99999920000187,321.0,6.0,8.185452315956354e-11,36.0,28.0,59.99998800000242
64,NGC7064,322.25958333,-52.76611111,21.0,29.0,2.299999200020011,-3.0,-31.0,-3.8666664000010087,322.0,15.0,34.49998799999321,-52.0,-45.0,-57.99999599998955
65,NGC7065,321.67721667,-6.99496111,21.0,26.0,42.53200080002216,-0.0,-27.0,-58.79066640000026,321.0,40.0,37.980012000025454,-6.0,-59.0,-41.859996000000734
66,NGC7066,321.557375,14.18304167,21.0,26.0,13.770000000010327,0.0,56.0,43.93000080000036,321.0,33.0,26.549999999924694,14.0,10.0,58.950011999998964
67,NGC7067,321.053,48.02,21.0,24.0,12.720000000020661,3.0,12.0,4.800000000003308,321.0,3.0,10.799999999990177,48.0,1.0,12.000000000011255
68,NGC7068,321.6347476,12.18438896,21.0,26.0,32.33942400001638,0.0,48.0,44.25335040000036,321.0,38.0,5.091360000092209,12.0,11.0,3.800255999998967
69,NGC7069,322.0245375,-1.64688611,21.0,28.0,5.889000000013027,-0.0,-6.0,-35.25266640000007,322.0,1.0,28.33500000002914,-1.0,-38.0,-48.789996000000144
70,NGC7070,322.60559167,-43.0871,21.0,30.0,25.3420008000262,-2.0,-52.0,-20.90400000000116,322.0,36.0,20.130012000086026,-43.0,-5.0,-13.55999999999824
71,NGC7071,321.66251,47.92,21.0,26.0,39.00240000001048,3.0,11.0,40.800000000002754,321.0,39.0,45.03599999999096,47.0,55.0,12.000000000006139
72,NGC7072,322.65387083,-43.15350556,21.0,30.0,36.92899920001764,-2.0,-52.0,-36.84133440000153,322.0,39.0,13.934988000060002,-43.0,-9.0,-12.62001599999735
73,NGC7073,322.35846542,-11.48826439,21.0,29.0,26.031700800014903,-0.0,-45.0,-57.18345360000029,322.0,21.0,30.47551200005728,-11.0,-29.0,-17.751803999997975
74,NGC7074,322.41186667,6.68255556,21.0,29.0,38.84800080001497,0.0,26.0,43.8133344000002,322.0,24.0,42.72001199998158,6.0,40.0,57.20001599999961
75,NGC7075,322.88748333,-38.61795833,21.0,31.0,32.99599920001924,-2.0,-34.0,-28.309999200001386,322.0,53.0,14.939988000032827,-38.0,-37.0,-4.649988000001599
76,NGC7076,321.59808333,62.892175,21.0,26.0,23.53999920001911,4.0,11.0,34.12200000000297,321.0,35.0,53.09998800003086,62.0,53.0,31.83000000000618
77,NGC7077,322.498475,2.414375,21.0,29.0,59.63400000001599,0.0,9.0,39.450000000000145,322.0,29.0,54.50999999994565,2.0,24.0,51.75000000000068
78,NGC7078,322.49304167,12.167,21.0,29.0,58.3300008000171,0.0,48.0,40.08000000000038,322.0,29.0,34.95001200009028,12.0,10.0,1.199999999999335
79,NGC7079,323.14684461,-44.06761458,21.0,32.0,35.24270640002271,-2.0,-56.0,-16.227499200001887,323.0,8.0,48.640596000059304,-44.0,-4.0,-3.412487999989935
80,NGC7080,322.50800384,26.71788332,21.0,30.0,1.920921600024883,1.0,46.0,52.29199680000093,322.0,30.0,28.8138240000535,26.0,43.0,4.379951999994773
81,NGC7081,322.85042746,2.49133406,21.0,31.0,24.102590400009092,0.0,9.0,57.92017440000006,322.0,51.0,1.5388559999701101,2.0,29.0,28.80261599999926
82,NGC7082,322.32083333,47.12666667,21.0,29.0,16.99999920002199,3.0,8.0,30.400000800002474,322.0,19.0,14.99998800009962,47.0,7.0,36.000011999995536
83,NGC7083,323.93598111,-63.90283346,21.0,35.0,44.63546640001539,-4.0,-15.0,-36.680030400003005,323.0,56.0,9.531996000000618,-63.0,-54.0,-10.200455999987526
84,NGC7084,323.1375,17.50833333,21.0,32.0,33.000000000014325,1.0,10.0,1.9999992000004596,323.0,8.0,14.999999999959073,17.0,30.0,29.999987999997302
85,NGC7085,323.10507083,6.58126389,21.0,32.0,25.216999200010832,0.0,26.0,19.503333600000374,323.0,6.0,18.254987999957848,6.0,34.0,52.55000399999943
86,NGC7086,322.6125,51.6,21.0,30.0,27.000000000013813,3.0,26.0,24.0000000000029,322.0,36.0,45.00000000004093,51.0,36.0,5.115907697472721e-12
87,NGC7087,323.63949583,-40.81865,21.0,34.0,33.47899920001737,-2.0,-43.0,-16.47600000000125,323.0,38.0,22.18498799995359,-40.0,-49.0,-7.139999999993165
88,NGC7088,323.342181,-0.382598,21.0,33.0,22.123440000006838,-0.0,-1.0,-31.823520000000013,323.0,20.0,31.851599999936298,-0.0,-22.0,-57.35280000000003
89,NGC7089,323.36258333,-0.82325,21.0,33.0,27.019999200021232,-0.0,-3.0,-17.580000000000034,323.0,21.0,45.299988000024314,-0.0,-49.0,-23.700000000000188
90,NGC7090,324.12027083,-54.55731944,21.0,36.0,28.8649992000083,-3.0,-38.0,-13.756665600002691,324.0,7.0,12.974987999932637,-54.0,-33.0,-26.349984000001996
91,NGC7091,323.53212017,-36.65610301,21.0,34.0,7.708840800005703,-2.0,-26.0,-37.4647224000023,323.0,31.0,55.63261199994486,-36.0,-39.0,-21.970836000008944
92,NGC7092,322.95,48.43333333,21.0,31.0,48.00000000001688,3.0,13.0,43.99999920000244,322.0,56.0,59.99999999995907,48.0,25.0,59.99998800001265
93,NGC7093,323.5875,45.965,21.0,34.0,21.000000000005627,3.0,3.0,51.60000000000327,323.0,35.0,14.999999999918145,45.0,57.0,54.00000000001228
94,NGC7094,324.22070336,12.78863903,21.0,36.0,52.96880640001916,0.0,51.0,9.273367200000564,324.0,13.0,14.532096000057209,12.0,47.0,19.100508000002066
95,NGC7095,328.11050545,-81.53084378,21.0,52.0,26.52130800001828,-5.0,-26.0,-7.40250720000418,328.0,6.0,37.8196200000184,-81.0,-31.0,-51.03760799999236
96,NGC7096,325.33038333,-63.90874167,21.0,41.0,19.291999200013663,-4.0,-15.0,-38.09800080000265,325.0,19.0,49.37998800006426,-63.0,-54.0,-31.47001199999181
97,NGC7097,325.05367917,-42.53939167,21.0,40.0,12.88300080002358,-2.0,-50.0,-9.454000800002689,325.0,3.0,13.245012000033967,-42.0,-32.0,-21.81001200000196
98,NGC7098,326.0669875,-75.11134167,21.0,44.0,16.077000000007615,-5.0,-0.0,-26.722000800004864,326.0,4.0,1.1549999999351712,-75.0,-6.0,-40.83001200000581
99,NGC7099,325.09216667,-23.17986111,21.0,40.0,22.120000800005357,-1.0,-32.0,-43.16666640000108,325.0,5.0,31.80001199993967,-23.0,-10.0,-47.499996000003364
100,NGC7100,324.89419583,8.87685278,21.0,39.0,34.6069992000173,0.0,35.0,30.444667200000453,324.0,53.0,39.10498800000369,8.0,52.0,36.670008000000394
101,NGC7101,324.89166667,8.9,21.0,39.0,34.00000080001945,0.0,35.0,36.00000000000051,324.0,53.0,30.000012000023162,8.0,54.0,1.2789769243681803e-12
102,NGC7102,324.93560833,6.28629722,21.0,39.0,44.54599920000447,0.0,25.0,8.711332800000378,324.0,56.0,8.189987999926416,6.0,17.0,10.669991999999269
103,NGC7103,324.96421375,-22.47373057,21.0,39.0,51.41130000000999,-1.0,-29.0,-53.695336800001456,324.0,57.0,51.16949999999633,-22.0,-28.0,-25.43005200000266
104,NGC7104,325.01325321,-22.42475126,21.0,40.0,3.1807704000200943,-1.0,-29.0,-41.94030240000103,325.0,0.0,47.71155600005841,-22.0,-25.0,-29.104536000002668
105,NGC7105,325.422292,-10.635512,21.0,41.0,41.35008000002017,-0.0,-42.0,-32.522880000000924,325.0,25.0,20.251200000097924,-10.0,-38.0,-7.843200000001076
106,NGC7106,325.6524109,-52.69951591,21.0,42.0,36.578616000018656,-3.0,-30.0,-47.88381840000291,325.0,39.0,8.679240000024038,-52.0,-41.0,-58.25727600000846
107,NGC7107,325.61033333,-44.79027778,21.0,42.0,26.47999920001098,-2.0,-59.0,-9.666667200001342,325.0,36.0,37.19998800001122,-44.0,-47.0,-25.000007999988156
108,NGC7108,325.47397083,-6.70881667,21.0,41.0,53.7529992000168,-0.0,-26.0,-50.11600080000022,325.0,28.0,26.29498799994508,-6.0,-42.0,-31.740011999999922
109,NGC7109,325.49379981,-34.44592099,21.0,41.0,58.511954400015895,-2.0,-17.0,-47.021037600001776,325.0,29.0,37.679315999944265,-34.0,-26.0,-45.31556399999147
110,NGC7110,325.5506,-34.16213611,21.0,42.0,12.144000000006656,-2.0,-16.0,-38.9126664000014,325.0,33.0,2.1599999999079955,-34.0,-9.0,-43.6899959999954
111,NGC7111,325.47397083,-6.70881667,21.0,41.0,53.7529992000168,-0.0,-26.0,-50.11600080000022,325.0,28.0,26.29498799994508,-6.0,-42.0,-31.740011999999922
112,NGC7112,325.59536667,12.49843333,21.0,42.0,22.888000800003567,0.0,49.0,59.62399920000024,325.0,35.0,43.32001199991282,12.0,29.0,54.35998799999723
113,NGC7113,325.61099167,12.56926944,21.0,42.0,26.638000800012946,0.0,50.0,16.62466560000027,325.0,36.0,39.57001199991282,12.0,34.0,9.369983999997658
114,NGC7114,325.43303206,42.84139977,21.0,41.0,43.92769440002354,2.0,51.0,21.935944800001863,325.0,25.0,58.91541600005894,42.0,50.0,29.03917200000876
115,NGC7115,325.91049167,-25.35160833,21.0,43.0,38.51800080002022,-1.0,-41.0,-24.385999200001578,325.0,54.0,37.77001199999631,-25.0,-21.0,-5.7899880000044845
116,NGC7116,325.66767087,28.9466491,21.0,42.0,40.24100880001839,1.0,55.0,47.19578400000046,325.0,40.0,3.6151319999817133,28.0,56.0,47.93675999999408
117,NGC7117,326.4460554,-48.42042912,21.0,45.0,47.0532960000142,-3.0,-13.0,-40.902988800002476,326.0,26.0,45.79943999991883,-48.0,-25.0,-13.544832000005158
118,NGC7118,326.54055833,-48.353775,21.0,46.0,9.733999200019525,-3.0,-13.0,-24.90600000000132,326.0,32.0,26.009988000037083,-48.0,-21.0,-13.589999999995825
119,NGC7119,326.56504167,-46.51597222,21.0,46.0,15.61000080002458,-3.0,-6.0,-3.8333328000030065,326.0,33.0,54.150012000100105,-46.0,-30.0,-57.49999200000673
120,NGC7120,326.13842917,-6.523125,21.0,44.0,33.22300080002009,-0.0,-26.0,-5.5500000000004945,326.0,8.0,18.34501199998158,-6.0,-31.0,-23.250000000001023
121,NGC7121,326.2190875,-3.61971667,21.0,44.0,52.58100000001974,-0.0,-14.0,-28.73200080000018,326.0,13.0,8.715000000001965,-3.0,-37.0,-10.980011999999704
122,NGC7122,326.449257,-8.829609,21.0,45.0,47.821680000012634,-0.0,-35.0,-19.10616000000033,326.0,26.0,57.325199999959295,-8.0,-49.0,-46.59239999999855
123,NGC7123,327.6940625,-70.33418889,21.0,50.0,46.575000000007094,-4.0,-41.0,-20.20533360000215,327.0,41.0,38.624999999901775,-70.0,-20.0,-3.0800039999746787
124,NGC7124,327.02252083,-50.56526944,21.0,48.0,5.404999200019915,-3.0,-22.0,-15.66466560000272,327.0,1.0,21.074988000068515,-50.0,-33.0,-54.96998400000564
125,NGC7125,327.3164375,-60.71317222,21.0,49.0,15.945000000016876,-4.0,-2.0,-51.161332800000565,327.0,18.0,59.17500000002292,-60.0,-42.0,-47.41999199998929
126,NGC7126,327.3255625,-60.60928333,21.0,49.0,18.135000000012838,-4.0,-2.0,-26.227999200003467,327.0,19.0,32.02499999996235,-60.0,-36.0,-33.41998799998805
127,NGC7127,325.922,54.615,21.0,43.0,41.28000000002146,3.0,38.0,27.600000000003035,325.0,55.0,19.200000000091677,54.0,36.0,54.00000000000716
128,NGC7128,325.9875,53.715,21.0,43.0,57.00000000001893,3.0,34.0,51.60000000000295,325.0,59.0,15.000000000040927,53.0,42.0,54.00000000001228
129,NGC7129,325.73333333,66.10333333,21.0,42.0,55.99999920001892,4.0,24.0,24.79999920000381,325.0,43.0,59.99998799997684,66.0,6.0,11.999987999993209
130,NGC7130,327.08120833,-34.95131389,21.0,48.0,19.489999200014267,-2.0,-19.0,-48.31533360000165,327.0,4.0,52.34998799993264,-34.0,-57.0,-4.730004000005579
131,NGC7131,326.90045,-13.18269167,21.0,47.0,36.10800000000751,-0.0,-52.0,-43.84600080000098,326.0,54.0,1.6199999999207648,-13.0,-10.0,-57.6900120000019
132,NGC7132,326.81915417,10.24120278,21.0,47.0,16.59700080001045,0.0,40.0,57.88866720000044,326.0,49.0,8.955011999964881,10.0,14.0,28.33000800000022
133,NGC7133,326.11125,66.16833333,21.0,44.0,26.700000000007265,4.0,24.0,40.399999200000494,326.0,6.0,40.4999999999427,66.0,10.0,5.999987999985024
134,NGC7134,327.23333333,-12.97333333,21.0,48.0,55.999999200011246,-0.0,-51.0,-53.599999200001065,327.0,13.0,59.99998799997684,-12.0,-58.0,-23.999988000003185
135,NGC7135,327.44166633,-34.87627486,21.0,49.0,45.99991920000605,-2.0,-19.0,-30.305966400002262,327.0,26.0,29.998787999911656,-34.0,-52.0,-34.58949600000835
136,NGC7136,327.42969,-11.793298,21.0,49.0,43.12560000000957,-0.0,-47.0,-10.391520000000867,327.0,25.0,46.88399999997728,-11.0,-47.0,-35.87280000000021
137,NGC7137,327.05439138,22.15957953,21.0,48.0,13.053931200019235,1.0,28.0,38.2990872000007,327.0,3.0,15.808968000096684,22.0,9.0,34.486307999994494
138,NGC7138,327.25456322,12.5142238,21.0,49.0,1.0951728000242156,0.0,50.0,3.413712000000828,327.0,15.0,16.42759200008186,12.0,30.0,51.20567999999963
139,NGC7139,326.535775,63.79151389,21.0,46.0,8.586000000010472,4.0,15.0,9.963333600002144,326.0,32.0,8.790000000003602,63.0,47.0,29.4500039999906
140,NGC7140,328.06396667,-55.56966389,21.0,52.0,15.352000800016015,-3.0,-42.0,-16.719333600002386,328.0,3.0,50.28001200004837,-55.0,-34.0,-10.790004000003819
141,NGC7141,328.06396667,-55.56966389,21.0,52.0,15.352000800016015,-3.0,-42.0,-16.719333600002386,328.0,3.0,50.28001200004837,-55.0,-34.0,-10.790004000003819
142,NGC7142,326.29166667,65.77166667,21.0,45.0,10.000000800008024,4.0,23.0,5.20000080000365,326.0,17.0,30.000011999941307,65.0,46.0,18.00001200000679
143,NGC7143,327.223643,29.954981,21.0,48.0,53.674320000005764,1.0,59.0,49.1954400000013,327.0,13.0,25.114799999932984,29.0,57.0,17.931600000000287
144,NGC7144,328.1770362,-48.25381226,21.0,52.0,42.48868800000764,-3.0,-13.0,-0.9149424000020545,328.0,10.0,37.33031999990999,-48.0,-15.0,-13.724135999987652
145,NGC7145,328.33432083,-47.88248889,21.0,53.0,20.236999200016896,-3.0,-11.0,-31.797333600001352,328.0,20.0,3.554988000087178,-47.0,-52.0,-56.9600039999915
146,NGC7146,327.94741667,3.01707222,21.0,51.0,47.38000080001342,0.0,12.0,4.097332800000153,327.0,56.0,50.70001199998387,3.0,1.0,1.459992000000696
147,NGC7147,327.99339214,3.07172193,21.0,51.0,58.4141136000207,0.0,12.0,17.213263200000064,327.0,59.0,36.21170400009305,3.0,4.0,18.198947999999362
148,NGC7148,328.09759583,3.42711111,21.0,52.0,23.422999200008405,0.0,13.0,42.50666640000006,328.0,5.0,51.34498799995981,3.0,25.0,37.59999599999915
149,NGC7149,328.04861667,3.30125,21.0,52.0,11.668000800019058,0.0,13.0,12.300000000000217,328.0,2.0,55.0200120000045,3.0,18.0,4.5000000000001705
150,NGC7150,327.599948,49.756072,21.0,50.0,23.98752000001565,3.0,19.0,1.457280000002683,327.0,35.0,59.81279999994058,49.0,45.0,21.85920000001147
151,NGC7151,328.77307083,-50.65550556,21.0,55.0,5.536999200008097,-3.0,-22.0,-37.321334400003394,328.0,46.0,23.054987999980767,-50.0,-39.0,-19.82001600000615
152,NGC7152,328.49594167,-29.28908333,21.0,53.0,59.026000800006955,-1.0,-57.0,-9.379999200001379,328.0,29.0,45.390011999925264,-29.0,-17.0,-20.699988000001497
153,NGC7153,328.64749167,-29.06358333,21.0,54.0,35.398000800019815,-1.0,-56.0,-15.259999200001744,328.0,38.0,50.970012000079805,-29.0,-3.0,-48.899988000000576
154,NGC7154,328.83774926,-34.81422576,21.0,55.0,21.05982240002362,-2.0,-19.0,-15.414182400000911,328.0,50.0,15.897336000034556,-34.0,-48.0,-51.212735999997676
155,NGC7155,329.04050079,-49.52198569,21.0,56.0,9.720189600019467,-3.0,-18.0,-5.276565600002385,329.0,2.0,25.802844000036202,-49.0,-31.0,-19.148484000003805
156,NGC7156,328.64010417,2.943,21.0,54.0,33.625000800007,0.0,11.0,46.32000000000012,328.0,38.0,24.37501199990038,2.0,56.0,34.800000000000324
