,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
31,NGC6031,241.96422259,-54.0508608,16.0,7.0,51.413421600013294,-3.0,-36.0,-12.20659200000398,241.0,57.0,51.20132399996919,-54.0,-3.0,-3.098880000008535
32,NGC6032,240.75468333,20.95597222,16.0,3.0,1.1239992000082566,1.0,23.0,49.433332800000755,240.0,45.0,16.85998800002153,20.0,57.0,21.499991999998542
33,NGC6033,241.11659167,-2.12093056,16.0,4.0,27.982000800010667,-0.0,-8.0,-29.023334400000138,241.0,6.0,59.730011999968156,-2.0,-7.0,-15.350016000000473
34,NGC6034,240.88368058,17.19869753,16.0,3.0,32.08333920000939,1.0,8.0,47.68740720000107,240.0,53.0,1.2500880000129655,17.0,11.0,55.31110800000164
35,NGC6035,240.8507375,20.89125,16.0,3.0,24.17700000000707,1.0,23.0,33.9000000000005,240.0,51.0,2.655000000029304,20.0,53.0,28.499999999997954
36,NGC6036,241.12812689,3.86847851,16.0,4.0,30.75045360000871,0.0,15.0,28.434842400000235,241.0,7.0,41.25680400001556,3.0,52.0,6.522636000000546
37,NGC6037,241.12459541,3.81513347,16.0,4.0,29.902898400007984,0.0,15.0,15.632032800000246,241.0,7.0,28.54347600004303,3.0,48.0,54.48049200000071
38,NGC6038,240.66895191,37.35948754,16.0,2.0,40.54845840001377,2.0,29.0,26.277009600003396,240.0,40.0,8.226876000014727,37.0,21.0,34.15514400001257
39,NGC6039,241.11083333,17.74166667,16.0,4.0,26.59999920000388,1.0,10.0,58.00000080000146,241.0,6.0,38.99998799996865,17.0,44.0,30.000012000002698
40,NGC6040,241.111375,17.75033056,16.0,4.0,26.730000000016787,1.0,11.0,0.07933440000066128,241.0,6.0,40.95000000003438,17.0,45.0,1.190015999993932
41,NGC6041,241.149145,17.721559,16.0,4.0,35.794800000011264,1.0,10.0,53.17416000000055,241.0,8.0,56.92200000001549,17.0,43.0,17.612399999997024
42,NGC6042,241.164868,17.700846,16.0,4.0,39.56832000000986,1.0,10.0,48.20304000000082,241.0,9.0,53.524800000045616,17.0,42.0,3.0455999999946926
43,NGC6043,241.25625,17.77583333,16.0,5.0,1.5000000000071623,1.0,11.0,6.199999200001436,241.0,15.0,22.499999999979536,17.0,46.0,32.99998800000395
44,NGC6044,241.24865879,17.87035485,16.0,4.0,59.678109600016285,1.0,11.0,28.885164000000216,241.0,14.0,55.171644000026845,17.0,52.0,13.277459999993653
45,NGC6045,241.2828459,17.75769264,16.0,5.0,7.883016000012333,1.0,11.0,1.8462336000002466,241.0,16.0,58.245240000044305,17.0,45.0,27.693503999994107
46,NGC6046,240.370663,19.359887,16.0,1.0,28.959120000011183,1.0,17.0,26.372880000001402,240.0,22.0,14.386800000027051,19.0,21.0,35.59320000000184
47,NGC6047,241.28744964,17.72988287,16.0,5.0,8.9879136000107,1.0,10.0,55.17188880000084,241.0,17.0,14.818704000019807,17.0,43.0,47.57833200000306
48,NGC6048,239.37559583,70.68911111,15.0,57.0,30.14299920001619,4.0,42.0,45.386666400004,239.0,22.0,32.144988000031844,70.0,41.0,20.7999959999961
49,NGC6049,241.408042,8.09625,16.0,5.0,37.93008000000384,0.0,32.0,23.100000000000307,241.0,24.0,28.951199999980872,8.0,5.0,46.49999999999821
50,NGC6050,241.34736346,17.75715721,16.0,5.0,23.367230400005212,1.0,11.0,1.7177304000010452,241.0,20.0,50.508455999988655,17.0,45.0,25.765955999996493
51,NGC6051,241.23626667,23.93287222,16.0,4.0,56.70400080001258,1.0,35.0,43.889332800000886,241.0,14.0,10.560011999971266,23.0,55.0,58.33999200000051
52,NGC6052,241.30362827,20.54239276,16.0,5.0,12.87078480001469,1.0,22.0,10.174262400000487,241.0,18.0,13.061771999964549,20.0,32.0,32.61393599999451
53,NGC6053,241.41664214,18.0557472,16.0,5.0,39.99411360001375,1.0,12.0,13.379328000000719,241.0,24.0,59.911703999976,18.0,3.0,20.68991999999639
54,NGC6054,241.37875,17.76833333,16.0,5.0,30.90000000001112,1.0,11.0,4.399999200000835,241.0,22.0,43.49999999998772,17.0,46.0,5.999988000002929
55,NGC6055,241.38562083,18.15966667,16.0,5.0,32.548999200008666,1.0,12.0,38.32000080000075,241.0,23.0,8.23498799997651,18.0,9.0,34.80001200000004
56,NGC6056,241.38032685,17.96362446,16.0,5.0,31.27844400001436,1.0,11.0,51.26987040000067,241.0,22.0,49.17665999995961,17.0,57.0,49.04805599999406
57,NGC6057,241.41520154,18.16435178,16.0,5.0,39.648369600004685,1.0,12.0,39.44442720000097,241.0,24.0,54.72554399999353,18.0,9.0,51.66640800000181
58,NGC6058,241.11061757,40.68304138,16.0,4.0,26.548216800003956,2.0,42.0,43.92993120000227,241.0,6.0,38.22325199995703,40.0,40.0,58.948967999995716
59,NGC6059,241.805452,-6.412966,16.0,7.0,13.308480000015095,-0.0,-25.0,-39.1118400000002,241.0,48.0,19.627200000008997,-6.0,-24.0,-46.6775999999998
60,NGC6060,241.46658333,21.48498333,16.0,5.0,51.97999920001166,1.0,25.0,56.395999200000304,241.0,27.0,59.69998799997029,21.0,29.0,5.939987999994969
61,NGC6061,241.5667826,18.24994983,16.0,6.0,16.027824000007627,1.0,12.0,59.98795920000017,241.0,34.0,0.41736000003766094,18.0,14.0,59.81938799999455
62,NGC6062,241.59509346,19.77794451,16.0,6.0,22.822430400008784,1.0,19.0,6.706682400001114,241.0,35.0,42.336455999952705,19.0,46.0,40.60023600000392
63,NGC6063,241.80417404,7.97901003,16.0,7.0,13.001769600012665,0.0,31.0,54.96240720000074,241.0,48.0,15.026543999972546,7.0,58.0,44.4361080000013
64,NGC6064,241.30362827,20.54239276,16.0,5.0,12.87078480001469,1.0,22.0,10.174262400000487,241.0,18.0,13.061771999964549,20.0,32.0,32.61393599999451
65,NGC6065,241.84575,13.88798056,16.0,7.0,22.980000000009966,0.0,55.0,33.11533440000062,241.0,50.0,44.70000000003438,13.0,53.0,16.730016000002905
66,NGC6066,241.8972625,13.94381944,16.0,7.0,35.34300000001622,0.0,55.0,46.51666560000095,241.0,53.0,50.145000000038635,13.0,56.0,37.74998400000143
67,NGC6067,243.29583333,-54.21833333,16.0,13.0,10.999999200005277,-3.0,-36.0,-52.39999920000301,243.0,17.0,44.99998799997684,-54.0,-13.0,-5.999988000000371
68,NGC6068,238.85739736,78.99663813,15.0,55.0,25.77536640001199,5.0,15.0,59.19315120000341,238.0,51.0,26.63049599997521,78.0,59.0,47.89726799997766
69,NGC6069,241.92353218,38.93073748,16.0,7.0,41.64772320001504,2.0,35.0,43.37699520000115,241.0,55.0,24.715847999982543,38.0,55.0,50.65492799999163
70,NGC6070,242.49452083,0.70931389,16.0,9.0,58.684999200015966,0.0,2.0,50.235333600000025,242.0,29.0,40.27498799999648,0.0,42.0,33.53000399999985
71,NGC6071,240.2455,70.60083056,16.0,0.0,58.920000000011896,4.0,42.0,24.199334400004773,240.0,14.0,43.79999999997381,70.0,36.0,2.9900160000204323
72,NGC6072,243.24317926,-36.22983376,16.0,12.0,58.363022400006344,-2.0,-24.0,-55.160102400001705,243.0,14.0,35.445336000018415,-36.0,-13.0,-47.4015359999936
73,NGC6073,242.54518828,16.69963654,16.0,10.0,10.845187200008866,1.0,6.0,47.91276960000058,242.0,32.0,42.67780799996672,16.0,41.0,58.691544000000704
74,NGC6074,242.82176566,14.25874939,16.0,11.0,17.223758400013764,0.0,57.0,2.099853600000472,242.0,49.0,18.3563760000402,14.0,15.0,31.497804000000684
75,NGC6075,242.844025,23.96514722,16.0,11.0,22.5660000000056,1.0,35.0,51.635332800000526,242.0,50.0,38.489999999956126,23.0,57.0,54.529991999995104
76,NGC6076,242.80583333,26.87277778,16.0,11.0,13.399999200015031,1.0,47.0,29.466667200001666,242.0,48.0,20.999988000046415,26.0,52.0,22.00000799999941
77,NGC6077,242.80880481,26.9234049,16.0,11.0,14.113154400009762,1.0,47.0,41.61717600000202,242.0,48.0,31.697315999992952,26.0,55.0,24.2576400000047
78,NGC6078,243.02267965,14.20877975,16.0,12.0,5.443116000009525,0.0,56.0,50.107140000000356,243.0,1.0,21.646739999951023,14.0,12.0,31.60709999999895
79,NGC6079,241.12185833,69.66580278,16.0,4.0,29.24599920001242,4.0,38.0,39.792667200004246,241.0,7.0,18.689988000032827,69.0,39.0,56.89000800002532
80,NGC6080,243.24333333,2.17694444,16.0,12.0,58.39999920000906,0.0,8.0,42.466665600000155,243.0,14.0,35.999988000046415,2.0,10.0,36.99998400000073
81,NGC6081,243.236875,9.86711944,16.0,12.0,56.85000000000457,0.0,39.0,28.108665600000364,243.0,14.0,12.749999999991815,9.0,52.0,1.6299839999990695
82,NGC6082,243.864835,-34.232753,16.0,15.0,27.560400000005814,-2.0,-16.0,-55.86072000000165,243.0,51.0,53.405999999997675,-34.0,-13.0,-57.91080000000875
83,NGC6083,243.30291667,14.18537222,16.0,13.0,12.700000800014948,0.0,56.0,44.48933280000034,243.0,18.0,10.500012000006791,14.0,11.0,7.339991999998716
84,NGC6084,243.56955,17.75728889,16.0,14.0,16.69200000001524,1.0,11.0,1.749333600001144,243.0,34.0,10.379999999972824,17.0,45.0,26.240004000005968
85,NGC6085,243.14676476,29.36504942,16.0,12.0,35.22354240001448,1.0,57.0,27.611860800001296,243.0,8.0,48.35313599998699,29.0,21.0,54.17791199999385
86,NGC6086,243.1480875,29.48485,16.0,12.0,35.541000000010854,1.0,57.0,56.36400000000123,243.0,8.0,53.11500000000933,29.0,29.0,5.460000000005607
87,NGC6087,244.70833333,-57.935,16.0,18.0,49.99999920000391,-3.0,-51.0,-44.40000000000353,244.0,42.0,29.999987999956375,-57.0,-56.0,-6.0000000000081855
88,NGC6088,242.67745553,57.46658245,16.0,10.0,42.589327200010985,3.0,49.0,51.97978800000229,242.0,40.0,38.83990800001129,57.0,27.0,59.69681999998954
89,NGC6089,243.16725,33.03483611,16.0,12.0,40.140000000012606,2.0,12.0,8.360666400001833,243.0,10.0,2.0999999999844476,33.0,2.0,5.409996000001911
90,NGC6090,242.91791667,52.45583333,16.0,11.0,40.30000080001713,3.0,29.0,49.39999920000233,242.0,55.0,4.500012000039533,52.0,27.0,20.99998799999014
91,NGC6091,241.97073333,69.90487778,16.0,7.0,52.97599920000977,4.0,39.0,37.17066720000503,241.0,58.0,14.639988000005815,69.0,54.0,17.560008000024254
92,NGC6092,243.19554014,27.98732102,16.0,12.0,46.929633600011584,1.0,51.0,56.95704480000117,243.0,11.0,43.94450399996913,27.0,59.0,14.355671999998378
93,NGC6093,244.26004167,-22.97608333,16.0,17.0,2.4100008000050366,-1.0,-31.0,-54.25999920000102,244.0,15.0,36.15001199997323,-22.0,-58.0,-33.89998800000569
94,NGC6094,241.64134167,72.4944,16.0,6.0,33.92200080000919,4.0,49.0,58.65600000000313,241.0,38.0,28.8300120000099,72.0,29.0,39.839999999995825
95,NGC6095,242.79586667,61.26792778,16.0,11.0,11.008000800009086,4.0,5.0,4.302667200003185,242.0,47.0,45.12001200003397,61.0,16.0,4.540008000003013
96,NGC6096,243.69457492,26.5588476,16.0,14.0,46.69798080000959,1.0,46.0,14.123424000001705,243.0,41.0,40.46971200002872,26.0,33.0,31.85136
97,NGC6097,243.60895,35.10911667,16.0,14.0,26.148000000006846,2.0,20.0,26.188000800000992,243.0,36.0,32.21999999997479,35.0,6.0,32.8200119999957
98,NGC6098,243.892435,19.461975,16.0,15.0,34.18440000001084,1.0,17.0,50.87400000000038,243.0,53.0,32.766000000021904,19.0,27.0,43.10999999999609
99,NGC6099,243.8980875,19.45344444,16.0,15.0,35.54100000001341,1.0,17.0,48.82666560000047,243.0,53.0,53.11500000000933,19.0,27.0,12.39998399999422
100,NGC6100,244.21825573,0.84131318,16.0,16.0,52.38137520000748,0.0,3.0,21.915163200000023,244.0,13.0,5.720628000035504,0.0,50.0,28.727447999999924
101,NGC6101,246.4505,-72.20219444,16.0,25.0,48.12000000001575,-4.0,-48.0,-48.526665600002445,246.0,27.0,1.8000000000188265,-72.0,-12.0,-7.899983999998312
102,NGC6102,243.90365417,28.15854444,16.0,15.0,36.87700080001264,1.0,52.0,38.05066560000171,243.0,54.0,13.155012000036095,28.0,9.0,30.75998400000003
103,NGC6103,243.93594583,31.96409167,16.0,15.0,44.62699920000972,2.0,7.0,51.382000800001855,243.0,56.0,9.404988000030698,31.0,57.0,50.73001199999425
104,NGC6104,244.12781241,35.7080442,16.0,16.0,30.674978400002715,2.0,22.0,49.93060800000251,244.0,7.0,40.12467599996398,35.0,42.0,28.959120000012035
105,NGC6105,244.28878252,34.87888413,16.0,17.0,9.307804800014026,2.0,19.0,30.932191200001782,244.0,17.0,19.617072000044118,34.0,52.0,43.98286800001074
106,NGC6106,244.69654576,7.41082367,16.0,18.0,47.17098240000837,0.0,29.0,38.59768080000045,244.0,41.0,47.56473599997207,7.0,24.0,38.96521200000031
107,NGC6107,244.33392917,34.90166111,16.0,17.0,20.143000800010498,2.0,19.0,36.398666400001076,244.0,20.0,2.145012000016777,34.0,54.0,5.979995999996959
108,NGC6108,244.3568132,35.13575513,16.0,17.0,25.635168000013948,2.0,20.0,32.581231200000786,244.0,21.0,24.527520000017375,35.0,8.0,8.718467999999007
109,NGC6109,244.41912917,35.0043,16.0,17.0,40.59100080000377,2.0,20.0,1.0320000000024976,244.0,25.0,8.86501199996701,35.0,0.0,15.480000000002292
110,NGC6110,244.43320933,35.08701461,16.0,17.0,43.97023920001885,2.0,20.0,20.883506400000584,244.0,25.0,59.55358800003978,35.0,5.0,13.25259599998958
111,NGC6111,243.59269903,63.26104632,16.0,14.0,22.247767200011594,4.0,13.0,2.6511168000038765,243.0,35.0,33.71650800002044,63.0,15.0,39.7667519999942
112,NGC6112,244.50237917,35.11020556,16.0,18.0,0.5710008000147582,2.0,20.0,26.449334400001234,244.0,30.0,8.565012000042316,35.0,6.0,36.74001599998974
113,NGC6113,244.7939507,14.13365711,16.0,19.0,10.548168000010207,0.0,56.0,32.07770640000035,244.0,47.0,38.222520000038,14.0,8.0,1.1655959999988852
114,NGC6114,244.598375,35.174375,16.0,18.0,23.610000000006153,2.0,20.0,41.85000000000052,244.0,35.0,54.15000000001555,35.0,10.0,27.749999999991815
115,NGC6115,246.18,-51.94,16.0,24.0,43.20000000000931,-3.0,-27.0,-45.60000000000201,246.0,10.0,48.000000000024556,-51.0,-56.0,-23.999999999991815
116,NGC6116,244.72741667,35.15384167,16.0,18.0,54.58000080000687,2.0,20.0,36.92200080000177,244.0,43.0,38.700011999987964,35.0,9.0,13.830011999994554
117,NGC6117,244.82564338,37.09521196,16.0,19.0,18.154411200007416,2.0,28.0,22.850870400002208,244.0,49.0,32.31616800000893,37.0,5.0,42.76305600000114
118,NGC6118,245.45259167,-2.28342222,16.0,21.0,48.622000800011165,-0.0,-9.0,-8.021332800000067,245.0,27.0,9.330012000013994,-2.0,-17.0,-0.31999199999930283
119,NGC6119,244.92472917,37.806175,16.0,19.0,41.93500080001854,2.0,31.0,13.482000000002472,244.0,55.0,29.025012000022343,37.0,48.0,22.2300000000115
120,NGC6120,244.95048526,37.77435648,16.0,19.0,48.1164624000121,2.0,31.0,5.845555200002082,244.0,57.0,1.746935999976813,37.0,46.0,27.683328000005645
121,NGC6121,245.89675,-26.52575,16.0,23.0,35.2200000000164,-1.0,-46.0,-6.180000000000945,245.0,53.0,48.29999999999018,-26.0,-31.0,-32.699999999994986
122,NGC6122,245.03979583,37.79820278,16.0,20.0,9.550999200007482,2.0,31.0,11.568667200001386,245.0,2.0,23.264988000009907,37.0,47.0,53.53000799998881
123,NGC6123,244.33225332,61.93916254,16.0,17.0,19.74079680001097,4.0,7.0,45.399009600002955,244.0,19.0,56.11195200002385,61.0,56.0,20.98514399999317
124,NGC6124,246.33333333,-40.65333333,16.0,25.0,19.999999200007323,-2.0,-42.0,-36.79999920000185,246.0,19.0,59.999987999956375,-40.0,-39.0,-11.999988000008557
125,NGC6125,244.79814167,57.98411111,16.0,19.0,11.554000800010158,3.0,51.0,56.18666640000228,244.0,47.0,53.31001200002447,57.0,59.0,2.7999960000022384
126,NGC6126,245.3663591,36.37661105,16.0,21.0,27.92618400001544,2.0,25.0,30.386652000002385,245.0,21.0,58.89276000003974,36.0,22.0,35.79978000000381
127,NGC6127,244.79814167,57.98411111,16.0,19.0,11.554000800010158,3.0,51.0,56.18666640000228,244.0,47.0,53.31001200002447,57.0,59.0,2.7999960000022384
128,NGC6128,244.79814167,57.98411111,16.0,19.0,11.554000800010158,3.0,51.0,56.18666640000228,244.0,47.0,53.31001200002447,57.0,59.0,2.7999960000022384
129,NGC6129,245.430275,37.996043,16.0,21.0,43.266000000006386,2.0,31.0,59.050320000001335,245.0,25.0,48.98999999998068,37.0,59.0,45.75480000000084
130,NGC6130,244.88929349,57.61497072,16.0,19.0,33.43043760001535,3.0,50.0,27.592972800002684,244.0,53.0,21.45656400000007,57.0,36.0,53.89459200000829
131,NGC6131,245.46764131,38.93246103,16.0,21.0,52.23391440001649,2.0,35.0,43.790647200001445,245.0,28.0,3.5087160000171025,38.0,55.0,56.85970799999609
132,NGC6132,245.91166667,11.78636389,16.0,23.0,38.80000080000315,0.0,47.0,8.727333600000975,245.0,54.0,42.00001199995768,11.0,47.0,10.910004000001834
133,NGC6133,245.071719,56.65242,16.0,20.0,17.212560000015742,3.0,46.0,36.58080000000197,245.0,4.0,18.188400000005913,56.0,39.0,8.711999999997602
134,NGC6134,246.94166667,-49.15166667,16.0,27.0,46.000000800011094,-3.0,-16.0,-36.400000800001706,246.0,56.0,30.00001199996177,-49.0,-9.0,-6.00001199999042
135,NGC6135,243.60375292,64.98266343,16.0,14.0,24.900700800018285,4.0,19.0,55.83922320000333,243.0,36.0,13.51051200001848,64.0,58.0,57.58834800000841
136,NGC6136,245.2475875,55.97048333,16.0,20.0,59.42100000000892,3.0,43.0,52.91599920000351,245.0,14.0,51.31500000003143,55.0,58.0,13.739988000001517
137,NGC6137,245.7628625,37.92235833,16.0,23.0,3.087000000018918,2.0,31.0,41.36599920000293,245.0,45.0,46.30500000004076,37.0,55.0,20.48998800000561
138,NGC6138,246.22564583,41.05078889,16.0,24.0,54.15499920000627,2.0,44.0,12.189333600001646,246.0,13.0,32.3249879999662,41.0,3.0,2.8400039999991122
139,NGC6139,246.9166125,-38.849175,16.0,27.0,39.9870000000152,-2.0,-35.0,-23.802000000002295,246.0,54.0,59.80500000004895,-38.0,-50.0,-57.03000000000884
140,NGC6140,245.24234167,65.39055,16.0,20.0,58.162000800011526,4.0,21.0,33.73200000000388,245.0,14.0,32.43001200000663,65.0,23.0,25.980000000016616
141,NGC6141,246.274339,40.928752,16.0,25.0,5.841360000007967,2.0,43.0,42.900480000003256,246.0,16.0,27.620399999991605,40.0,55.0,43.50720000001047
142,NGC6142,245.83790417,37.2585,16.0,23.0,21.09700080001147,2.0,29.0,2.040000000000788,245.0,50.0,16.45501200000581,37.0,15.0,30.599999999992633
143,NGC6143,245.42614583,55.08613056,16.0,21.0,42.27499920000582,3.0,40.0,20.67133440000319,245.0,25.0,34.124987999985024,55.0,5.0,10.07001600000308
144,NGC6144,246.80775,-26.0235,16.0,27.0,13.860000000009904,-1.0,-44.0,-5.640000000001351,246.0,48.0,27.89999999999509,-26.0,-1.0,-24.59999999999468
145,NGC6145,246.25983231,40.94664389,16.0,25.0,2.3597544000153903,2.0,43.0,47.19453360000102,246.0,15.0,35.39631600002622,40.0,56.0,47.918003999989764
146,NGC6146,246.29302124,40.89287194,16.0,25.0,10.325097600014033,2.0,43.0,34.289265600001926,246.0,17.0,34.87646400000585,40.0,53.0,34.33898399999691
147,NGC6147,246.27429167,40.92880556,16.0,25.0,5.830000800014545,2.0,43.0,42.91333440000187,246.0,16.0,27.450011999987964,40.0,55.0,43.700016000002506
148,NGC6148,246.76682262,24.09328586,16.0,27.0,4.037428800012606,1.0,36.0,22.388606400001265,246.0,46.0,0.5614319999972395,24.0,5.0,35.82909600000619
149,NGC6149,246.85097151,19.59719018,16.0,27.0,24.233162400006165,1.0,18.0,23.325643200000457,246.0,51.0,3.4974359999773696,19.0,35.0,49.88464799999406
150,NGC6150,246.45834583,40.48872778,16.0,25.0,50.002999200010834,2.0,41.0,57.29466720000204,246.0,27.0,30.044988000047397,40.0,29.0,19.420007999992208
151,NGC6151,249.7818,-73.24691667,16.0,39.0,7.6320000000129085,-4.0,-52.0,-59.26000080000449,249.0,46.0,54.48000000001457,-73.0,-14.0,-48.900012000016204
152,NGC6152,248.175,-52.63333333,16.0,32.0,42.00000000001893,-3.0,-30.0,-31.99999920000174,248.0,10.0,30.000000000040927,-52.0,-37.0,-59.9999879999973
153,NGC6153,247.87737881,-40.25351282,16.0,31.0,30.570914400012725,-2.0,-41.0,-0.8430768000019384,247.0,52.0,38.5637160000374,-40.0,-15.0,-12.646151999990707
154,NGC6154,246.377075,49.84013056,16.0,25.0,30.498000000011416,3.0,19.0,21.631334400002658,246.0,22.0,37.4699999999666,49.0,50.0,24.4700159999951
155,NGC6155,246.53472286,48.36678232,16.0,26.0,8.33348640000736,3.0,13.0,28.02775680000245,246.0,32.0,5.002295999956914,48.0,22.0,0.4163519999951859
156,NGC6156,248.71894649,-60.61884971,16.0,34.0,52.547157600016305,-4.0,-2.0,-28.523930400003223,248.0,43.0,8.207364000027155,-60.0,-37.0,-7.8589559999971925
157,NGC6157,246.45157053,55.36059763,16.0,25.0,48.376927200004616,3.0,41.0,26.54343120000277,246.0,27.0,5.653907999992498,55.0,21.0,38.151468000003206
158,NGC6158,246.92035792,39.38301075,16.0,27.0,40.88590080000529,2.0,37.0,31.922580000000522,246.0,55.0,13.288511999951425,39.0,22.0,58.83869999998865
159,NGC6159,246.85514,42.679726,16.0,27.0,25.233600000007357,2.0,50.0,43.1342400000031,246.0,51.0,18.504000000020824,42.0,40.0,47.01360000000818
160,NGC6160,246.92114167,40.9269,16.0,27.0,41.07400080001639,2.0,43.0,42.45600000000209,246.0,55.0,16.110011999990093,40.0,55.0,36.840000000012196
161,NGC6161,247.085675,32.80966667,16.0,28.0,20.562000000019225,2.0,11.0,14.320000800000408,247.0,5.0,8.430000000032578,32.0,48.0,34.80001199999492
