,Object,RA (degrees),DEC (degrees),RA (hms_h),RA (hms_m),RA (hms_s),DEC (hms_h),DEC (hms_m),DEC (hms_s),RA (dms_d),RA (dms_m),RA (dms_s),DEC (dms_d),DEC (dms_m),DEC (dms_s)
162,NGC6162,247.09322917,32.84944444,16.0,28.0,22.37500080001638,2.0,11.0,23.866665600002044,247.0,5.0,35.6250120000027,32.0,50.0,57.999983999997085
163,NGC6163,247.11633333,32.84629722,16.0,28.0,27.919999200017003,2.0,11.0,23.111332800001136,247.0,6.0,58.799988000012036,32.0,50.0,46.66999199998827
164,NGC6164,248.46827798,-48.11124351,16.0,33.0,52.38671520002043,-3.0,-12.0,-26.698442400001916,248.0,28.0,5.800728000037907,-48.0,-6.0,-40.47663600000476
165,NGC6165,248.46827798,-48.11124351,16.0,33.0,52.38671520002043,-3.0,-12.0,-26.698442400001916,248.0,28.0,5.800728000037907,-48.0,-6.0,-40.47663600000476
166,NGC6166,247.15935154,39.55117549,16.0,28.0,38.24436960000497,2.0,38.0,12.282117600001357,247.0,9.0,33.66554399995948,39.0,33.0,4.231763999994769
167,NGC6167,248.64166667,-49.77166667,16.0,34.0,34.00000080001092,-3.0,-19.0,-5.200000800003011,248.0,38.0,30.000012000023162,-49.0,-46.0,-18.00001200000679
168,NGC6168,247.839489,20.183716,16.0,31.0,21.477360000005206,1.0,20.0,44.09184000000117,247.0,50.0,22.160399999950187,20.0,11.0,1.3776000000015642
169,NGC6169,248.528,-44.016,16.0,34.0,6.720000000004802,-2.0,-56.0,-3.840000000002135,248.0,31.0,40.799999999969714,-44.0,-0.0,-57.599999999993656
170,NGC6170,246.90209,59.562492,16.0,27.0,36.50160000000284,3.0,58.0,14.99808000000229,246.0,54.0,7.523999999953048,59.0,33.0,44.971199999995974
171,NGC6171,248.13275,-13.05377778,16.0,32.0,31.86000000001485,-0.0,-52.0,-12.906667200000612,248.0,7.0,57.89999999995416,-13.0,-3.0,-13.600008000002788
172,NGC6172,245.54292377,-1.51484458,16.0,22.0,10.301704800007201,-0.0,-6.0,-3.562699200000079,245.0,32.0,34.525571999954536,-1.0,-30.0,-53.440488000000386
173,NGC6173,247.437155,40.811611,16.0,29.0,44.917200000005266,2.0,43.0,14.786640000002365,247.0,26.0,13.757999999963886,40.0,48.0,41.7995999999971
174,NGC6174,247.44866077,40.87199899,16.0,29.0,47.67858480000683,2.0,43.0,29.279757600002938,247.0,26.0,55.17877200001294,40.0,52.0,19.1963640000057
175,NGC6175,247.49200417,40.62867778,16.0,29.0,58.08100080000628,2.0,42.0,30.882667200001777,247.0,29.0,31.215012000004663,40.0,37.0,43.24000799998828
176,NGC6176,246.90229668,59.56252449,16.0,27.0,36.5512032000143,3.0,58.0,15.005877600002862,246.0,54.0,8.268048000022645,59.0,33.0,45.088164000004554
177,NGC6177,247.66207917,35.05651111,16.0,30.0,38.8990008000107,2.0,20.0,13.562666400001433,247.0,39.0,43.485011999994185,35.0,3.0,23.439996000008705
178,NGC6178,248.94583333,-45.64333333,16.0,35.0,46.99999920001261,-3.0,-2.0,-34.39999920000105,248.0,56.0,44.9999879999973,-45.0,-38.0,-35.99998799999014
179,NGC6179,247.69602272,35.10223156,16.0,30.0,47.04545280001753,2.0,20.0,24.535574400001252,247.0,41.0,45.681792000007135,35.0,6.0,8.033615999999597
180,NGC6180,247.64128594,40.53939241,16.0,30.0,33.90862560001011,2.0,42.0,9.454178400001183,247.0,38.0,28.629383999959828,40.0,32.0,21.812675999992166
181,NGC6181,248.08737083,19.82660278,16.0,32.0,20.968999200005385,1.0,19.0,18.384667200001275,248.0,5.0,14.534987999991245,19.0,49.0,35.77000800000633
182,NGC6182,247.39167172,55.51778444,16.0,29.0,34.00121280001315,3.0,42.0,4.268265600002508,247.0,23.0,30.01819200001819,55.0,31.0,4.0239839999992455
183,NGC6183,250.4246375,-69.37211667,16.0,41.0,41.91300000000325,-4.0,-37.0,-29.308000800003526,250.0,25.0,28.694999999959236,-69.0,-22.0,-19.620011999988947
184,NGC6184,247.89392083,40.56558056,16.0,31.0,34.54099920001937,2.0,42.0,15.73933440000232,247.0,53.0,38.11498800004756,40.0,33.0,56.090016000002834
185,NGC6185,248.32430538,35.34234419,16.0,33.0,17.83329120000559,2.0,21.0,22.16260560000137,248.0,19.0,27.49936799999432,35.0,20.0,32.43908399999498
186,NGC6186,248.6061875,21.54083611,16.0,34.0,25.485000000013827,1.0,26.0,9.800666400001035,248.0,36.0,22.275000000015552,21.0,32.0,27.00999600000273
187,NGC6187,247.90311589,57.70672265,16.0,31.0,36.74781360001248,3.0,50.0,49.61343600000333,247.0,54.0,11.21720400003369,57.0,42.0,24.20154000001162
188,NGC6188,250.0,-48.5,16.0,40.0,1.7053025658242404e-11,-3.0,-14.0,-1.8118839761882555e-12,250.0,0.0,0.0,-48.0,-30.0,-0.0
189,NGC6189,247.92054167,59.62638889,16.0,31.0,40.9300008000082,3.0,58.0,30.33333360000242,247.0,55.0,13.950012000020706,59.0,37.0,35.00000400000431
190,NGC6190,248.02791315,58.4389888,16.0,32.0,6.699156000013602,3.0,53.0,45.35731200000271,248.0,1.0,40.48733999996102,58.0,26.0,20.359679999989453
191,NGC6191,242.877022,58.785833,16.0,11.0,30.4852800000171,3.0,55.0,8.599920000001333,242.0,52.0,37.279200000039054,58.0,47.0,8.998799999988023
192,NGC6192,250.09583333,-43.36666667,16.0,40.0,22.999999200017385,-2.0,-53.0,-28.000000800002738,250.0,5.0,44.999988000017765,-43.0,-22.0,-1.2000002698187018e-05
193,NGC6193,250.33333333,-48.76333333,16.0,41.0,19.999999200003913,-3.0,-15.0,-3.1999992000033117,250.0,19.0,59.999987999956375,-48.0,-45.0,-47.99998800000651
194,NGC6194,249.15482136,36.20044004,16.0,36.0,37.1571264000076,2.0,24.0,48.10560960000046,249.0,9.0,17.35689599999887,36.0,12.0,1.5841439999877593
195,NGC6195,249.13568995,39.02789151,16.0,36.0,32.56558800000931,2.0,36.0,6.693962400001681,249.0,8.0,8.483819999999014,39.0,1.0,40.40943600001242
196,NGC6196,249.47479167,36.07314167,16.0,37.0,53.950000800010685,2.0,24.0,17.554000800002143,249.0,28.0,29.25001200000679,36.0,4.0,23.310011999993776
197,NGC6197,249.49948251,35.99552615,16.0,37.0,59.8758024000179,2.0,23.0,58.92627600000189,249.0,29.0,58.137036000025546,35.0,59.0,43.894140000012385
198,NGC6198,248.87775412,57.48679703,16.0,35.0,30.660988800008226,3.0,49.0,56.83128720000212,248.0,52.0,39.91483199996992,57.0,29.0,12.469307999993475
199,NGC6199,249.87068527,36.05897988,16.0,39.0,28.964464800016856,2.0,24.0,14.155171200003167,249.0,52.0,14.466971999984253,36.0,3.0,32.32756800000914
200,NGC6200,251.025,-47.46666667,16.0,44.0,6.000000000010743,-3.0,-9.0,-52.00000080000308,251.0,1.0,30.000000000020464,-47.0,-28.0,-1.2000007814094715e-05
201,NGC6201,250.06005977,23.76533067,16.0,40.0,14.414344800019308,1.0,35.0,3.67936080000149,250.0,3.0,36.21517200003382,23.0,45.0,55.190412000003164
202,NGC6202,250.8468625,61.98389722,16.0,43.0,23.24700000000604,4.0,7.0,56.13533280000411,250.0,50.0,48.704999999949905,61.0,59.0,2.029992000010452
203,NGC6203,250.11409167,23.77476389,16.0,40.0,27.382000800008655,1.0,35.0,5.943333600001068,250.0,6.0,50.73001199997634,23.0,46.0,29.15000399999684
204,NGC6204,251.535,-47.02,16.0,46.0,8.400000000006855,-3.0,-8.0,-4.800000000002562,251.0,32.0,5.999999999987722,-47.0,-1.0,-12.000000000011255
205,NGC6205,250.423475,36.46131944,16.0,41.0,41.63400000001701,2.0,25.0,50.71666560000139,250.0,25.0,24.509999999986576,36.0,27.0,40.7499839999889
206,NGC6206,250.03291594,58.61735803,16.0,40.0,7.899825600017607,3.0,54.0,28.16592720000301,250.0,1.0,58.49738400003389,58.0,37.0,2.4889079999940122
207,NGC6207,250.765625,36.832425,16.0,43.0,3.7500000000162004,2.0,27.0,19.78200000000143,250.0,45.0,56.25,36.0,49.0,56.73000000000229
208,NGC6208,252.36666667,-53.72833333,16.0,49.0,28.00000080001638,-3.0,-34.0,-54.79999920000168,252.0,22.0,1.2000002698187018e-05,-53.0,-43.0,-41.99998799999321
209,NGC6209,253.73947083,-72.58712778,16.0,54.0,57.47299920000643,-4.0,-50.0,-20.910667200003275,253.0,44.0,22.09498799995572,-72.0,-35.0,-13.660008000010748
210,NGC6210,251.12299832,23.79985869,16.0,44.0,29.51959680001636,1.0,35.0,11.966085600001435,251.0,7.0,22.793951999976798,23.0,47.0,59.49128400000234
211,NGC6211,250.3650375,57.78366389,16.0,41.0,27.60900000001186,3.0,51.0,8.079333600002911,250.0,21.0,54.134999999998854,57.0,47.0,1.1900039999989076
212,NGC6212,250.84641215,39.80644538,16.0,43.0,23.138916000015968,2.0,39.0,13.546891200001596,250.0,50.0,47.08373999997093,39.0,48.0,23.203367999998363
213,NGC6213,250.40509167,57.81480833,16.0,41.0,37.222000800012154,3.0,51.0,15.553999200002124,250.0,24.0,18.33001199996488,57.0,48.0,53.309987999993496
214,NGC6214,249.88310051,66.03958488,16.0,39.0,31.94412240000645,4.0,24.0,9.500371200003102,249.0,52.0,59.161835999968844,66.0,2.0,22.50556800002414
215,NGC6215,252.77837917,-58.99346111,16.0,51.0,6.811000800007037,-3.0,-55.0,-58.43066640000174,252.0,46.0,42.16501199997765,-58.0,-59.0,-36.459995999994135
216,NGC6216,252.338,-44.72,16.0,49.0,21.12000000000961,-2.0,-58.0,-52.80000000000271,252.0,20.0,16.7999999999779,-44.0,-43.0,-11.999999999995907
217,NGC6217,248.1634488,78.19818578,16.0,32.0,39.22771200001051,5.0,12.0,47.56458720000431,248.0,9.0,48.415679999991426,78.0,11.0,53.46880800001031
218,NGC6218,251.80908333,-1.94852778,16.0,47.0,14.179999200007671,-0.0,-7.0,-47.64666720000012,251.0,48.0,32.69998799997438,-1.0,-56.0,-54.700008000000366
219,NGC6219,251.59380286,9.0378284,16.0,46.0,22.51268640001541,0.0,36.0,9.07881600000053,251.0,35.0,37.690296000039325,9.0,2.0,16.182240000001542
220,NGC6220,251.80543333,-0.27528056,16.0,47.0,13.303999200006729,-0.0,-1.0,-6.067334400000015,251.0,48.0,19.55998799999861,-0.0,-16.0,-31.010016000000107
221,NGC6221,253.1930375,-59.21694167,16.0,52.0,46.329000000007454,-3.0,-56.0,-52.066000800002286,253.0,11.0,34.935000000009495,-59.0,-13.0,-0.9900119999895196
222,NGC6222,252.615,-44.73,16.0,50.0,27.600000000016678,-2.0,-58.0,-55.200000000000955,252.0,36.0,54.00000000003274,-44.0,-43.0,-47.999999999988745
223,NGC6223,250.76808333,61.57893889,16.0,43.0,4.339999200014404,4.0,6.0,18.945333600002954,250.0,46.0,5.099987999985842,61.0,34.0,44.18000400001233
224,NGC6224,252.0773,6.31220556,16.0,48.0,18.552000000012185,0.0,25.0,14.929334400000158,252.0,4.0,38.280000000029304,6.0,18.0,43.940015999999176
225,NGC6225,252.08989167,6.22276389,16.0,48.0,21.574000800013664,0.0,24.0,53.463333600000524,252.0,5.0,23.610011999949165,6.0,13.0,21.95000400000147
226,NGC6226,250.8468625,61.98389722,16.0,43.0,23.24700000000604,4.0,7.0,56.13533280000411,250.0,50.0,48.704999999949905,61.0,59.0,2.029992000010452
227,NGC6227,252.8905,-41.230528,16.0,51.0,33.720000000011794,-2.0,-44.0,-55.32672000000247,252.0,53.0,25.80000000001064,-41.0,-13.0,-49.90079999999864
228,NGC6228,252.01103687,26.21354,16.0,48.0,2.6488488000165944,1.0,44.0,51.24960000000087,252.0,0.0,39.73273199999312,26.0,12.0,48.74399999999383
229,NGC6229,251.7443375,47.52677222,16.0,46.0,58.641000000009456,3.0,10.0,6.425332800001549,251.0,44.0,39.615000000001146,47.0,31.0,36.37999199999285
230,NGC6230,252.69457917,4.60473611,16.0,50.0,46.69900080000957,0.0,18.0,25.13666640000025,252.0,41.0,40.48501199999009,4.0,36.0,17.049996000000363
231,NGC6231,253.53545833,-41.82666667,16.0,54.0,8.509999200012999,-2.0,-47.0,-18.40000080000209,253.0,32.0,7.649988000041503,-41.0,-49.0,-36.00001200000577
232,NGC6232,250.83430417,70.63253056,16.0,43.0,20.233000800014338,4.0,42.0,31.80733440000367,250.0,50.0,3.495011999984854,70.0,37.0,57.11001600002305
233,NGC6233,252.5655375,23.57985556,16.0,50.0,15.729000000008853,1.0,34.0,19.165334400000944,252.0,33.0,55.93500000001768,23.0,34.0,47.480015999994976
234,NGC6234,252.9889375,4.38355833,16.0,51.0,57.34500000001589,0.0,17.0,32.05399920000012,252.0,59.0,20.174999999969714,4.0,23.0,0.8099879999986115
235,NGC6235,253.35566667,-22.17744444,16.0,53.0,25.360000800017417,-1.0,-28.0,-42.5866656000003,253.0,21.0,20.40001200001825,-22.0,-10.0,-38.799983999994936
236,NGC6236,251.144575,70.78026667,16.0,44.0,34.6980000000093,4.0,43.0,7.264000800003316,251.0,8.0,40.47000000001162,70.0,46.0,48.960012000011375
237,NGC6237,251.59516667,70.35505556,16.0,46.0,22.840000800008795,4.0,41.0,25.21333440000305,251.0,35.0,42.60001199999124,70.0,21.0,18.20001599998818
238,NGC6238,251.8193375,62.147,16.0,47.0,16.641000000005874,4.0,8.0,35.2800000000024,251.0,49.0,9.614999999960219,62.0,8.0,49.199999999994475
239,NGC6239,252.52095,42.73984444,16.0,50.0,5.028000000014288,2.0,50.0,57.56266560000185,252.0,31.0,15.41999999999689,42.0,44.0,23.439983999995775
240,NGC6240,253.24525417,2.40098611,16.0,52.0,58.86100080001768,0.0,9.0,36.23666640000007,253.0,14.0,42.91501200003495,2.0,24.0,3.5499959999994246
241,NGC6241,252.5456042,45.42060299,16.0,50.0,10.945008000010148,3.0,1.0,40.944717600001255,252.0,32.0,44.1751200000499,45.0,25.0,14.170763999996439
242,NGC6242,253.9,-39.46666667,16.0,55.0,36.00000000000989,-2.0,-37.0,-52.0000008000018,253.0,54.0,2.0463630789890885e-11,-39.0,-28.0,-1.2000007814094715e-05
243,NGC6243,253.10951549,23.33259102,16.0,52.0,26.283717600017837,1.0,33.0,19.821844800000576,253.0,6.0,34.255764000024556,23.0,19.0,57.32767199999586
244,NGC6244,252.01622083,62.20047778,16.0,48.0,3.8929992000132074,4.0,8.0,48.114667200003396,252.0,0.0,58.394988000031844,62.0,12.0,1.7200079999997797
245,NGC6245,251.32958333,70.83138889,16.0,45.0,19.099999200011553,4.0,43.0,19.533333600003715,251.0,19.0,46.49998799996865,70.0,49.0,53.00000399999817
246,NGC6246,252.46954167,55.54188889,16.0,49.0,52.69000080001746,3.0,42.0,10.053333600002361,252.0,28.0,10.350012000044444,55.0,32.0,30.800004000009835
247,NGC6247,252.08432083,62.97633333,16.0,48.0,20.23699920000837,4.0,11.0,54.31999920000493,252.0,5.0,3.55498799998486,62.0,58.0,34.79998800000999
248,NGC6248,251.59516667,70.35505556,16.0,46.0,22.840000800008795,4.0,41.0,25.21333440000305,251.0,35.0,42.60001199999124,70.0,21.0,18.20001599998818
249,NGC6249,254.4,-44.81666667,16.0,57.0,36.00000000001586,-2.0,-59.0,-16.00000080000129,254.0,24.0,2.0463630789890885e-11,-44.0,-49.0,-1.1999987350463925e-05
250,NGC6250,254.49166667,-45.94333333,16.0,57.0,58.00000080001297,-3.0,-3.0,-46.39999920000271,254.0,29.0,30.000012000002698,-45.0,-56.0,-35.99998800000549
251,NGC6251,248.13320792,82.53788888,16.0,32.0,31.969900800014557,5.0,30.0,9.093331200001842,248.0,7.0,59.54851199996256,82.0,32.0,16.399967999989258
252,NGC6252,248.16888333,82.57681944,16.0,32.0,40.53199920000765,5.0,30.0,18.43666560000159,248.0,10.0,7.979987999999594,82.0,34.0,36.54998399997908
253,NGC6253,254.77,-52.7,16.0,59.0,4.800000000009277,-3.0,-30.0,-48.000000000002814,254.0,46.0,12.000000000036835,-52.0,-42.0,-1.0231815394945443e-11
254,NGC6254,254.28770833,-4.10030556,16.0,57.0,9.049999200007903,-0.0,-16.0,-24.073334400000164,254.0,17.0,15.749987999952282,-4.0,-6.0,-1.1000159999992576
255,NGC6255,253.69984583,36.50087778,16.0,54.0,47.96299920001047,2.0,26.0,0.2106672000022769,253.0,41.0,59.444987999952446,36.0,30.0,3.1600080000117714
256,NGC6256,254.88616667,-37.12141667,16.0,59.0,32.680000800009736,-2.0,-28.0,-29.14000080000264,254.0,53.0,10.200011999979779,-37.0,-7.0,-17.10001200000761
257,NGC6257,254.01446667,39.64563333,16.0,56.0,3.47200080000448,2.0,38.0,34.95199920000189,254.0,0.0,52.08001199996488,39.0,38.0,44.27998800000921
258,NGC6258,253.12412678,60.5145163,16.0,52.0,29.790427200015586,4.0,2.0,3.4839120000007284,253.0,7.0,26.856408000041938,60.0,30.0,52.258679999988544
259,NGC6259,255.1875,-44.655,17.0,0.0,45.00000000001023,-2.0,-58.0,-37.20000000000283,255.0,11.0,15.0,-44.0,-39.0,-18.000000000004093
260,NGC6260,252.96090324,63.71457024,16.0,51.0,50.616777600007765,4.0,14.0,51.49685760000246,252.0,57.0,39.25166399997579,63.0,42.0,52.45286400000168
261,NGC6261,254.12719182,27.97756649,16.0,56.0,30.526036800012832,1.0,51.0,54.61595760000108,254.0,7.0,37.89055200002622,27.0,58.0,39.239364000003434
262,NGC6262,254.678375,57.09836944,16.0,58.0,42.8100000000083,3.0,48.0,23.60866560000275,254.0,40.0,42.149999999958254,57.0,5.0,54.12998399999651
263,NGC6263,254.1801625,27.82221111,16.0,56.0,43.23900000000634,1.0,51.0,17.33066640000203,254.0,10.0,48.58499999998003,27.0,49.0,19.959996000004878
264,NGC6264,254.317125,27.84964167,16.0,57.0,16.110000000007858,1.0,51.0,23.914000800000963,254.0,19.0,1.6500000000155524,27.0,50.0,58.710012000001655
265,NGC6265,254.37130615,27.84429052,16.0,57.0,29.11347600001932,1.0,51.0,22.62972480000201,254.0,22.0,16.702140000033978,27.0,50.0,39.445872000004556
266,NGC6266,255.3025,-30.11236111,17.0,1.0,12.600000000018383,-2.0,-0.0,-26.966666400000783,255.0,18.0,9.000000000032742,-30.0,-6.0,-44.499995999994155
267,NGC6267,254.53607557,22.98511548,16.0,58.0,8.658136800016507,1.0,31.0,56.427715200001316,254.0,32.0,9.87205200003018,22.0,59.0,6.415728000003753
268,NGC6268,255.532,-39.715,17.0,2.0,7.6800000000179125,-2.0,-38.0,-51.6000000000021,255.0,31.0,55.20000000003847,-39.0,-42.0,-54.00000000001228
269,NGC6269,254.49207917,27.85436667,16.0,57.0,58.099000800018814,1.0,51.0,25.048000800001518,254.0,29.0,31.485012000039205,27.0,51.0,15.720012000003578
270,NGC6270,254.6317,27.586425,16.0,58.0,31.608000000012453,1.0,50.0,20.742000000000473,254.0,37.0,54.119999999982156,27.0,35.0,11.129999999994311
271,NGC6271,254.71113677,27.96500196,16.0,58.0,50.67282480001694,1.0,51.0,51.600470400000944,254.0,42.0,40.09237199998552,27.0,57.0,54.007055999994975
272,NGC6272,254.74272083,27.93090278,16.0,58.0,58.25299920000589,1.0,51.0,43.416667200000916,254.0,44.0,33.794987999986006,27.0,55.0,51.250008000000946
273,NGC6273,255.65704167,-26.26794444,17.0,2.0,37.69000080001234,-1.0,-45.0,-4.306665600001907,255.0,39.0,25.350012000044444,-26.0,-16.0,-4.599984000003019
274,NGC6274,254.83519167,29.94610833,16.0,59.0,20.446000800010324,1.0,59.0,47.065999200001585,254.0,50.0,6.6900120000013885,29.0,56.0,45.98998800000459
275,NGC6275,253.888978,63.242155,16.0,55.0,33.35472000000976,4.0,12.0,58.11720000000264,253.0,53.0,20.32080000003134,63.0,14.0,31.757999999988442
276,NGC6276,255.187425,23.04400833,17.0,0.0,44.98200000000452,1.0,32.0,10.561999200001395,255.0,11.0,14.729999999965457,23.0,2.0,38.42998800000174
277,NGC6277,255.187425,23.04400833,17.0,0.0,44.98200000000452,1.0,32.0,10.561999200001395,255.0,11.0,14.729999999965457,23.0,2.0,38.42998800000174
278,NGC6278,255.20968153,23.01104436,17.0,0.0,50.323567200017294,1.0,32.0,2.650646400000767,255.0,12.0,34.853508000041984,23.0,0.0,39.75969599999871
279,NGC6279,254.75595832,47.23715691,16.0,59.0,1.429996800003721,3.0,8.0,56.917658400003184,254.0,45.0,21.449951999966288,47.0,14.0,13.764876000010986
280,NGC6280,255.48930837,6.66601373,17.0,1.0,57.434008800017864,0.0,26.0,39.84329520000031,255.0,29.0,21.510132000012163,6.0,39.0,57.649428000001706
281,NGC6281,256.17083333,-37.985,17.0,4.0,40.99999920000869,-2.0,-31.0,-56.40000000000157,256.0,10.0,14.999987999976838,-37.0,-59.0,-5.999999999997954
282,NGC6282,255.1962,29.820575,17.0,0.0,47.08800000000792,1.0,59.0,16.938000000001665,255.0,11.0,46.320000000016535,29.0,49.0,14.070000000005791
283,NGC6283,254.86068927,49.92214305,16.0,59.0,26.56542480001235,3.0,19.0,41.31433200000231,254.0,51.0,38.48137199998064,49.0,55.0,19.714980000009064
284,NGC6284,256.11977917,-24.76422778,17.0,4.0,28.747000800010483,-1.0,-39.0,-3.414667200000565,256.0,7.0,11.205012000054921,-24.0,-45.0,-51.22000799999569
285,NGC6285,254.60006667,58.95589722,16.0,58.0,24.01600080000435,3.0,55.0,49.415332800002716,254.0,36.0,0.2400119999629169,58.0,57.0,21.22999199998958
286,NGC6286,254.63075417,58.93616944,16.0,58.0,31.381000800005836,3.0,55.0,44.68066560000352,254.0,37.0,50.71501199995964,58.0,56.0,10.209984000001668
287,NGC6287,256.28954493,-22.70780573,17.0,5.0,9.490783200000408,-1.0,-30.0,-49.873375200000964,256.0,17.0,22.361747999916588,-22.0,-42.0,-28.100628000001677
288,NGC6288,254.3521875,68.45718333,16.0,57.0,24.525000000018622,4.0,33.0,49.7239992000037,254.0,21.0,7.875000000049113,68.0,27.0,25.859988000023577
289,NGC6289,254.43762083,68.51471667,16.0,57.0,45.0289992000026,4.0,34.0,3.532000800001356,254.0,26.0,15.434987999949499,68.0,30.0,52.98001199999476
290,NGC6290,255.23514158,58.97042884,17.0,0.0,56.43397920001547,3.0,55.0,52.90292160000263,255.0,14.0,6.509688000014648,58.0,58.0,13.543823999988263
291,NGC6291,255.23306634,58.93755272,17.0,0.0,55.93592160001464,3.0,55.0,45.01265280000325,255.0,13.0,59.03882399997656,58.0,56.0,15.189791999997624
292,NGC6292,255.764375,61.04392222,17.0,3.0,3.450000000014768,4.0,4.0,10.541332800001015,255.0,45.0,51.75000000000409,61.0,2.0,38.119991999996046
293,NGC6293,257.54341667,-26.58172222,17.0,10.0,10.42000080001344,-1.0,-46.0,-19.61333280000119,257.0,32.0,36.30001199999697,-26.0,-34.0,-54.199991999998645
294,NGC6294,257.567608,-26.574568,17.0,10.0,16.225920000013616,-1.0,-46.0,-17.89632000000111,257.0,34.0,3.388800000025185,-26.0,-34.0,-28.444799999997485
295,NGC6295,255.8136,60.33779167,17.0,3.0,15.264000000013027,4.0,1.0,21.070000800004394,255.0,48.0,48.96000000002914,60.0,20.0,16.050012000005154
296,NGC6296,257.18527083,3.89406389,17.0,8.0,44.46499920000775,0.0,15.0,34.5753336000001,257.0,11.0,6.974987999924451,3.0,53.0,38.6300039999999
297,NGC6297,255.90229888,62.02560587,17.0,3.0,36.55173120001194,4.0,8.0,6.145408800001633,255.0,54.0,8.275967999961722,62.0,1.0,32.18113199999891
298,NGC6298,255.902312,62.025615,17.0,3.0,36.55488000001668,4.0,8.0,6.147600000003877,255.0,54.0,8.323199999981625,62.0,1.0,32.21400000000699
299,NGC6299,256.26839489,62.45782346,17.0,5.0,4.4147736000127225,4.0,9.0,49.877630400004094,256.0,16.0,6.221604000088519,62.0,27.0,28.164456000000655
300,NGC6300,259.24780417,-62.82055,17.0,16.0,59.47300080001497,-4.0,-11.0,-16.932000000001466,259.0,14.0,52.09501199998158,-62.0,-49.0,-13.979999999990014
301,NGC6301,257.1364125,42.33912778,17.0,8.0,32.739000000013334,2.0,49.0,21.39066720000173,257.0,8.0,11.085000000020955,42.0,20.0,20.860007999993968
302,NGC6302,258.43474583,-37.10304167,17.0,13.0,44.338999200014655,-2.0,-28.0,-24.730000800001832,258.0,26.0,5.0849879999896075,-37.0,-6.0,-10.950012000011498
303,NGC6303,256.26122917,68.82747778,17.0,5.0,2.695000800004266,4.0,35.0,18.594667200002277,256.0,15.0,40.4250119999233,68.0,49.0,38.920007999983
304,NGC6304,258.634375,-29.46202778,17.0,14.0,32.25000000001245,-1.0,-57.0,-50.886667200001625,258.0,38.0,3.7499999999181455,-29.0,-27.0,-43.3000079999988
305,NGC6305,259.50380025,-59.17209873,17.0,18.0,0.9120600000071022,-3.0,-56.0,-41.303695200003006,259.0,30.0,13.680899999940266,-59.0,-10.0,-19.555428000006714
306,NGC6306,256.90377917,60.72866389,17.0,7.0,36.90700080001534,4.0,2.0,54.879333600003406,256.0,54.0,13.605012000025454,60.0,43.0,43.19000399999993
307,NGC6307,256.91864299,60.7507655,17.0,7.0,40.47431760001416,4.0,3.0,0.18372000000297817,256.0,55.0,7.114764000084506,60.0,45.0,2.7557999999999083
308,NGC6308,257.99879332,23.37995562,17.0,11.0,59.71039680001638,1.0,33.0,31.18934880000097,257.0,59.0,55.65595200001553,23.0,22.0,47.84023200000178
309,NGC6309,258.51794722,-12.91052529,17.0,14.0,4.3073328000068045,-0.0,-51.0,-38.526069600000596,258.0,31.0,4.60999199998696,-12.0,-54.0,-37.89104400000255
310,NGC6310,256.98932083,60.99005556,17.0,7.0,57.43699920001461,4.0,3.0,57.613334400002785,256.0,59.0,21.554987999988953,60.0,59.0,24.2000160000066
311,NGC6311,257.68157917,41.65104722,17.0,10.0,43.57900080001684,2.0,46.0,36.25133280000313,257.0,40.0,53.685012000073584,41.0,39.0,3.7699920000085285
312,NGC6312,257.70064854,42.28769492,17.0,10.0,48.155649600010975,2.0,49.0,9.046780800002523,257.0,42.0,2.3347439999088238,42.0,17.0,15.701711999999475
313,NGC6313,257.58678428,48.33177546,17.0,10.0,20.82822720002042,3.0,13.0,19.626110400003043,257.0,35.0,12.423408000063318,48.0,19.0,54.39165600001047
314,NGC6314,258.1612056,23.27006869,17.0,12.0,38.689344000016774,1.0,33.0,4.816485600000533,258.0,9.0,40.34016000005977,23.0,16.0,12.247283999995204
315,NGC6315,258.19228839,23.22358019,17.0,12.0,46.14921360001489,1.0,32.0,53.659245600000816,258.0,11.0,32.23820399995475,23.0,13.0,24.888683999999444
316,NGC6316,259.15591667,-28.14,17.0,16.0,37.42000080001958,-1.0,-52.0,-33.60000000000099,259.0,9.0,21.300012000037896,-28.0,-8.0,-24.000000000002046
317,NGC6317,257.24788501,62.89801435,17.0,8.0,59.49240240001046,4.0,11.0,35.52344400000372,257.0,14.0,52.38603600001625,62.0,53.0,52.85165999998867
318,NGC6318,259.046,-39.417,17.0,16.0,11.040000000004966,-2.0,-37.0,-40.08000000000209,259.0,2.0,45.59999999997217,-39.0,-25.0,-1.2000000000057298
319,NGC6319,257.43364558,62.97303455,17.0,9.0,44.07493920001201,4.0,11.0,53.52829200000478,257.0,26.0,1.1240880000650577,62.0,58.0,22.92438000000459
320,NGC6320,258.23222574,40.26649126,17.0,12.0,55.734177600010355,2.0,41.0,3.9579024000018137,258.0,13.0,56.01266399996348,40.0,15.0,59.36853600000802
321,NGC6321,258.60092083,20.31385833,17.0,14.0,24.220999200016138,1.0,21.0,15.325999200000737,258.0,36.0,3.3149880000246412,20.0,18.0,49.88998799999507
322,NGC6322,259.60416667,-42.93333333,17.0,18.0,25.00000080000973,-2.0,-51.0,-43.99999920000255,259.0,36.0,15.000011999941307,-42.0,-55.0,-59.99998800001265
